Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,2446,9
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,2294,4
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,2007,16
654912251187357,Grupa PGE,Grupa PGE,1894,3
57544755889,Amnesty International Polska,Amnesty International Polska,1265,46
108675458379147,Liczy się energia,Liczy się energia,1254,2
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1234,22
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,933,85
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,897,14
311766890555,Fundacja Batorego,Fundacja Batorego,812,39
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,798,88
257336887714643,Pilot WP,These ads ran without a disclaimer,714,2
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,714,11
273827962690526,Otwarte Klatki,Otwarte Klatki,686,13
513969188677442,Compassion Polska,Compassion Polska,669,13
339855706171439,Dobra Fabryka,Dobra Fabryka,635,11
50063176484,TVN24,TVN,613,15
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),479,5
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,474,6
391098174296294,Super Express,se.pl,417,9
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,390,10
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,388,6
107010907929210,Praca w Allegro,Allegro,369,6
104921858016507,Dzień Dobry Podatki,Michał Wilk,355,11
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,352,23
136884656519145,IOM Poland,International Organization for Migration,346,7
32104614789,Greenpeace Polska,Greenpeace Polska,314,5
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,302,8
1227194230675141,Pratia,Pratia SA,300,8
142218132483199,Kasa Stefczyka,Kasa Stefczyka,289,6
143951191449,Profinfo.pl,Wolters Kluwer PL,280,4
133482470024453,Newsweek Polska,Newsweek Polska,276,4
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,272,2
101510036210805,Centrum Interwencji Kryzysowej w Łodzi,Centrum Promocji i Rozwoju Inicjatyw Obywatelskich OPUS,262,4
178362315106,European Parliament,European Parliament,229,5
475584852475176,Pozytron,Bartłomiej Jan Ginter,226,8
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,221,1
159372977456756,Fundusze Europejskie dla Lubelskiego,Euvic Media,210,5
104353138524363,Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,204,3
178415208919146,Solidarna Polska,Solidarna Polska,202,2
203627442993022,Portal Oświatowy,Wiedza i Praktyka,202,3
312204349288060,Mariusz Gosek,Mariusz Gosek,193,8
228168274881,wysokieobcasy,wysokieobcasy,186,6
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,171,8
173086948664,Infor.pl,Infor.pl,169,10
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,165,1
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,157,3
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,155,8
110594873929432,Gdańsk Pomaga,Fundacja Gdańska,144,2
305401181544,UNICEF Poland,UNICEF Polska,143,3
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,142,4
131511477684330,Znak Horyzont,Społeczny Instytut Wydawniczy Znak sp. z o.o.,141,12
103189994608689,20stopni.pl,Konceptlab,141,3
108470777303042,Robert Popkowski,Robert Popkowski,133,4
286672948180163,Tomasz Trela,Poseł Tomasz Trela,132,4
271502918243,Polski Czerwony Krzyż (PCK),Polski Czerwony Krzyż (PCK),130,2
100302862419697,"Wielkopolska, tej",UMWW,129,8
102577288350341,Super Biznes,se.pl,125,4
230415296997772,bydgoszcz.pl,bydgoszcz.pl,121,2
142614625077,WWF Polska,WWF Polska,117,1
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,116,22
406758116099067,Fundacja Kasisi,Fundacja Kasisi,116,2
334031263082,Międzynarodowy Festiwal Sztuk Przyjemnych i Nieprzyjemnych,Teatr Powszechny w Łodzi,113,4
1863743663893316,Fundusz Obywatelski im. Henryka Wujca,Fundacja dla Polski,113,4
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),112,2
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,110,2
1486690634950930,Jerzy Wrębiak - Burmistrz Brzegu,Jerzy Wrębiak - Burmistrz Brzegu,109,2
362731483842344,Agro Trust - Skup i  #𝐖𝐢𝐚𝐝𝐨𝐦𝐨ś𝐜𝐢𝐙𝐛𝐨ż𝐨𝐰𝐞,Marcin Robert Witzling,109,1
74863922834,Krytyka Polityczna,Krytyka Polityczna,108,5
255204804904226,Fundacja Rozwoju Kinematografii,Fundacja Rozwoju Kinematografii,107,1
1493760307522390,CityFit,CityFit,104,1
1683534065241470,OKO.press,OKO.press,103,10
1861472084081423,Inna Perspektywa Rzeczywistości - Blog Radosława Kordowskiego,Radosław Kordowski,103,1
105039892358886,FURPO,FURPO GROUP SP. Z O.O.,102,8
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,101,9
104072609268600,Zmarszczki są piękne,Archipelag Inicjatyw,≤100,1
487587700423,Miasto Gdańsk,Miasto Gdańsk,≤100,2
145481822175715,Otodom,Grupa OLX sp. z o.o.,≤100,2
145329992215815,Piotr Król,Piotr Marek Król,≤100,1
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100,4
971833706177522,Kraków dla Mieszkańców,Kraków dla Mieszkańców,≤100,2
