Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
126567104406,Hyresgästföreningen,Hyresgästföreningen,18688,41
608975645850217,Vattenfall,Vattenfall Sverige,15019,29
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,12166,15
109886133732943,RESCUE - Sverige,RESCUE - Sverige,10670,3
114526821939129,Arla,Arla,9613,8
643137272398136,Sverige för UNHCR,Sverige för UNHCR,7321,14
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,7287,25
95735961890,Greenpeace Sverige,Greenpeace Sverige,7273,55
382243262003,Plan International Sverige,Plan International Sverige,6439,14
122074554119,EU Social,EU Social,5952,6
111630258867610,Röda Korset,Röda Korset,5876,24
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),5782,28
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,5524,49
72659261793,Rädda Barnen,Rädda Barnen,4598,28
186513678039755,Fortum,Fortum Sverige,4536,35
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4177,10
111699453757094,Soft Towel Games,These ads ran without a disclaimer,3760,4
369582590803,Dagens ETC,ETC-tidningarna,3316,15
314872662206,Ekonomifakta,Ekonomifakta,3119,76
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,2791,5
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,2686,5
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2431,24
42676805259,Diakonia,Diakonia,2394,13
100650935646,Skiftet,Skiftet,2358,3
59324455950,UNICEF Sverige,UNICEF Sverige,2353,28
178193355556765,Nordström Assistans AB,Nordström Assistans AB,2138,4
379686162129542,Svea Bank,Svea Ekonomi,2126,15
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,1936,3
170211353124087,Centerpartiet i Stockholm,Centerpartiet i Stockholm,1836,7
178362315106,European Parliament,European Parliament,1620,12
19746853632,Djurens Rätt,Djurens Rätt,1602,3
1757191391203190,Proethos fond,Proethos AB,1563,8
473986345974754,Njutafilms & Studio S (Bio),Njutafilms & Studio S (Bio),1534,4
195379633820701,Svenskt Kött,Svenskt Kött,1455,14
279974638809211,Oxfam Sverige,Oxfam Sverige,1187,5
8040892957,Socialdemokraterna,Socialdemokraterna,1079,9
219410318157271,Läkarmissionen,Läkarmissionen,1068,1
153270724787,Amnesty International Sverige,Amnesty International Sverige,1067,9
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,966,12
106579105171694,ETC nyhetsmagasin,ETC Media AB,944,1
809338299217333,Svenska Epoch Times,Svenska Epoch Times,933,3
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,914,12
237146235237,Timbro,Tankesmedjan Timbro,837,51
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,821,19
109609604086656,Vejpkollen.se,Vejpkollen.se,812,3
347852331958080,En Företagares Vardag,En Företagares Vardag,712,8
899603916845362,JAG Personlig assistans,JAG Personlig assistans,711,7
245214805905370,Konkret,Opulens Förlag AB,705,4
166406746310,Resumé,Resumé,659,2
91217182731,Nordiska museet,Nordiska museet,651,10
103296115466644,Skattenytta,Kommissionen för Skattenytta,597,8
1267325956645384,Bonzi,Bonzi,594,2
328754490337,Vårdförbundet,Vårdförbundet,591,19
234172635050,Forum för levande historia,Forum för levande historia,569,3
161213770567846,Operation Smile Sverige,Operation Smile Sverige,566,1
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,546,10
732284166977797,Odlarna.se,Odlarna.se,536,4
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,535,3
223302541061447,Nema Problema,Nema Problema,534,18
356032977210,Vi-skogen,Vi-skogen,528,11
181590825305317,COWI Sverige,COWI Sverige,501,15
312084019369,Dagens Medicin,Dagens Medicin,494,1
273053169937029,ClimateHero,ClimateHero,441,7
239855722130,Nyhetsmagasinet Fokus,Fokus,431,13
290735261080438,Moderaterna i Göteborg,Moderaterna i Göteborg,422,2
176875999028086,Kristdemokraterna Stockholm,Kristdemokraterna Stockholm,416,2
539297539496434,Dagens Samhälle,Dagens Samhälle,404,1
1042091032500520,Kvartal,Kvartal,396,5
965458110149319,Byggindustrin,Byggindustrin,384,1
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,383,1
1633181116933852,SvD Junior,SvD Junior (SvD),369,17
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,352,13
87535551716,Världskulturmuseet,Världskulturmuseerna,347,2
190164254402843,FKP Scorpio Sverige,FKP Scorpio Sverige,344,2
1402657726653154,Hallå konsument,Konsumentverket,327,5
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,323,1
473182566110689,Inre Kraft - Personlig Assistans & Hemtjänst,Inre Kraft - Personlig Assistans & Hemtjänst,322,1
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,308,5
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,307,4
