Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
7270241753,YouTube,YouTube,85127,8
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,8663,29
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,4640,2
104386908631938,Pathways Alliance,Pathways Alliance,4413,6
281999881613,World Vision Canada,World Vision Canada,3947,68
107385241806,Plan International Canada,Plan International Canada,3592,277
163261390365324,Elementary Educators,Elementary Educators,3143,41
109045051805492,Made The Canadian Way,Canadian Energy Centre,2962,3
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,2839,4
154462904588700,Enbridge Gas,Enbridge Gas,2088,100
261752512263,Canadian Red Cross,Canadian Red Cross,2069,32
349561555109272,HSAA - Union of Health-Care Professionals,Health Sciences Association Alberta,1944,152
245013842275891,CUPE Alberta,CUPE Alberta,1810,37
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),1762,17
160504807323251,Canadiens en santé,Canadiens en santé,1737,8
106183171866567,Fairness for Drivers,Insurance Bureau of Canada,1688,11
115835521825983,UNHCR Canada,UNHCR Canada,1684,99
394745970602999,The Council of Canadians,The Council of Canadians,1573,6
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1231,12
106917558391358,Alliance Nouvelles voies,Pathways Alliance,1163,2
16761458703,University of British Columbia,University of British Columbia,1106,70
169928686425623,UFCW Local 401,UFCW Local 401,1075,13
177741812241442,SCFP-Québec,le SCFP,1071,36
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,1060,85
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,1023,191
121222984568561,Amnesty International Canada,Amnesty International Canada,1009,156
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,824,176
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,823,14
6695079125,TD,TD Bank Canada,812,18
187447074652378,Fighting Blindness Canada,Fighting Blindness Canada,789,8
24235835555,Kids Help Phone,Kids Help Phone,646,50
600199730040379,David Eby,BC New Democrat Caucus,629,1
105833301076507,CUPE Local 38,CUPE Local 38,624,10
1530293140634544,"No Options, No Choice","No Options, No Choice Project",617,13
273709852668923,SAFE Work Manitoba,"SAFE Work Manitoba, a division of the Workers Compensation Board of Manitoba",613,10
1097840090260804,National Police Federation,National Police Federation,604,86
5794733873,David Suzuki Foundation,David Suzuki Foundation,532,15
19750184960,Greenpeace Canada,Greenpeace Canada,508,206
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada,492,109
239308266136055,United Way Halton and Hamilton,United Way Halton & Hamilton,473,12
1671097993122619,Children Believe,Children Believe,468,37
195608229977,BC NDP,BC NDP,465,4
108587420188,United Way Greater Toronto,United Way Greater Toronto,460,75
510183342342621,Bell MTS,Lavanya Rajaian,458,2
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,450,119
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,446,3
102862259754198,Photography by CreativeCoordinates.com,KELLY-ANN P JONES,431,3
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,430,7
101171375978959,Produit Ici Responsablement,Canadian Energy Centre,427,3
144658705550734,Scotiabank,These ads ran without a disclaimer,419,1
159713615718,WWF-Canada,WWF-Canada,415,61
167559993283868,Nature Québec,Nature Québec,408,10
139019864276,Oxfam Canada,Oxfam Canada,394,18
113297740077607,Canadian Energy Centre,Canadian Energy Centre,391,76
114849617772737,Care2 Canada,Press Pause Collective,390,13
123235041462,The Fraser Institute,Fraser Institute,388,10
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,386,26
67197771286,Elections BC,Elections BC,362,1
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,357,26
223878537691255,WorkSafe Saskatchewan,WorkSafe Saskatchewan,354,17
102794729214729,Avoid the Shock,Insurance Bureau of Canada,350,7
233973053365315,Human Concern International,Human Concern International,344,8
191355754244976,Réseau Environnement,Réseau Environnement,344,2
168617319831578,Nature Canada,Nature Canada,342,2
584595054966592,Royal Victoria Regional Health Centre Foundation,Royal Victoria Regional Health Centre Foundation,329,205
52543970197,Environmental Defence Canada,Environmental Defence,326,3
285960408117397,Premières Nations et Inuits en santé,These ads ran without a disclaimer,316,1
177681485609462,Radio-Canada,Radio-Canada,308,69
104128641336287,Indigenous Resource Network,Indigenous Resource Network,306,33
163336718421,PSAC - AFPC,PSAC-AFPC,294,10
162056987140787,3M,3M,283,104
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,281,57
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,279,48
161817467263,Nova Scotia Government,Government of Nova Scotia,274,3
444008735617762,Canadian Cancer Survivor Network,Canadian Cancer Survivor Network,260,3
143249880633,World Animal Protection Canada,World Animal Protection Canada,251,23
27234020592,UNICEF Canada,UNICEF Canada,241,14
294663684004138,Boyle Street Community Services,Boyle Street Community Services,235,4
108911865832394,Office of African Nova Scotian Affairs,African Nova Scotian Affairs,226,1
925033857594085,SureHealth Canada,SureHealth,222,157
14742445214,BC Green Party,BC Green Party,221,27
7522587804,Green Party of Ontario,Green Party of Ontario,217,4
633812813408377,Elections Canada,Elections Canada,216,10
321351607970406,The Narwhal,The Narwhal,210,3
128321397217817,Friends of Medicare,Friends of Medicare,210,12
111176008261790,West Coast Now,West Coast Now,210,10
1533253713597302,Elisabeth Léger,Elisabeth Leger,196,4
590117937780756,Oil Sands Action,Canada Action,195,1
106360778489053,Fuelling Canada,Canadian Gas Association,194,75
467348316733220,Tracy Gray,Team Tracy Gray,193,1
109755395744949,YWCA Edmonton,YWCA Edmonton,192,4
104853517861788,Surrey’s Say on Policing,National Police Federation,190,16
54125409458,Oxfam-Québec,Oxfam-Québec,189,12
610620052306352,Rues principales,Rues Principales,178,4
134455149912301,Seva Canada,Seva Canada,175,10
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,173,8
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,173,12
104975997675751,Toques From The Heart,Toques From The Heart,166,8
182645321760265,Ville de Montréal,Ville de Montréal,162,1
480690348805429,Proud To Be Canadian,Proud To Be Canadian,161,11
202220023130891,Bell Canada,Bell Canada,160,2
133690690015346,USJE - SESJ,USJE - SESJ,156,2
158061404248123,Société de l'assurance automobile du Québec - SAAQ,Société de l'assurance automobile du Québec - SAAQ,156,1
248281845216826,Bell Canada (Français),Bell Canada,155,2
100999094747422,Land Needs Guardians,Land Needs Guardians,150,4
256967407720183,LEO,Léger,148,44
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,147,6
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,144,4
203485052997041,Hospital Employees' Union,Hospital Employees' Union,143,12
440409462669140,United Way Niagara,United Way Niagara,143,8
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,135,17
106432095003415,Our Nova Scotia RCMP,National Police Federation,133,16
21746462235,CPAWS,CPAWS,133,2
9333642607,TELUS,TELUS,130,4
32583114028,City of Kelowna,City of Kelowna,127,3
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,126,1
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,122,31
73707923189,Bissell Centre,Bissell Centre,120,3
111390488241811,VIDO,Vaccine and Infectious Disease Organization (VIDO),119,18
7787249430,Canadian Wildlife Federation / Fédération canadienne de la faune,Canadian Wildlife Federation,118,33
131425736928577,Charles Sousa,Charles Sousa Mississauga-Lakeshore Election Campaign,112,22
176256900912,Saskatchewan Party,The Saskatchewan Party,110,8
2112106495731697,Wild First,These ads ran without a disclaimer,108,1
211536155525838,ICI Estrie,ICI Estrie,104,18
109735738136624,Nova Scotia Civil Liberties Association,Nova Scotia Civil Liberties Association,≤100,1
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,5
264035282685,"Commission des normes, de l'équité, de la santé et de la sécurité du travail","Commission des normes, de l’équité, de la santé et la sécurité du travail",≤100,2
2161474537462046,Solar X,Solar X,≤100,1
6319213302,Heart & Stroke,Heart & Stroke,≤100,25
214866875236330,PROMIS,Promis Immigration,≤100,15
6688529767,Penguin Random House Canada,Penguin Random House Canada,≤100,1
7142486898,Dalhousie University,Dalhousie University,≤100,28
156235841087715,FTQ,FTQ,≤100,4
127880943927960,Médecins du Monde Canada,Médecins du Monde Canada,≤100,15
307579417525,Armée du Salut Québec,Armée du Salut,≤100,14
233017897569896,Emplois en régions,Emplois en régions,≤100,13
259187344111223,Coastal First Nations,Coastal First Nations,≤100,28
203135665808,Mississauga Parks & Recreation,City of Mississauga,≤100,4
179642688739082,Amnistie internationale Canada Francophone,Amnistie Internationale Canada Francophone,≤100,67
198161003562116,Vancouver Humane Society,Vancouver Humane Society,≤100,17
638391216643974,CodeBlue BC,CodeBlue BC,≤100,21
117926081552324,Équiterre,These ads ran without a disclaimer,≤100,1
111462478865180,City of Ottawa,City of Ottawa,≤100,8
263829137144976,Regulator Watch,Brent Jason Stafford,≤100,1
504061526642471,Ontario Power Generation,Ontario Power Generation,≤100,1
187805263715,RÉZO,RÉZO,≤100,1
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100,2
184906186150,The Toronto Star,The Toronto Star,≤100,2
121979044636843,CPAWS Northern Alberta,CPAWS Northern Alberta,≤100,36
127882984614,Manitoba NDP,Manitoba NDP,≤100,13
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100,2
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100,4
171760333399108,Ludovic Grisé Farand - Maire de Saint-Bruno,Ludovic Grisé Farand,≤100,1
102586125587511,Canadian Trucking Alliance,Canadian Trucking Alliance,≤100,18
144941987247,UNICEF Canada FR,UNICEF Canada,≤100,16
2181515208545676,Seb Audy,IMÉDIA,≤100,2
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100,8
414858950050,Conservation Council of New Brunswick,Conservation Council of New Brunswick,≤100,7
243435756499271,Dan Mazier,"Dan Mazier, MP",≤100,2
2154803367878059,Alberta Forest Products Association,These ads ran without a disclaimer,≤100,1
2067695656623114,IISD Experimental Lakes Area,Sumeep Bath,≤100,6
160136850711053,CUPE Ontario,Sonya Yalda,≤100,1
2020354271605558,Convenience Industry Council of Canada,Convenience Industry Council of Canada,≤100,4
541315122557352,CODE NGO,CODE NGO,≤100,28
290783084327279,Mothers Matter Centre,Mothers Matter Centre,≤100,1
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100,3
380221585332828,St. Joseph's Health Care London,St. Joseph's Health Care London,≤100,6
257741694238490,Collège des médecins du Québec,Collège des médecins du Québec,≤100,2
168973503131279,Mission Old Brewery,Mission Old Brewery,≤100,80
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100,6
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,≤100,5
263547640436466,PC Party of Manitoba,"the Financial Officer, PC Party of Manitoba",≤100,1
1538230646323033,SecondStreet.org,SecondStreet.org,≤100,2
253146051507743,SQC - Syndicat Québécois de la Construction,SQC - Syndicat Québécois de la Construction,≤100,3
113413235475306,Murray Rankin,BC New Democrat Caucus,≤100,1
944819212239364,Alberta Proud,Alberta Proud,≤100,4
