Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,286364,28
1428873024044736,المدن - almodon,المدن - almodon‎,83939,10
1680404738865135,Lebanon Elections إنتخابات لبنان,Lebanon Elections,73167,2
1438703606372190,Elham Said Freiha,Elham Freiha,68182,1
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,66667,7
110470091436602,Ici Beyrouth,Ici beyrouth,57576,10
102023711572671,أساس ميديا -  Asas Media,asasmedia,53030,16
106197498149118,لبنان الكبير,Grand Lebanon,52242,14
164472683608068,Act for the Disappeared,ACT for the Disappeared,22727,2
107698404702208,Alkalima,Alkalima Onlime,21212,5
105319651353770,Jusur,Jusur,9091,4
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,9091,2
1744356319118477,هنا لبنان,هنا لبنان,8439,3
137195823051820,Maharat Foundation,Maharat Foundation,7788,1
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,7576,1
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,7576,1
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,6061,1
128417954019381,Al-Moltaka,Melhem Boustany,5545,1
104252028606448,صوت بنت جبيل,صوت بنت جبيل,4545,2
110647840532680,Merge Mayor,These ads ran without a disclaimer,3290,2
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,3030,1
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,3030,1
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,3030,4
109112633772887,180post,180Post,3030,1
106821968055687,Leila Dagher,Leila Dagher,1500,1
116407493525071,حفريات,These ads ran without a disclaimer,621,1
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100,1
107660204440212,BTK TV,These ads ran without a disclaimer,≤100,1
1239952466122244,Adtalem Global Education,These ads ran without a disclaimer,≤100,1
199157597154556,QUB - Faculty of Engineering and Physical Sciences,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
480934751930354,Luv4All: Mother Earth Warns. Wake Up Your Compassion,These ads ran without a disclaimer,≤100,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
1642929092406128,Knowable Magazine,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
36511036382,Central European University,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
