Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
102911942793356,Alhaji Ahmed Usman Ododo,Sebastian Momoh,23314,8
1689132724682504,MMAWT legacy initiative,Amiru Adamu,13723,48
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,6842,1
115872128104965,ELYON TV Channel,ELYON TV Channel,6339,2
277406505978578,E On 3 Group,These ads ran without a disclaimer,6130,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,6114,2
553619271453229,Alhaji Yahaya Bello,Alhaji Yahaya Bello,4083,2
356560468009902,Barr. Amina Oyiza Yahaya Bello,Barr. Amina Oyiza Yahaya Bello,3236,1
103018869332378,BantuPage,Ikechukwu Orji,2423,4
101229044647022,Senator Mohammed Sani Musa,Suleiman Sani Musa,2199,4
100202924924063,Page 36,Page 36,2176,12
1909779445701718,Tiv Actor’s,Tiv Actor’s,2111,2
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,2044,3
815819555450736,D’Ace Luxury,These ads ran without a disclaimer,1677,1
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,1449,1
100285019505424,Thelandlord,These ads ran without a disclaimer,1340,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1256,2
104414292240586,H.E. USMAN Mamman Durkwa,H.E. USMAN Mamman Durkwa,1076,4
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,1067,1
113206291683628,hairnita_wigs,These ads ran without a disclaimer,971,1
669292283251682,Federal Inland Revenue Service - FIRS,FIRS Media Team,914,1
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,793,1
105580098826545,Fr. Hyacinth Iormem Alia,Fr. Hyacinth Iormem Alia,712,2
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim.,Mubarak Hamza Adam,549,1
236831106803225,Accountability Lab Nigeria,Accountability Lab Nigeria,504,1
113909224980171,Gihad Hamza,These ads ran without a disclaimer,462,4
108409741002988,Prince Hadi Sani; SA to Ogun State Governor on Inter-Ethnic Affairs.,Adu Ifeoluwa,462,1
106752558574480,Favourealt Properties,These ads ran without a disclaimer,414,1
101518929592197,Make instant money in just 2 hours,These ads ran without a disclaimer,409,1
108385975416214,Hon Bala Usman Chamo Tv,Ayodeji Adeola Badru,377,1
104741208497029,faceofdazzlingqueen_intl,These ads ran without a disclaimer,334,1
110109751985498,Surajo Sulaiman Rimin Kebe,These ads ran without a disclaimer,260,1
109881661518849,Ebuka Real Estate Investment Made Easy,These ads ran without a disclaimer,244,3
107222294567205,TheFutureproperty,These ads ran without a disclaimer,210,1
105822027470135,Careen General Production Company,These ads ran without a disclaimer,188,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,176,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,167,1
113084254966376,Eddie Maestas,These ads ran without a disclaimer,134,2
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,≤100,1
102169824695398,Rero TV,Rero TV,≤100,1
110304938538447,John Samson Egbo,These ads ran without a disclaimer,≤100,1
107503431796776,Turaki TV,Azeez Olasunkanmi Lekan,≤100,1
104151925811127,Mario Cartaya,These ads ran without a disclaimer,≤100,1
106540078687090,Curiosity Mind,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100,1
576690225840098,Contending Modernities,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,2
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,≤100,1
876457109153657,PMNCH,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
525421700832365,Protectors of The Wood Adventure Series,These ads ran without a disclaimer,≤100,1
121156047592706,Fygurs,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
