Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,33083,8
126567104406,Hyresgästföreningen,Hyresgästföreningen,24002,42
151159271594797,Systembolaget,Systembolaget,20452,2
149155351773944,SEB,SEB,18506,2
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,16527,10
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,13922,31
19746853632,Djurens Rätt,Djurens Rätt,12623,2
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,12467,10
111630258867610,Röda Korset,Röda Korset,10794,15
382243262003,Plan International Sverige,Plan International Sverige,7635,8
114262485262083,Konsumentverket,Konsumentverket,6898,7
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6701,30
95735961890,Greenpeace Sverige,Greenpeace Sverige,6526,114
109886133732943,RESCUE - Sverige,RESCUE - Sverige,6509,3
161213770567846,Operation Smile Sverige,Operation Smile Sverige,6221,3
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4989,4
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,4918,6
72659261793,Rädda Barnen,Rädda Barnen,4853,88
8040892957,Socialdemokraterna,Socialdemokraterna,4538,19
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,4319,22
54779960819,United Nations,United Nations with Facebook Ad Credits,4031,2
149155351773944,SEB,Skandinaviska Enskilda Banken,3699,3
101341883359561,Matsmart Sverige,Matsmart,3393,15
369582590803,Dagens ETC,ETC-tidningarna,3373,22
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3351,53
186513678039755,Fortum,Fortum Sverige,3234,15
59324455950,UNICEF Sverige,UNICEF Sverige,3212,4
24574889995,Charlie Weimers MEP,Charlie Weimers,3035,2
195379633820701,Svenskt Kött,Svenskt Kött,2756,15
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,2285,7
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2028,35
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1974,6
153270724787,Amnesty International Sverige,Amnesty International Sverige,1821,20
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1766,4
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,1683,44
576845979156129,Techarenan,Techarenan,1630,4
109969847586061,Morgon-Tidningen,AIP Media,1525,2
42676805259,Diakonia,Diakonia,1509,4
91818886532,We Effect,We Effect,1493,3
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1490,8
18880778360,ActionAid Sweden,ActionAid Sweden,1455,4
109098320518639,Dogoodel.,DoGood EL,1278,6
351522355766,PMU,PMU Interlife,1278,20
223302541061447,Nema Problema,Nema Problema,1234,18
237146235237,Timbro,Tankesmedjan Timbro,1219,29
314872662206,Ekonomifakta,Ekonomifakta,1124,55
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1084,35
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,1069,5
296423575695,Afrikagrupperna,Afrikagrupperna,1013,25
111699453757094,Soft Towel Games,These ads ran without a disclaimer,954,3
178193355556765,Nordström Assistans AB,Nordström Assistans AB,920,4
309657091388,Svenska Lottakåren,Svenska Lottakåren,911,2
104928476281245,Ibn Rushd Studieförbund,Ibn Rushd Studieförbund,908,3
103296115466644,Skattenytta,Kommissionen för Skattenytta,908,10
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,833,27
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,818,16
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,763,1
356032977210,Vi-skogen,Vi-skogen,752,6
175656912484553,Unionen,Unionen,729,17
1633181116933852,SvD Junior,SvD Junior (SvD),720,16
534553447006742,Klimatklubben,Klimatklubben,708,4
251829904829983,David Lega,David Lega - Kristdemokraterna,667,1
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,666,1
106579105171694,ETC nyhetsmagasin,ETC Media AB,661,2
1531320107133721,Syre,Dagens O2 AB,655,4
547965058654664,MyRight - Empowers people with disabilities,MyRight - Empowers people with disabilities,609,6
328754490337,Vårdförbundet,Vårdförbundet,601,29
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,592,18
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,586,3
181590825305317,COWI Sverige,COWI Sverige,558,9
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,556,18
314283591054,Byggnads,Byggnads,545,8
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,541,2
429354810518636,Johan Nissinen SD,Nissinen Johan Harry,533,1
212284955495610,Elektrikerna,Elektrikerna,499,7
230255653832332,Al-Ayn for Social Care Sweden,Al Ayn For Social Care Sweden,498,4
163305633746125,Karneval förlag,Holviks,487,3
526683617389695,Rejlers,Rejlers AB,481,1
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,481,3
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,461,12
178362315106,European Parliament,European Parliament,448,10
273053169937029,ClimateHero,ClimateHero,440,7
2002046333202650,Bli nämndeman,Bli nämndeman,440,5
166406746310,Resumé,Resumé,439,1
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,436,2
212604496324,Fackförbundet ST,Fackförbundet ST,436,43
2265392953716988,Ilan De Basso,Socialdemokraterna i Europaparlamentet,435,2
1042091032500520,Kvartal,Kvartal,420,1
122586417778397,Folkuniversitetet,Folkuniversitetet,415,3
230671826970236,Uppsala konstmuseum,Uppsala kommun,387,20
200480966638039,Supremacy 1914,These ads ran without a disclaimer,377,3
614939535271869,Tobias Baudin,Socialdemokraterna,376,4
154887827868890,Sörmlands Sparbank,Sörmlands Sparbank,371,3
312084019369,Dagens Medicin,Dagens Medicin,370,1
129841741852473,Folkhälsodalen,Folkhälsodalen,362,7
539297539496434,Dagens Samhälle,Dagens Samhälle,362,1
323156205347,Vänsterpartiet,Vänsterpartiet,358,5
440345132668081,UL,UL,358,1
183512318424647,Magdalena Andersson,Socialdemokraterna,355,3
91217182731,Nordiska museet,Nordiska museet,348,12
115485831831263,Uddevalla kommun,Uddevalla kommun,327,1
239855722130,Nyhetsmagasinet Fokus,Fokus,327,7
108242974113305,Plantmore - for climate,Plantmore - for climate,312,1
195594843916366,Moderaterna i Norrbotten,Moderaterna Norrbotten,307,1
965458110149319,Byggindustrin,Byggindustrin,299,1
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,299,3
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,298,2
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,291,4
102603159402551,Inner Connections,Kulturhuset i Ytterjärna AB,290,1
788670687915768,Botniska korridoren,Botniska korridoren,289,1
237000919761618,Stjärnjouren - Sundbybergs trans- och tjejjour,Hannah Sörbom,284,3
899603916845362,JAG Personlig assistans,JAG Personlig assistans,284,3
113710601984970,Barnfonden,Barnfonden,277,3
407290589320311,ABF Örebro län,Mikael Runesson,275,6
139047112785592,Centerpartiet Linköping,Felix Grönqvist,272,1
105345278410827,Frälsningsarméns sociala arbete,Frälsningsarmén,270,1
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,265,10
1400334680268097,Nyheter i Västerbotten,Carl Erik Anton Bergström Nord,262,2
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,262,1
61602439009,NCC,NCC,258,3
606077262818825,Verbum AB,Hultcrantz Lindberg Karin Marianne,254,2
109609604086656,Vejpkollen.se,Vejpkollen.se,248,2
160255627378216,Mjölby kommun,Mjölby kommun,234,1
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,231,1
110813562940,Vision,Vision,229,1
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,227,9
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,227,3
709317875766999,Judisk Kultur i Sverige,Judisk Kultur i Sverige,226,4
1089666701084947,Timbro förlag,Timbro Förlag,223,1
329452290816078,Tidningen Market,Tidningen Market,222,1
169151353117822,Folkuniversitetet Göteborg,Folkuniversitetet Göteborg,221,2
766962160096580,Vi Omsorg i Sverige AB,Vi Omsorg i Sverige AB,218,2
120216874723147,Svenskt Sigill,Svenskt Sigill,217,19
473182566110689,Inre Kraft - Personlig Assistans & Hemtjänst,Inre Kraft - Personlig Assistans & Hemtjänst,217,2
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,215,3
118424491641760,Naturskyddsföreningen Väst,Naturskyddsföreningen Väst,211,5
126245644082634,Malmömoderaterna,Malmömoderaterna,197,1
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,197,2
197903515345,Institute for Security & Development Policy (ISDP),Institute for Security and Development Policy,196,1
1422453991349793,Akademi Norr,Akademi Norr,189,1
143140665862271,Moderaterna Umeå,Moderata kretsen Umeå,183,1
1139097292843761,Kristdemokraterna Göteborg,Miriam Helena Lilja,175,2
989752884508948,Muharrem Demirok,Centerpartiet,175,3
217391588404948,Katalys,Katalys,169,3
540622546006901,Centerpartiet Nacka,Centerpartiet Nacka,165,2
505186329496364,Aktiv Assistans AB,Aktiv Assistans AB,164,2
1267325956645384,Bonzi,Bonzi,164,2
188821514474911,Preem,Preem AB,163,1
100401226296083,SFP i Stockholm,SFP i Stockholm,159,1
45101268520,SSU,SSU,154,7
100154266829621,Kyrkans Tidning,Kyrkans Tidning,154,2
184879078767802,School of Global Studies,University of Gothenburg,146,1
1383867568544212,Socialdemokraterna Falkenbergs kommun,Svensson Per Johan Klas,143,1
342952129133948,Kultur i Malmö,Kultur i Malmö,136,1
383192235102386,Studieförbundet Vuxenskolan Skåne,Christian Gustavsson,134,1
996917093703063,Svenskt Näringsliv Västerbotten,Svenskt Näringsliv,133,1
175843834306,WaterAid Sverige,WaterAid Sverige,133,8
118162038224731,Moderaterna i Stockholms stad och län,Moderaterna i Stockholms stad och län,133,1
468768335061,Sveriges ungdomsråd,Sveriges ungdomsråd,133,1
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,127,5
887305194662637,Axess Magasin & TV,Axess Publishing,127,1
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,124,2
127535893942048,Folkhögskolorna,Folkhögskolorna,123,2
102414309949126,Socialdemokraterna i Skåne,Socialdemokraterna i Skåne,123,1
304929002856002,Miljöpartiet de gröna i Järfälla,Miljöpartiet de gröna i Järfälla,118,9
268608766607208,Svensk Tidskrift,Svensk Tidskrift,118,4
286987014656068,Socialdemokraterna Solna,Socialdemokraterna Solna,117,1
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,116,2
259234574258392,Miljöpartiet de Gröna i Nyköping,Åslund Björn Carl Einar,116,2
301055809910083,Luleå Energi,Luleå Energi,114,1
310330762482786,Sara Kukka-Salam,Socialdemokraterna Solna,113,2
237287320360804,Omtanke.today,Jenny Fors,113,2
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,113,4
421347121246692,Konstnärernas Riksorganisation,Konstnärernas Riksorganisation,112,2
273402369438867,By Billgren,By Billgren AB,111,2
1715208875382561,OP Assistans,OP Assistans,110,1
690167674732029,Lena Hallengren,Socialdemokraterna,110,5
146593541117,nwt.se,NWT Media AB,110,1
1540294046226139,Feministsmeden,Feministsmeden,109,1
229651940519344,Stadsutveckling Stockholm,Stockholms stad,109,1
118090278221826,Erikshjälpen,Erikshjälpen,108,2
180116322098071,JAG - Jämlikhet Assistans Gemenskap,Riksföreningen JAG,107,3
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",104,1
239916586060802,Socialdemokraterna i Lerum,Socialdemokraterna i Lerum,≤100,2
1491285471125054,Vänsterpartiet Södertälje,Vänsterpartiet Södertälje,≤100,1
1528125900743214,Effektiv Altruism Sverige,Effektiv Altruism Sverige,≤100,1
120633071295935,Fairtrade Sverige,Fairtrade Sverige,≤100,4
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,≤100,1
115795772512,Stadsbiblioteket i Malmö,Stadsbiblioteket i Malmö,≤100,1
1447309755322652,Bostad 2030,Bostad 2030,≤100,1
253510692370,Arbetaren,Arbetaren,≤100,1
171623089548375,Partille kommun,Partille kommun,≤100,1
129664437103456,Medicinska fakulteten vid Lunds universitet,Medicinska fakulteten vid Lunds universitet,≤100,2
300452580055539,Liberalerna i Vellinge,Liberalerna i Vellinge,≤100,1
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,≤100,2
102567474880701,Talent Lift,These ads ran without a disclaimer,≤100,2
194996370654471,Assistanslotsen,Assistanslotsen,≤100,1
115752726547817,Framåt Sverige,Fredrik Adevåg,≤100,2
119616511446407,World's Children's Prize,World's Children's Prize,≤100,1
103953609645359,SCB - Statistiska centralbyrån,Statistiska centralbyrån,≤100,6
505229989560231,Kristdemokraterna i Skåne,Kristdemokraterna i Skåne,≤100,2
209271425846739,Open Doors Sverige,Open Doors Sverige,≤100,1
496283363842454,Sverigedemokraterna Vänersborg,Sverigedemokraterna Vänersborg,≤100,2
109765142387174,Höganäs kommun,Höganäs kommun,≤100,3
117787494969557,Adventuremine Äventyrsgruvan,These ads ran without a disclaimer,≤100,1
329938067056917,Socialdemokraterna Halland,Socialdemokraterna,≤100,1
127757523931098,Emrahus AB,Emrahus AB,≤100,1
111566022258925,Vänsterpartiet Skåne,Vänsterpartiet Skåne,≤100,5
150909028299502,Jernkontoret,Jernkontoret,≤100,3
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100,2
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100,3
449577235139576,Socialdemokraterna i Ljungby kommun,Anders Tommy Linnér,≤100,2
316933851779070,Liberalerna Österåker,Liberalerna i Österåker,≤100,1
507299542640142,Liberalerna Sundbyberg,David Nyström,≤100,1
536156530105433,Demokratibygget,Demokratibygget,≤100,1
769689373178831,Sjukvårdspartiet Västernorrland,Sjukvårdspartiet Västernorrland,≤100,1
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100,1
105901735400433,Centerpartiet Region Stockholm,Centerpartiet Region Stockholm,≤100,1
1909176449301715,Svenskt Näringsliv Stockholms och Gotlands län,Svenskt Näringsliv,≤100,3
275956041421,Norrländska Socialdemokraten,Norr Media AB,≤100,1
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv Värmland,≤100,3
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100,5
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,≤100,3
665682436792792,Moderaterna i Varberg,Moderaterna,≤100,1
323218466904,Kristdemokraterna i Lerum,Miriam Helena Lilja,≤100,2
637235366608588,studietid,#studietid,≤100,1
103304878446836,"Grön, liberal och hoppfull framtid - kampanjsida för David Hallgren",John David Hallgren,≤100,2
94400267368,Jagvillhabostad.nu,jagvillhabostad.nu,≤100,2
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100,10
108603445828840,Miljöpartiet de gröna i Linköping,Miljöpartiet i Linköping,≤100,2
183019125106776,Liberalerna Tyresö,Liberalerna Tyresö,≤100,1
258169881053923,Sverigedemokraterna Åtvidaberg,Joakim Gustavsson,≤100,1
220619268339132,Centerpartiet i Sundbyberg,Centerpartiet i Sundbyberg,≤100,1
700878769933437,Miljöpartiet de gröna i Kalmar,Miljöpartiet de gröna i Kalmar,≤100,1
287880713020478,Rörelsen,Peter Gustavsson,≤100,2
773867402653937,Torkild Strandberg,Torkild Strandberg,≤100,1
106424948513158,Riksorganisationen för fortbildning om Förintelsen,Riksorganisationen för fortbildning för förintelsen,≤100,1
277520678945640,Svenskt Näringsliv Halland,Svenskt Näringsliv,≤100,2
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100,2
321668054486,Norrbottens-Kuriren,Norr Media AB,≤100,1
435489349877161,Moderaterna i Östergötland,Moderaterna i Östergötland,≤100,1
386485284783972,Socialdemokraterna i Enköping,Socialdemokraterna i Enköping,≤100,1
1829725353928210,Tomas Tobé,Tomas Tobé,≤100,1
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,≤100,2
352682608599,Vänsterpartiet Västerås,Vänsterpartiet,≤100,1
155999571265763,Centerpartiet i Solna,Centerpartiet i Solna,≤100,2
171312316271928,Brottsofferjouren Värmland,Brottsofferjouren Värmland,≤100,1
104315195453398,Ida Drougge - Lidingös riksdagsledamot,Ida Drougge,≤100,4
109151468296542,Partiet MoD,MoD Ideell förening,≤100,4
358016594293864,Socialdemokraterna Ystad,Martensson Hans Inge Marten,≤100,2
722853564439941,Gustav Hemming,Centerpartiet Region Stockholm,≤100,1
157426134878218,Bodens kommun,Bodens kommun,≤100,3
99753892609,Framtidsjorden,Framtidsjorden,≤100,1
462686823752437,Gröna Studenter Östergötland,Gröna Studenter Östergötland,≤100,1
104847731899222,sefinapantbank,These ads ran without a disclaimer,≤100,1
872493709501005,Svenskt Näringsliv Gävleborg,Svenskt Näringsliv,≤100,2
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
186258296859,Kommunistiska Partiet i Växjö,"Kommunistiska Partiet, Växjö",≤100,1
273254886116655,Motargument,Motargument,≤100,1
103312446472124,Socialdemokraterna i Mora,ANNA-CARIN NICE MATTSSON,≤100,1
114873078542788,Svalorna Latinamerika,Svalorna Latinamerika,≤100,1
108169588127484,Partille Tidning,Partille Tidning,≤100,1
287287714783646,Moderaterna Botkyrka,Moderaterna Botkyrka,≤100,1
436023469767659,Centerpartiet i Norrtälje,Centerpartiet Norrtälje,≤100,1
106457105547347,W2U - Women to Ukraine,These ads ran without a disclaimer,≤100,1
110323598584354,Moderaterna Uppsala kommun,Moderaterna Uppsala kommun,≤100,1
62185934430,Olof Palmes Internationella Center,Olof Palmes Internationella Center,≤100,1
101257185831267,Ulf Liljankoski - fritidspolitiker,Ulf Aarne Fredrik Hunter Liljankoski,≤100,2
2034901333190011,Ricky Karlsson KD,Karlsson Pierre Ricky Willhem,≤100,2
370074966371352,Varbergs Sparbank,Varbergs Sparbank,≤100,1
1934106260135118,Stefan Bergström,Centerpartiet i Sundbyberg,≤100,1
225505640849010,Liberalerna Norrköping,Liberalerna Norrköping,≤100,1
555683434553241,Liberalerna Lund,Liberalerna Lund,≤100,1
157076904374898,ABF Stockholm,ABF Stockholm,≤100,1
116545538368003,Kristdemokraterna i Jönköpings län,Kristdemokraterna Jönköpings län,≤100,1
128274481480,ABF Skåne,ABF Skåne,≤100,2
183607788350923,Liberalerna Haninge,Liberalerna Haninge,≤100,2
107889157547905,Nooshi Dadgostar,Vänsterpartiet,≤100,1
152849631489919,Byrån mot diskriminering i Östergötland,Byrån mot diskriminering i Östergötland,≤100,1
106671917400594,Hållbar produktutveckling - Smart design,Lars Siljebratt,≤100,1
153386171353294,LRF Västra Sverige,LRF Västra Sverige,≤100,1
144459582270252,UF Uppsala - The Association of Foreign Affairs,UF Uppsala - The Association of Foreign Affairs,≤100,1
115101541907729,Värmdömoderaterna,Värmdömoderaterna,≤100,1
190994184253208,Vänsterpartiet Lund,Sahlen Carl Jesper,≤100,1
417957948307359,Socialdemokraterna i Täby,Socialdemokraterna i Täby,≤100,1
146655766080722,jorgenhansson1,These ads ran without a disclaimer,≤100,1
289125034540204,Socialdemokraterna Sörmland,Sörmlands socialdemokratiska partidistrikt,≤100,3
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100,1
132143480932,Nackamoderaterna,Nackamoderaterna,≤100,1
157585094381879,Studieförbundet Vuxenskolan Halland,Studieförbundet Vuxenskolan Halland,≤100,1
633423966764086,Kungl Krigsvetenskapsakademien,KKrVA,≤100,1
108492218918,IF Metall,IF Metall,≤100,9
201556683285186,Centerpartiet i Tingsryds kommun,Centerpartiet i Tingsryd,≤100,1
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,Lars Nicklason,≤100,1
699733880123060,Tjejjouren i Lund - en transinkluderande jour,Tjejjouren i Lund,≤100,5
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,≤100,1
474085579290822,"LUMES - Environmental Studies and Sustainability Science, Lund university",Cecilia Arnold,≤100,1
584827858338308,Kristdemokraterna Staffanstorp,Kristdemokraterna Staffanstorp,≤100,1
238077549585894,Malmö Stadsarkiv,Malmö Stadsarkiv,≤100,1
108606768485583,Vuksan Rovčanin,Vuksan Rovcanin,≤100,2
237863203023150,Vänsterpartiet Umeå,Vänsterpartiet Umeå,≤100,1
375679956367155,Adolfsbergs socialdemokratiska förening,Adolfsbergs socialdemokratiska förening,≤100,1
299789267022,ABF i Uppsala län,ABF i Uppsala län,≤100,1
1230018870391467,Medborgerlig Samling Uppsala,Medborgerlig Samling Uppsala Län,≤100,1
882970465088842,Svenskt Näringsliv Kalmar län,Svenskt Näringsliv,≤100,1
180578795331360,Svenskt Näringsliv Blekinge,Svenskt Näringsliv,≤100,1
308075749348969,Svenskt Näringsliv Kronoberg,Svenskt Näringsliv,≤100,1
1397730823800267,Seko Green Cargo Hallsberg,Per-Anders Eriksson,≤100,1
