Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1428873024044736,المدن - almodon,المدن - almodon‎,1383459,12
112056958469490,SPI Lebanon,SPI Lebanon,751278,12
1438703606372190,Elham Said Freiha,Elham Said Freiha,676692,1
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,481203,6
102023711572671,أساس ميديا -  Asas Media,Asas Media,455789,12
129660230432028,Dr. Toufic Hindi,Dr. Toufic Hindi,300752,1
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,270677,5
1744356319118477,هنا لبنان,هنا لبنان,233835,9
105319651353770,Jusur,Jusur,230827,5
110470091436602,Ici Beyrouth,Ici beyrouth,215639,2
107800617419717,MYKA Foundation,MYKA Foundation,180451,1
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,180451,2
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,156391,2
2509759842418472,LebTalks,Lebtalks,135338,2
105179449143831,Smart Municipality,SMA,120301,1
101195012850076,مبادرة الدولة الديمقراطية الواحدة,مبادرة الدولة الديمقراطية الواحدة,105263,1
106197498149118,لبنان الكبير,Grand Lebanon,105263,2
117345834653901,This is Beirut,This is Beirut,105263,3
1012540132187376,Alafdal News الأفضل نيوز,AlAfdal News الأفضل نيور,93383,4
102672531482527,Ihab Matar - إيهاب مطر,AW,90226,3
2082052578716332,محمد شفيق حمود,Arab Window,75188,1
1715944361980480,NJ Music Center,These ads ran without a disclaimer,75188,1
137195823051820,Maharat Foundation,Maharat Foundation,75188,1
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,75188,1
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),74737,2
303635099675354,Mohamed Choucair,These ads ran without a disclaimer,60150,1
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,45113,1
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,45113,1
107698404702208,Alkalima,Alkalima Onlime,43158,1
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,30075,1
104154192025759,Roland Mokheiber - رولان مخيبر,Roland Mokheiber - رولان مخيبر,30075,1
924875377594682,Vinca Libanotica,These ads ran without a disclaimer,15038,1
123458990728979,maharat_training_center1,These ads ran without a disclaimer,15038,1
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,15038,1
115591005188475,Global Times,These ads ran without a disclaimer,≤100,1
646615532122697,The Continual Federal Congress,These ads ran without a disclaimer,≤100,1
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
702279983471744,Olympic Council of Asia,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,1
119405895873,Huawei,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
145136288859515,GQ South Africa,These ads ran without a disclaimer,≤100,1
1502687013388650,Media Factory News,Media Factory News,≤100,1
1306086469482572,Ricardo Miranda,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
100305849167750,Born To Know,These ads ran without a disclaimer,≤100,1
109112633772887,180post,180Post,≤100,1
103908344892760,Alfred Riachi الفرد رياشي,These ads ran without a disclaimer,≤100,1
395997657147730,صحيفة الشعب اليومية أونلاين بالعربية,These ads ran without a disclaimer,≤100,1
