Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107217383988190,מגזין אפוק,Epoch Magazine,3850,24
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,3843,43
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,2221,9
1073548259341247,לובי 99,לובי 99,1994,4
500238833397356,ציפי ברנד,ציפי ברנד,1993,19
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,1964,6
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,1865,5
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1437,8
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1295,5
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,1255,16
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,1218,27
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,991,9
204780362875106,מקור ראשון,מקור ראשון,943,30
1662907067255622,איגוד הגז הטבעי,Unik,853,4
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,823,5
109523830757998,דמוקרטtv,דרכנו,734,1
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,701,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",688,30
315149999091604,אביש שלמה לראשות מועצה אזורית מנשה,אביש שלמה לראשות מועצה אזורית מנשה,672,7
115456451553737,יונה יהב,יונה יהב,666,5
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,646,2
110666185245278,יעלה - דרך חדשה לראשות מ.א. מגידו,יעלה - דרך חדשה לראשות מ.א. מגידו,631,2
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,631,5
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,587,24
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,583,3
645460249284616,דינמיקלאס - DynamiClass,DynamiClass,579,1
219091481560790,מרים פיירברג - איכר,נתניה אחת,554,2
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,551,5
124191360932729,התעוררות בירושלים,התעוררות בירושלים,516,7
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,510,5
113257552029689,Israel Police - משטרת ישראל,Israel Police,495,1
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",444,11
128753804569169,"עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה","עו""ד רחל פרץ גלם לראשות המועצה האזורית באר טוביה",434,5
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,408,3
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,404,31
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,397,6
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,392,6
615531405455497,הדר לביא,הדר לביא,391,12
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,378,5
