Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
115654877692105,Aqary Bay,Aqary Bay,1366,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,399,2
402052193189194,Siemens,These ads ran without a disclaimer,268,2
119666034725265,Aster DM Healthcare,These ads ran without a disclaimer,≤100,1
101337858981901,mbz_lovers_,These ads ran without a disclaimer,≤100,1
228097472888,International Open University - IOU,These ads ran without a disclaimer,≤100,1
241966809190130,Smart Vision,These ads ran without a disclaimer,≤100,1
105363439177647,structural_glass,These ads ran without a disclaimer,≤100,1
181455155258214,FacingLites,These ads ran without a disclaimer,≤100,1
110398128589448,MOHAMMAD RUMAN,These ads ran without a disclaimer,≤100,1
100695626191160,ناشر Nashir,These ads ran without a disclaimer,≤100,1
602922069849329,Mohammed Salem,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
104897938808767,el_miche_michelin,These ads ran without a disclaimer,≤100,1
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
106028018190698,Costacurta SpA-VICO,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
103968065823281,Stevosa's Corner,These ads ran without a disclaimer,≤100,1
156282627737148,Rachel Rodgers,These ads ran without a disclaimer,≤100,1
103247075044363,WhatAbout,These ads ran without a disclaimer,≤100,1
110922901498717,ruiping_trading_fzco_dubai.uae,These ads ran without a disclaimer,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,2
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
104121042603762,Sparkling Wenling,These ads ran without a disclaimer,≤100,1
102611082776377,Youwei-05,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
59272578195,BusinessBecause,These ads ran without a disclaimer,≤100,1
109918548540213,Leading History,These ads ran without a disclaimer,≤100,1
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
