Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,37938,77
126567104406,Hyresgästföreningen,Hyresgästföreningen,36193,112
151159271594797,Systembolaget,Systembolaget,23437,5
369582590803,Dagens ETC,ETC-tidningarna,20249,51
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,18755,11
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,15227,12
643137272398136,Sverige för UNHCR,Sverige för UNHCR,12322,13
114526821939129,Arla,Arla,8899,5
161213770567846,Operation Smile Sverige,Operation Smile Sverige,8204,7
382243262003,Plan International Sverige,Plan International Sverige,7764,19
162985227114132,Skellefteå Kraft,Skellefteå Kraft,7693,6
19746853632,Djurens Rätt,Djurens Rätt,7490,4
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6870,26
111630258867610,Röda Korset,Röda Korset,6855,9
207676515922828,Västtrafik,Västtrafik AB,6239,11
59324455950,UNICEF Sverige,UNICEF Sverige,6117,6
237146235237,Timbro,Tankesmedjan Timbro,5710,35
95735961890,Greenpeace Sverige,Greenpeace Sverige,5679,88
101341883359561,Matsmart Sverige,Matsmart,5421,17
72659261793,Rädda Barnen,Rädda Barnen,3813,26
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,3295,6
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3238,60
186513678039755,Fortum,Fortum Sverige,3137,36
279974638809211,Oxfam Sverige,Oxfam Sverige,3070,8
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,3049,3
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2512,2
256148111215223,Länsförsäkringar Älvsborg,Scream Mediabyrå AB,2494,4
24574889995,Charlie Weimers MEP,Charlie Weimers,2457,1
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,2438,15
175656912484553,Unionen,Unionen,2245,10
109724707089757,Barndom utan baksmälla,Barndom utan baksmälla,2118,2
131103013625213,Statens institutionsstyrelse,Statens institutionsstyrelse - SiS,2080,6
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1985,8
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1907,46
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",1823,1
314872662206,Ekonomifakta,Ekonomifakta,1778,79
106291668359607,Gabriella Lavecchia,Seko,1608,1
506685746198996,DebattNytt,Bror Carl Jakobsson,1511,2
234172635050,Forum för levande historia,Forum för levande historia,1508,13
42676805259,Diakonia,Diakonia,1386,9
249195615122371,Sara Skyttedal,Sara Skyttedal,1372,1
153270724787,Amnesty International Sverige,Amnesty International Sverige,1240,10
8040892957,Socialdemokraterna,Socialdemokraterna,1223,15
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1181,3
1633181116933852,SvD Junior,SvD Junior (SvD),1120,19
109886133732943,RESCUE - Sverige,RESCUE - Sverige,1072,2
212604496324,Fackförbundet ST,Fackförbundet ST,1064,54
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1025,29
109969847586061,Morgon-Tidningen,AIP Media,969,2
103296115466644,Skattenytta,Kommissionen för Skattenytta,963,4
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,791,5
379686162129542,Svea Bank,Svea Ekonomi,782,5
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,744,5
767295536977751,Kriminalvården Jobb,These ads ran without a disclaimer,714,14
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,656,27
