Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,493
Bangkok,14142
Bueng Kan,≤100
Buriram,390
Chachoengsao,208
Chai Nat,268
Chaiyaphum,237
Chanthaburi,645
Chiang Mai,1436
Chiang Rai,344
Chon Buri,552
Chumphon,480
Kalasin,1418
Kamphaeng Phet,528
Kanchanaburi,285
Khon Kaen,481
Krabi,353
Lampang,254
Lamphun,133
Loei,163
Lop Buri,185
Mae Hong Son,≤100
Maha Sarakham,522
Mukdahan,101
Nakhon Nayok,≤100
Nakhon Pathom,530
Nakhon Phanom,163
Nakhon Ratchasima,710
Nakhon Sawan,299
Nakhon Si Thammarat,2295
Nan,119
Narathiwat,226
Nong Bua Lam Phu,121
Nong Khai,159
Nonthaburi,822
Pathum Thani,574
Pattani,263
Phangnga,218
Phatthalung,350
Phayao,153
Phetchabun,214
Phetchaburi,216
Phichit,255
Phitsanulok,2241
Phrae,130
Phuket,6866
Prachin Buri,150
Prachuap Khiri Khan,478
Ranong,112
Ratchaburi,303
Rayong,303
Roi Et,532
Sa Kaeo,142
Sakon Nakhon,298
Samut Prakan,387
Samut Sakhon,316
Samut Songkhram,305
Saraburi,229
Satun,177
Sing Buri,≤100
Sisaket,354
Songkhla,1386
Sukhothai,286
Suphan Buri,580
Surat Thani,5336
Surin,343
Tak,412
Trang,365
Trat,≤100
Ubon Ratchathani,529
Udon Thani,409
Unknown,≤100
Uthai Thani,104
Uttaradit,133
Yala Province,222
Yasothon,309
