Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
1711780249072322,Anthony Furey,Furey for Mayor,5117,30
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),2329,11
186752164845450,Ana Bailao,Ana Bailao,2159,3
303473312998028,FedEx,FedEx,2011,4
633812813408377,Elections Canada,Elections Canada,1811,33
118331481194703,Mark Saunders,Mark Saunders,1467,16
100150989152010,Bonterra Tissue,Bonterra Tissue,1465,2
9333642607,TELUS,TELUS,1433,4
104386908631938,Pathways Alliance,Pathways Alliance,1357,7
163261390365324,Elementary Educators,Elementary Educators,1301,95
186266941387011,BMO Financial Group,BMO Financial Group,1275,4
249042335139282,BDC,BDC,1093,28
6319213302,Heart & Stroke,Heart & Stroke,1047,18
121222984568561,Amnesty International Canada,Amnesty International Canada,994,76
10359721433,War Child Canada,War Child Canada,985,10
15535160141,Olivia Chow,Olivia Chow for Mayor,909,19
154462904588700,Enbridge Gas,Enbridge Gas,863,78
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,824,60
24235835555,Kids Help Phone,Kids Help Phone,822,41
195608229977,BC NDP,BC NDP,793,13
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,779,19
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,761,85
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,710,10
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,676,13
19750184960,Greenpeace Canada,Greenpeace Canada,662,107
453724058039992,viaSport British Columbia,viaSport British Columbia,617,32
113297740077607,Canadian Energy Centre,Canadian Energy Centre,573,71
439345863190331,Brad Bradford,Brad Bradford Campaign,538,12
281999881613,World Vision Canada,World Vision Canada,529,14
107305385243120,BeThere.org,Jack Org,524,143
103281729478947,News Today,These ads ran without a disclaimer,507,1
2112106495731697,Wild First,Canadian Coastal Research Society,473,2
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,473,41
202220023130891,Bell Canada,Bell Canada,464,3
98963682935,Canadian Feed The Children,Canadian Feed The Children,460,15
283487578481273,Énergir,Énergir,458,24
1522162571382952,Oceana Canada,Oceana Canada,452,17
5794733873,David Suzuki Foundation,David Suzuki Foundation,433,5
1097840090260804,National Police Federation,National Police Federation,416,44
27234020592,UNICEF Canada,UNICEF Canada,405,6
582973558421642,Mitzie Hunter,Mitzie For Mayor,403,24
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),402,2
106679019420477,Nova Scotia Teachers Union,Nova Scotia Teachers Union,394,7
180862678644381,Ontario NDP,Ontario NDP,372,27
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,371,21
152467601467262,BMO Groupe financier,BMO Groupe financier,371,6
115835521825983,UNHCR Canada,UNHCR Canada,370,39
102828041144081,Here For Students,Here For Students,369,6
256967407720183,LEO,Léger,358,15
101535288988376,Ontario's Clean Energy Advantage,Association of Power Producers of Ontario,353,5
901776976544599,RBC Wealth Management,RBC Wealth Management,350,3
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,347,14
117091071653627,Ministère de l'Emploi et de la Solidarité sociale,Ministère de l'Emploi et de la Solidarité sociale,325,2
182629491891136,First Nations Health Authority,First Nations Health Authority,321,25
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,314,1
1583430205202800,City of Toronto,City of Toronto - Your Local Government,303,14
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,297,8
160136850711053,CUPE Ontario,CUPE Ontario,293,4
376006035816016,Storyworth,These ads ran without a disclaimer,293,7
612093308848274,Port of Vancouver,Vancouver Fraser Port Authority,270,2
177741812241442,SCFP-Québec,le SCFP,269,17
106917558391358,Alliance nouvelles voies,Pathways Alliance,263,2
1617753965111540,Oil and Gas World/Oil Sands Strong,Oil and Gas World/Oil Sands Strong,252,6
52543970197,Environmental Defence Canada,Environmental Defence,251,14
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,249,56
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,245,57
53321777320,Coeur + AVC,Coeur + AVC,225,17
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,224,4
106432095003415,Our Nova Scotia RCMP,National Police Federation,214,25
35715544220,Stand.earth,Stand.earth,212,19
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,203,17
123235041462,The Fraser Institute,Fraser Institute,202,24
10633250963,Save the Children Canada,Save the Children Canada,201,25
14742445214,BC Green Party,BC Green Party,201,32
114943114838621,Fuel Forward,Canadian Fuels Association,198,37
254245404682417,C.D. Howe Institute,C.D. Howe Institute,191,13
109351050711893,IndigiNews,The Discourse,190,7
568938803293644,True North,True North,190,5
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,184,3
262370800536,CanadaHelps,CanadaHelps,178,10
63358436494,Naître et grandir,Naître et grandir,169,7
25553935482,BC United,BC United,167,15
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),165,10
185448584824663,Calgary Health Foundation,Calgary Health Foundation,163,6
1590219921201770,Élections Canada,Élections Canada,161,31
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,158,13
113246738704586,Northern Territories Federation of Labour,Northern Territories Federation of Labour,156,36
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,156,49
100999094747422,Land Needs Guardians,Land Needs Guardians,152,4
112483398798217,Interval House,Interval House,152,1
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,151,25
2219877871611388,Ontario Prevention Clinic / The PrEP Clinic,The PrEP Clinic,150,17
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,149,1
