Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,588
Bangkok,8879
Bueng Kan,≤100
Buriram,223
Chachoengsao,161
Chai Nat,≤100
Chaiyaphum,141
Chanthaburi,120
Chiang Mai,607
Chiang Rai,234
Chon Buri,448
Chumphon,201
Kalasin,150
Kamphaeng Phet,105
Kanchanaburi,382
Khon Kaen,433
Krabi,228
Lampang,179
Lamphun,116
Loei,102
Lop Buri,143
Mae Hong Son,≤100
Maha Sarakham,163
Mukdahan,≤100
Nakhon Nayok,824
Nakhon Pathom,204
Nakhon Phanom,109
Nakhon Ratchasima,467
Nakhon Sawan,928
Nakhon Si Thammarat,1536
Nan,≤100
Narathiwat,≤100
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,522
Pathum Thani,407
Pattani,118
Phangnga,161
Phatthalung,186
Phayao,≤100
Phetchabun,138
Phetchaburi,165
Phichit,148
Phitsanulok,1024
Phrae,≤100
Phuket,1866
Prachin Buri,178
Prachuap Khiri Khan,420
Ranong,≤100
Ratchaburi,196
Rayong,212
Roi Et,231
Sa Kaeo,≤100
Sakon Nakhon,198
Samut Prakan,308
Samut Sakhon,252
Samut Songkhram,≤100
Saraburi,284
Satun,≤100
Sing Buri,≤100
Sisaket,247
Songkhla,666
Sukhothai,108
Suphan Buri,140
Surat Thani,5100
Surin,196
Tak,118
Trang,185
Trat,≤100
Ubon Ratchathani,364
Udon Thani,249
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,114
Yasothon,329
