Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,1930,18
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,911,4
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,747,2
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,629,6
707511176015990,علاء حمدى قريطم - Alaa Hamdy Koraitem,علاء حمدى قريطم - Alaa Hamdy Koraitem,471,4
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,425,12
200480966638039,Supremacy 1914,These ads ran without a disclaimer,403,2
101516486048536,CDIS - Egypt Cybersecurity & Data Intelligence Systems Conference & Expo,CDIS Cybersecurity and Data Intelligence Conference and Expo,391,3
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,380,4
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,334,1
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,314,7
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,309,6
104198795953934,جمعية أصدقاء مرضى الأورام بالشرقية,Mohamed Basher,294,1
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,185,1
666470146818916,مؤسسة جبر القلوب,Mohamed Elsafty,159,5
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,156,2
113174613652731,CVS - MASH Premiere,These ads ran without a disclaimer,154,1
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,151,3
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,148,2
113101433777546,Essam Diab - عصام دياب,Mahmoud Mostafa Ghorab,146,1
319044774889435,المركز الإعلامي للنائب هاني خضر,النائب هاني خضر,146,1
166420296805460,حزب المحافظين,حزب المحافظين,131,2
105872082337085,الصفحه الرسمية للنائب أحمد عبدالجواد,ابراهيم احمد ابراهيم محمد,120,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,115,2
110342165300252,حزب حماة الوطن أمانة مركز السادات,These ads ran without a disclaimer,115,1
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,114,2
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,113,3
1012904038778488,سامح فتحي حبيب,سامح فتحي حبيب,109,3
109093158038193,Mohamed El Manzalawi - محمد المنزلاوي,Mohamed El Manzalawi - محمد المنزلاوي,102,3
927829383900542,وزارة التخطيط والتنمية الاقتصادية,وزارة التخطيط والتنمية الاقتصادية,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,2
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,≤100,1
