Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,29473,8
126567104406,Hyresgästföreningen,Hyresgästföreningen,21622,42
151159271594797,Systembolaget,Systembolaget,18268,2
369582590803,Dagens ETC,ETC-tidningarna,17332,80
149155351773944,SEB,SEB,16508,2
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,14100,10
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,11449,33
19746853632,Djurens Rätt,Djurens Rätt,11222,2
111630258867610,Röda Korset,Röda Korset,10111,15
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,8377,5
382243262003,Plan International Sverige,Plan International Sverige,7039,12
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,6595,5
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6439,30
114262485262083,Konsumentverket,Konsumentverket,5829,7
161213770567846,Operation Smile Sverige,Operation Smile Sverige,5713,3
95735961890,Greenpeace Sverige,Greenpeace Sverige,5603,120
109886133732943,RESCUE - Sverige,RESCUE - Sverige,5413,3
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4734,4
72659261793,Rädda Barnen,Rädda Barnen,4464,72
59324455950,UNICEF Sverige,UNICEF Sverige,3543,4
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,3507,30
8040892957,Socialdemokraterna,Socialdemokraterna,3223,26
149155351773944,SEB,Skandinaviska Enskilda Banken,3021,3
101341883359561,Matsmart Sverige,Matsmart,3017,15
186513678039755,Fortum,Fortum Sverige,2819,15
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2719,51
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,2595,5
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,2524,5
195379633820701,Svenskt Kött,Svenskt Kött,2358,15
309657091388,Svenska Lottakåren,Svenska Lottakåren,2240,4
116787001729336,Linköpings kommun,Linköpings kommun,2099,2
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1865,37
153270724787,Amnesty International Sverige,Amnesty International Sverige,1791,20
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1644,6
109969847586061,Morgon-Tidningen,AIP Media,1615,3
24574889995,Charlie Weimers MEP,Charlie Weimers,1534,2
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,1530,44
576845979156129,Techarenan,Techarenan,1465,4
42676805259,Diakonia,Diakonia,1413,3
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1390,8
91818886532,We Effect,We Effect,1384,3
18880778360,ActionAid Sweden,ActionAid Sweden,1384,7
54779960819,United Nations,United Nations with Facebook Ad Credits,1273,2
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1160,4
1419307421424959,Demokraterna,Demokraterna,1144,1
223302541061447,Nema Problema,Nema Problema,1106,18
237146235237,Timbro,Tankesmedjan Timbro,1023,33
314872662206,Ekonomifakta,Ekonomifakta,1013,55
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,951,35
109098320518639,Dogoodel.,DoGood EL,893,4
