Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
10419173702,Maxime Bernier,People's Party of Canada,2552,10
303473312998028,FedEx,FedEx,2150,4
6319213302,Heart & Stroke,Heart & Stroke,2099,34
118040041222760,Juan Luis Garrido,Juan Luis Garrido,1723,2
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1581,4
104386908631938,Pathways Alliance,Pathways Alliance,1571,6
633812813408377,Elections Canada,Elections Canada,1555,36
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,1395,323
163261390365324,Elementary Educators,Elementary Educators,1392,82
261752512263,Canadian Red Cross,Canadian Red Cross,1379,12
249042335139282,BDC,BDC,1270,23
1711780249072322,Anthony Furey,Furey for Mayor,1201,12
172675656776719,PS j'ai la SP,Sophie Berriault,1200,2
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1183,20
27234020592,UNICEF Canada,UNICEF Canada,1151,9
168106993245736,Canada Post,Canada Post,1117,3
1665089323732197,Tripping on Air,Ardra Leah Shephard,1105,2
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,1070,130
186752164845450,Ana Bailao,Ana Bailao,1029,3
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,990,50
121222984568561,Amnesty International Canada,Amnesty International Canada,989,51
186266941387011,BMO Financial Group,BMO Financial Group,873,3
195608229977,BC NDP,BC NDP,868,9
154462904588700,Enbridge Gas,Enbridge Gas,852,86
439345863190331,Brad Bradford,Brad Bradford Campaign,791,12
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,778,10
281999881613,World Vision Canada,World Vision Canada,778,8
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,740,21
19750184960,Greenpeace Canada,Greenpeace Canada,724,105
118331481194703,Mark Saunders,Mark Saunders,724,8
1097840090260804,National Police Federation,National Police Federation,685,89
24235835555,Kids Help Phone,Kids Help Phone,654,41
101383532946114,David Hilderley for Oxford,"David Hilderley, Liberal Party of Canada Candidate for the Oxford Federal By-Election",614,65
1522162571382952,Oceana Canada,Oceana Canada,587,13
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,578,12
35715544220,Stand.earth,Stand.earth,518,22
102828041144081,Here For Students,Here For Students,504,7
182645321760265,Ville de Montréal,Ville de Montréal,457,2
100499716400140,Kelly Myers for Vice President of McMurray Métis Local 1935,136 Roundel Pl PICARD,428,2
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,426,24
53321777320,Coeur + AVC,Coeur + AVC,408,31
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,406,7
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),391,2
113297740077607,Canadian Energy Centre,Canadian Energy Centre,381,51
901776976544599,RBC Wealth Management,RBC Wealth Management,375,3
182629491891136,First Nations Health Authority,First Nations Health Authority,372,25
168664596658538,Anna Gainey,Anna Gainey Campaign,366,165
376006035816016,Storyworth,These ads ran without a disclaimer,361,7
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,342,15
31912359596,University of Saskatchewan,University of Saskatchewan,333,13
115835521825983,UNHCR Canada,UNHCR Canada,324,39
106917558391358,Alliance nouvelles voies,Pathways Alliance,318,2
107385241806,Plan International Canada,Plan International Canada,311,21
510183342342621,Bell MTS,Lavanya Rajaian,310,2
160136850711053,CUPE Ontario,CUPE Ontario,308,2
180862678644381,Ontario NDP,Ontario NDP,287,28
453724058039992,viaSport British Columbia,viaSport British Columbia,284,30
117091071653627,Ministère de l'Emploi et de la Solidarité sociale,Ministère de l'Emploi et de la Solidarité sociale,283,2
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,277,20
98963682935,Canadian Feed The Children,Canadian Feed The Children,276,6
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,271,62
177741812241442,SCFP-Québec,le SCFP,267,13
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,265,17
52543970197,Environmental Defence Canada,Environmental Defence,254,13
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,251,2
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,251,47
10633250963,Save the Children Canada,Save the Children Canada,234,22
14742445214,BC Green Party,BC Green Party,225,40
139019864276,Oxfam Canada,Oxfam Canada,212,2
110298731950020,Branden Leslie for Portage-Lisgar,the Official Agent for Branden Leslie,210,5
254245404682417,C.D. Howe Institute,C.D. Howe Institute,205,16
109351050711893,IndigiNews,The Discourse,204,8
121568497599881,Kerry Smith for Portage-Lisgar,Kerry Smith for Portage-Lisgar,201,25
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,201,6
200217723858499,"Tony Wakeham, MHA, Stephenville-Port au Port","Tony Wakeham, MHA for Stephenville - Port au Port",201,5
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,200,1
138139866215606,Veterinarians without Borders,Veterinarians Without Borders / Vétérinaires Sans Frontières – Canada (VWB/VSF),198,3
132872270152600,SaskEnergy,SaskEnergy,198,2
222322717930469,Government of New Brunswick,Government of New Brunswick,187,1
63358436494,Naître et grandir,Naître et grandir,187,5
114849617772737,Care2 Canada,Press Pause Collective,187,5
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,180,3
1538230646323033,SecondStreet.org,SecondStreet.org,179,5
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),178,10
1553269028327267,Star Sponsored,The Toronto Star,173,2
208067655942289,Postes Canada,Canada Post,173,3
106360778489053,Fuelling Canada,Canadian Gas Association,170,77
658318450979357,Globe Content Studio,Globe Content Studio,168,2
159713615718,WWF-Canada,WWF-Canada,166,4
26394435211,Canadian Cancer Society,Canadian Cancer Society,165,6
985797494956599,The News Forum,The News Forum,163,55
112483398798217,Interval House,Interval House,162,1
1590219921201770,Élections Canada,Élections Canada,159,36
113246738704586,Northern Territories Federation of Labour,Northern Territories Federation of Labour,158,36
1791681504238516,U-Report Canada - English,UNICEF Canada,158,2
189141609842,Ville de Gatineau,Ville de Gatineau,156,13
100999094747422,Land Needs Guardians,Land Needs Guardians,155,4
128782313456641,Fly Nieuport,Nieuport Aviation,153,1
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,152,1
7522587804,Green Party of Ontario,Green Party of Ontario,148,7
185448584824663,Calgary Health Foundation,Calgary Health Foundation,147,5
132379063458419,CMHA BC Division,CMHA BC Division,146,2
5794733873,David Suzuki Foundation,David Suzuki Foundation,140,4
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,139,5
568938803293644,True North,True North,138,3
317158175535179,BitLife,These ads ran without a disclaimer,134,6
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,132,1
202220023130891,Bell Canada,Bell Canada,130,3
106764462731658,Honest Reporting Canada,Honest Reporting Canada,124,6
152759126824,Enbridge,Enbridge,120,2
1671097993122619,Children Believe,Children Believe,116,12
25553935482,BC United,BC United,114,11
101898551911387,The Hub Canada,Hub Canada Media,113,39
167054910655,Ville de Québec,Ville de Québec,110,2
108604005427609,Neil Lumsden MPP,Neil Lumsden MPP,108,1
54125409458,Oxfam-Québec,Oxfam-Québec,107,10
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,106,44
103450566427670,City of Markham,City of Markham,104,2
335316996546813,Nova Scotia Department of Health and Wellness,Nova Scotia Department of Health and Wellness,104,1
868589909847623,Action Canada for Sexual Health and Rights,Action Canada for Sexual Health and Rights,101,3
191240938428019,Le Devoir BIS,Le Devoir,≤100,10
45337425068,CARE Canada,CARE Canada,≤100,4
113451888040685,KW Energy Home Services,KW Energy Home Services,≤100,1
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100,4
121658954562795,Mark Gerretsen,Mark Gerretsen,≤100,4
472654772849933,4-H British Columbia,4-H British Columbia,≤100,2
685839561442324,Tim S. Uppal,Tim S. Uppal,≤100,8
753889838292279,BC Assembly of First Nations,BC Assembly of First Nations,≤100,2
184983851544640,London Abused Women's Centre,London Abused Women's Centre,≤100,1
692490067551493,Arpan Khanna,Conservative Party of Canada - Parti conservateur du Canada,≤100,3
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100,8
1919973584883295,The Maple,The Maple,≤100,11
309470448515,Journal Mobiles,Journal Mobiles,≤100,3
572892516092329,"Yvan Baker, MP","Yvan Baker, MP",≤100,4
2161474537462046,Solar X,Solar X,≤100,1
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100,4
468844636547019,Gouvernement du Nouveau-Brunswick,Government of New Brunswick,≤100,3
109934690732777,Encorp Atlantic/Atlantique,Encorp Atlantic / Atlantique,≤100,9
149637145096756,Conservative Party of BC,"Financial Agent for Mike Harris, Bob Bray",≤100,7
105754167560390,Ekō Canada,Ekō,≤100,1
115611968211438,ALIGN the World,Matias Petteri Raski,≤100,1
108841190581997,Fairness Alberta,Fairness Alberta,≤100,2
586362242026180,Radio-Canada OHdio,Radio-Canada,≤100,14
152467601467262,BMO Groupe financier,BMO Groupe financier,≤100,3
1160948477353013,Cuba-U.S. Relations,Arnold August,≤100,1
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,≤100,18
169042736456594,All Out,ConnectAd,≤100,18
104321259649840,CATIE,CATIE,≤100,10
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100,7
116486331729420,350 Canada,350 Canada,≤100,24
137821525367,Yukon Federation of Labour,Yukon Federation of Labour,≤100,37
15535160141,Olivia Chow,Olivia Chow for Mayor,≤100,4
595964430504028,Mayors' Council on Regional Transportation,Mayors' Council on Regional Transportation,≤100,5
123235041462,The Fraser Institute,Fraser Institute,≤100,9
136772905237,Historica Canada,Historica Canada,≤100,6
139043186159634,Ville de Victoriaville,Ville de Victoriaville,≤100,3
114943114838621,Fuel Forward,Canadian Fuels Association,≤100,33
108587420188,United Way Greater Toronto,United Way Greater Toronto,≤100,37
306509560692,FRIENDS/Les Amis,FRIENDS of Canadian Broadcasting,≤100,2
43448349479,Josh Matlow,Josh Matlow Campaign,≤100,7
560341130720256,City of Quesnel,City of Quesnel,≤100,1
211536155525838,ICI Estrie,ICI Estrie,≤100,6
903577146395715,Toronto Centre,Toronto Centre,≤100,1
108425434716453,Dehors par URBANIA,URBANIA MEDIA,≤100,4
263829137144976,Regulator Watch,Regulator Watch,≤100,2
148001065253606,BILD GTA,BILD GTA,≤100,10
19891061755,Dropbox,These ads ran without a disclaimer,≤100,2
885367448177343,Bob Zimmer MP,Bob Zimmer MP,≤100,8
130672393665071,WWF-Canada en français,WWF-Canada,≤100,2
257741694238490,Collège des médecins du Québec,Collège des médecins du Québec,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,5
259187344111223,Coastal First Nations,Coastal First Nations,≤100,7
513913392293367,Saskatchewan Pulse Growers,Saskatchewan Pulse Growers,≤100,6
106365669977985,Unpointcinq,Unpointcinq,≤100,4
11392874217,Québec solidaire,Québec solidaire,≤100,2
105139135916773,Shar McCrory for SD57 Trustee,Sharleen Bridget Mccrory,≤100,4
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100,15
419813708382526,"Claude Larochelle, conseiller municipal de Fabreville","Claude Larochelle, conseiller municipal",≤100,7
385453678169704,Association of Alberta Sexual Assault Services,Association of Alberta Sexual Assault Services,≤100,20
1755517074486412,Giorgio Mammoliti,Giorgio Mammoliti Campaign,≤100,1
111231197686977,The Breach,The Breach,≤100,4
262370800536,CanadaHelps,CanadaHelps,≤100,4
