Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,3696,5
114601521910,Jorge Aldana,Jorge  Aldana,1811,12
1392592317738074,Jorge Cálix,Jorge Cálix,788,10
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,754,1
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,530,5
108854322177699,Titanes de la Niñez,Con Mis Hijos No Te Metas HN,442,5
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,123,1
107029964338157,Mario Argeñal,Mario Rafel Argeñal Medina,114,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,111,3
118528834549272,,Carlos Blandin,≤100,1
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100,1
1215037208580845,Liceo Cardenal Rodriguez,These ads ran without a disclaimer,≤100,2
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,2
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,1
