Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
140457539356382,Gabinete Social Presidencia de la República del Paraguay,Gabinete Social Presidencia de la República del Paraguay,1172883,7
242259253120490,Igualdad de Genero SÍ,Igualdad de Genero SÍ,952381,6
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,319776,17
347341592056826,Sergio Estigarribia.,Sergio Estigarribia.,196292,1
103594265451560,Diana Recalde,Diana Recalde,69856,2
101209788723937,Dr. Omar Gonzalez,Dr. Omar Gonzalez,67327,3
137071910500968,Alvaro Grau,Alvaro Grau,65431,4
116747321316881,Javier Ferreira,Javier Ferreira,62703,1
100157179072061,Financiera ueno SAECA,These ads ran without a disclaimer,44057,21
118776213294753,Atenil Paraguay,Atenil Paraguay,43694,3
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,36350,2
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,26618,2
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,23726,1
1073454492740713,Emmanuel Cuevas,Emmanuel Cuevas,11430,1
111912341409356,Centinela del Norte,Centinela del Norte,9335,1
1365651890238610,Soberanía Paraguay,Prensa_Py,9309,1
110257495679751,Fundación CIRD,These ads ran without a disclaimer,8469,1
1803798173247388,NDC Solutions,These ads ran without a disclaimer,7270,1
104592172188409,Best Novel,These ads ran without a disclaimer,7270,1
101557432041474,Levi Leguizamón,Levi Leguizamón,5832,1
105970068168990,Cristian Ortiz,Cristian Ortiz,2237,2
169260623923829,Infórmate y decide,These ads ran without a disclaimer,506,1
580979592072016,بوابة اللاجئين الفلسطينيين,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
100806656203749,Flower VPN & Fast Proxy Master-0414-2,These ads ran without a disclaimer,≤100,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
101325815469159,Proinvest,These ads ran without a disclaimer,≤100,1
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100,1
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
295270284142517,Arte al Día,These ads ran without a disclaimer,≤100,1
129012103887386,The Online Library of Liberty,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,3
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100,1
