Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,238678,12
109886133732943,RESCUE - Sverige,RESCUE - Sverige,29354,6
608975645850217,Vattenfall,Vattenfall Sverige,28676,19
151159271594797,Systembolaget,Systembolaget,24507,5
382243262003,Plan International Sverige,Plan International Sverige,15893,21
111630258867610,Röda Korset,Röda Korset,14057,25
59324455950,UNICEF Sverige,UNICEF Sverige,9854,13
114526821939129,Arla,Arla,9041,5
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),9034,37
369582590803,Dagens ETC,ETC-tidningarna,9012,56
95735961890,Greenpeace Sverige,Greenpeace Sverige,7700,195
161213770567846,Operation Smile Sverige,Operation Smile Sverige,7435,7
1757191391203190,Proethos fond,Proethos AB,7167,4
162985227114132,Skellefteå Kraft,Skellefteå Kraft,5497,4
237146235237,Timbro,Tankesmedjan Timbro,5370,37
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,4948,28
72659261793,Rädda Barnen,Rädda Barnen,4261,78
101341883359561,Matsmart Sverige,Matsmart,4116,23
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2803,59
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2514,37
186513678039755,Fortum,Fortum Sverige,2246,31
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2185,6
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,1932,16
106579105171694,ETC nyhetsmagasin,ETC Media AB,1829,3
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,1818,6
429354810518636,Johan Nissinen SD,Nissinen Johan Harry,1604,1
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1599,8
42676805259,Diakonia,Diakonia,1428,6
1633181116933852,SvD Junior,SvD Junior (SvD),1380,12
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1269,11
1534982756793690,Foodvisor,These ads ran without a disclaimer,1249,2
72659261793,Rädda Barnen,These ads ran without a disclaimer,1148,1
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,1117,3
24574889995,Charlie Weimers MEP,Charlie Weimers,1046,1
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1034,30
212604496324,Fackförbundet ST,Fackförbundet ST,983,59
314872662206,Ekonomifakta,Ekonomifakta,959,62
147547541961576,Council of the European Union,Council of the European Union,761,2
249195615122371,Sara Skyttedal,Sara Skyttedal,712,1
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,681,2
111699453757094,Soft Towel Games,These ads ran without a disclaimer,676,3
112225970344,Räddningsmissionen,Räddningsmissionen,673,26
