Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
245495562137150,Mitofsky,Roy Campos,69708,131
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,56670,6
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,33181,16
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,27141,7
108819392526809,Partido Acción Nacional,Partido Acción Nacional,26512,19
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,25869,9
109312438635466,Cruzada Morenista,cruzadamorenista.com,25368,116
109004905332009,El corazón de la transformación,El corazón de la transformación,25256,174
112882117843391,Morena Estado de México,morenaedomex.si,15563,61
100206439556436,Jalisco Jala con Claudia,Jalisco Jala con Claudia,12830,87
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,12677,40
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,12446,13
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,11992,5
1613868898897076,Waldo Fernández González,Waldo Fernández González,11868,11
104683828731442,Diario Capital,Diario Capital,11097,7
111300295094359,Baja Sur piel morena,BCS de piel morena,9881,51
56713285274,Greenpeace México,Greenpeace México,9449,19
161020766408,Gobierno del Estado de Querétaro,Gobierno del Estado de Querétaro,9334,14
104868202533100,Café y Noticias Mx,cafeynoticiasmx.com,9105,29
122404620204,Oxfam México,OXFAM MEXICO AC,9005,4
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,8907,6
1176429695708615,Secretaría de Turismo del Gobierno del Estado de Guanajuato,Secretaría de Turismo del Gobierno del Estado de Guanajuato,8773,6
100327629549678,Transformando con Claudia,Transformando con Claudia,8650,29
102084795217656,Cuatro T,Cuatro T Noticias,8593,4
449095701815347,Salvador Zamora,Salvador Zamora,8499,5
107356960929927,Las Noticias-Política,Noticias Política,8307,2
1540267016299241,Gobierno de Atizapán de Zaragoza,Gobierno de Atizapán de Zaragoza,7677,91
340786939279382,Secretaría de Educación de Guanajuato SEG,Secretaría de Educación de Guanajuato,7398,4
254852601222832,CEMEX México,CEMEX México,7280,40
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,7034,8
104680124489636,Demoscopia Digital,Demoscopia Digital,6879,38
108687728744220,Caribe Noticias,Caribe Noticias,6669,3
1621607258157280,Noticias - Sur de México,Noticias Sur,6564,2
107657435584767,Honestidad y Esperanza para Morelos,Honestidad y Esperanza para Morelos,6376,23
110649732291877,Secretaría de Desarrollo Económico Sustentable (SDES),Secretaría de Desarrollo Económico y Sustentable Guanajuato,6331,4
113573477135935,Servicio de Administración Tributaria del Estado de Guanajuato,Servicio de Administración Tributaria del Estado de Guanajuato,6316,5
285058928236909,Mauricio Vila,Mauricio Vila,5942,21
923633637651202,Morena Sí,Morena Sí,5841,16
455208497905538,Secretaría del Migrante y Enlace Internacional,Adsproject Media,5807,4
669306863144908,Alberto Esquer,Moisés González,5798,11
100483239526430,Con ella Sí avanzamos,conellasiavanzamos.com,5664,58
800053706697232,Lupita Saldaña,Lupita Saldaña,5403,6
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,5329,3
505132912869455,Instituto Guanajuatense para las Personas con Discapacidad,Ads Project Media,5120,6
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,5103,8
104800055232221,Electoralia,electoralia,5014,62
215836968456734,Alfonso Martínez Alcázar,Alfonso Martínez,4971,11
103976052285806,El Bunker Político,El Bunker Político,4845,4
113990284949467,Avance y Progreso,avanceyprogreso.com,4743,87
117578037942108,Democracia Informada,https://democraciainformada.com/,4743,29
100889979122442,Contraépoca,Contraepoca,4674,5
114249423327281,Los Reporteros MX,Los Reporteros MX,4655,3
837850536243904,UDC - Unidad Democrática de Coahuila,UNIDAD DEMOCRÁTICA DE COAHUILA,4650,8
133056480769,Gobierno del Estado de Chihuahua,Gobierno del Estado de Chihuahua,4550,28
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,4466,13
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,4445,3
111305214729439,Medio Central,Medio Central,4288,5
465531963489973,Verónica Delgadillo,Verónica Delgadillo,4226,4
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,4197,10
101252239569220,Transformando Morelos,Transformando Morelos,4153,33
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,4115,2
100261186230213,El cambio es juntxs,El Cambio es Juntos S.a de C.v,4107,29
182127647235802,Con Morena Sí,Con Morena Si,4071,1
111820754672338,Rotativo Digital,Rotativo Digital,4068,3
420690148033445,Enrique Galindo Ceballos,Francisco Enrique Galindo Ceballos,4050,21
101688279037291,Encapsulados,Encapsulados,4036,1
108407195129937,México Villarreal,Rodolfo México Villarreal Ritchie,4005,4
104520841303988,El Portal Champotón,El Portal Champoton,3964,1
48966795116,Amnistía Internacional México,Amnistía Internacional México,3934,6
111428001815534,Con Claudia,Con Claudia,3905,5
103844118856458,Contraopinión,Contraopinión,3889,2
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,3821,27
842599102419449,Gobierno del Estado de Campeche,These ads ran without a disclaimer,3727,2
109634395756375,Save the Children México,Save the Children México,3725,14
1612981602288350,Quinta Fuerza,Quinta Fuerza,3673,1
133478060111915,CEMEX Impacto Social,CEMEX México,3569,22
269877666449337,Movimiento Ciudadano Jalisco,Movimiento Ciudadano,3485,3
555207734563075,Policía de Guadalajara,Gobierno de Guadalajara,3438,32
182252948625872,Los Rescatadores,"Refleacciona con Responsabilidad, A.C.",3289,22
952701658121166,Juan José Frangie,Juan José Frangie,3263,6
100934207930403,Conversaciones,conversacionesmx.com,3244,6
345995382241686,PODER 360,PODER 360,3233,7
192680674189566,El Respetable,Bruno Agustin López Arguelles,3139,11
105768877736080,Mérida Actual,Noticias Sureste,3074,2
536770383065510,Global Telesourcing Official,Global Telesourcing Official,2888,1
100557755099985,Convocatorias 2023,Convocatorias 2023,2749,8
660181064597929,Sr. Político,srpolitico.com,2722,5
171494803269262,Noticias México,euthenics,2688,17
1698885063694002,María Gómez,María Gómez,2633,6
