Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
112882117843391,Morena Estado de México,morenaedomex.si,101333,49
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,34861,15
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,22435,4
102068568784360,La Noticia Media,La Noticia Media,18159,8
1613868898897076,Waldo Fernández González,Waldo Fernández González,17200,1
645731535452116,FactoMétrica,FactoMétrica,14203,41
923633637651202,Morena Sí,Morena Sí,11919,55
54779960819,United Nations,United Nations with Facebook Ad Credits,11177,9
354326078079338,Campaigns and Elections Mexico,Mario Alberto Rivera Lagarreta,10673,31
100557755099985,Convocatorias 2023,Convocatorias 2023,10453,32
104680124489636,Demoscopia Digital,Demoscopia Digital,10409,32
110211745174793,Opinion Pública,Opinion Publica,8548,45
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,8233,4
292073374782474,Gobierno de Tlalnepantla de Baz,Municipio de Tlalnepantla,8208,4
105459508439018,Informativo Mx,Informativo Mex,8082,4
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,6860,14
109634395756375,Save the Children México,Save the Children México,6846,13
384214801745089,Samuel García,Samuel García,6667,2
431715380946459,Libre Noticias,Adsocial,6368,23
2011285802526787,El Soberano,El Soberano,6010,4
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,5887,9
102156692699308,Sembrando el cambio,Sembrando el Cambio S.a de C.v,5539,31
103337707812182,Mujer México,ADsocial,5233,58
420690148033445,Enrique Galindo Ceballos,Francisco Enrique Galindo Ceballos,5131,11
109789081919876,El calor de Morena,El Calor de Morena S.a de C.v,4974,62
100483239526430,Con ella Sí avanzamos,conellasiavanzamos.com,4781,62
424354117897066,Noticias En El Punto,Noticias en el Punto,4664,3
1614164462211249,Ecatepec Suena,Ecatepec Suena,4640,2
756397431107703,Omar Ortega Álvarez,Omar Ortega,4518,9
101301916123086,Transformarte,transformarteconlat.com,4498,93
454013577974506,IEEM Oficial,IEEM Oficial,4478,3
285058928236909,Mauricio Vila,Mauricio Vila,4320,21
572709689410147,Campeche al Minuto,Campeche al Minuto,4243,1
122166991148783,ICV-NL,ICVNL,4109,2
1660634044174927,Mendoza Blanco & Asociados S.C.,"Mendoza Blanco & Asociados, S.C.",4036,1
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,3979,4
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,3670,2
106188791314493,Diario Alebrije,Diario Alebrije,3620,1
101683735119994,El Reportero,El Reportero,3611,1
106230458464254,Marissa Magaña,Marissa Magaña,3426,1
102597455985344,Yucatán avanza con la 4T,yucatanconla4t.net,3421,31
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,3290,37
107122090875492,Alejandro Gómez Cazarin,ALEJANDRO GÓMEZ CAZARIN,3215,1
117194212331544,Edoméx Te Informa,Edomex Te Informa,3153,4
183751562214729,David Cortés,David Cortes,2912,2
122404620204,Oxfam México,OXFAM MEXICO AC,2881,3
106005605644145,Frontera Morena,Frontera Morena S.a de C.v,2845,93
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,2665,4
101369119427544,La Cuestión Mx,La Cuestión Mx,2617,46
102950168111617,Día al Día Nuevo León,Día al Día Nuevo León,2603,2
110552178493339,TcoNoticias,TCO Noticias,2572,58
837607596288104,Eliseo Fernández Montufar,Community Manager,2550,1
377671629054421,Polemon,Polemon,2541,3
105874865657560,Hidalgo con Honestidad,Hidalgo con Honestidad,2374,31
458859544909547,DICES,DICES,2230,27
106006482764390,Gobierno del Estado de Sinaloa,Gobierno del Estado de Sinaloa,2137,27
822100507825923,Secretaría de Turismo de Baja California,Secretaría de Turismo de Baja California,1985,2
109752078573994,Transformando México,Transformando a México,1963,31
100934207930403,Conversaciones,conversacionesmx.com,1941,6
106281564753802,Distritt Noticias,AdSocial,1930,8
107569015351640,Gestoría Social Para El Bienestar 7,Luis Felipe Benitez Gomez,1919,1
106794678874700,4TI,4TImpacto,1892,28
108488778457755,Gestoría Social Para El Bienestar 2,Luis Felipe Benitez Gomez,1864,1
101090286010719,Gestoría Social Para el Bienestar Baja California Sur,Luis Felipe Benitez Gomez,1862,1
105613505562379,Gestoría Social Para El Bienestar Michoacán,Luis Felipe Benitez Gomez,1856,1
107513668696274,Gestoría Social Para El Bienestar 12,Luis Felipe Benitez Gomez,1853,1
