Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,175
Bangkok,5882
Bueng Kan,≤100
Buriram,210
Chachoengsao,135
Chai Nat,≤100
Chaiyaphum,174
Chanthaburi,110
Chiang Mai,788
Chiang Rai,262
Chon Buri,479
Chumphon,113
Kalasin,131
Kamphaeng Phet,505
Kanchanaburi,138
Khon Kaen,534
Krabi,113
Lampang,298
Lamphun,124
Loei,≤100
Lop Buri,127
Mae Hong Son,≤100
Maha Sarakham,229
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,171
Nakhon Phanom,119
Nakhon Ratchasima,449
Nakhon Sawan,172
Nakhon Si Thammarat,352
Nan,≤100
Narathiwat,≤100
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,545
Pathum Thani,325
Pattani,≤100
Phangnga,≤100
Phatthalung,≤100
Phayao,≤100
Phetchabun,109
Phetchaburi,≤100
Phichit,146
Phitsanulok,434
Phrae,101
Phuket,177
Prachin Buri,≤100
Prachuap Khiri Khan,168
Ranong,≤100
Ratchaburi,140
Rayong,205
Roi Et,193
Sa Kaeo,≤100
Sakon Nakhon,252
Samut Prakan,240
Samut Sakhon,152
Samut Songkhram,≤100
Saraburi,119
Satun,≤100
Sing Buri,≤100
Sisaket,168
Songkhla,589
Sukhothai,231
Suphan Buri,149
Surat Thani,253
Surin,183
Tak,170
Trang,140
Trat,≤100
Ubon Ratchathani,310
Udon Thani,295
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,≤100
Yasothon,≤100
