Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1613868898897076,Waldo Fernández González,Waldo Fernández González,26451,64
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,23702,5
105097171575007,La LOCAL Mx,La LOCAL Mx,19496,6
104518395995904,La Transformación Sigue,La Transformación Sigue,16574,5
110450098729831,Noticias Cuatro T Norte,Noticias Cuatro T,16532,4
114249423327281,Los Reporteros MX,Los Reporteros MX,15656,7
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,15144,32
1434774360104311,Dr. Christian Gabriel Rios,Dr. Christian Gabriel Rios,14309,2
645731535452116,FactoMétrica,FactoMétrica,14291,29
115866258181287,Haremos Historia,Haremos Historia,13442,4
121554624276044,Claudia Va,Claudia Va,12119,4
56713285274,Greenpeace México,Greenpeace México,11730,58
113982881676646,Poder Morenx,Poder Morenx,11592,32
110056698770508,Vamos con Sheinbaum,Vamos con Sheinbaum,11318,4
242334769225146,Sergio Salomón Céspedes Peregrina,Sergio Salomón Céspedes Peregrina,11233,10
279469625434543,Paco Cienfuegos,Paco Cienfuegos,10553,55
611053902572622,Focus Mx,Focus Mx,10534,13
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,10039,4
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,9725,11
837607596288104,Eliseo Fernández Montufar,Community Manager,9371,6
102733419446167,Información al Momento,Información al Momento,8764,8
107003701683545,Migra Noticias,Migra Noticias,8717,63
116103530222815,Red Morena,Red Morena,8561,1
102265631123832,Gobierno de Puebla,Gobierno de Puebla,8521,7
102341426216399,En Campaña Mx 2024,En Campaña Mx 2024,8220,2
1520610478183053,Badabun,Badabun,7993,3
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,7832,8
100867376619769,Xóchitl Gálvez Ruiz,Xóchitl Gálvez Ruiz,7766,29
113432345067152,Mujeres por la Transformación de Oaxaca,Mujeres por la Transformación de Oaxaca,7642,13
1621607258157280,Noticias - Sur de México,Noticias Sur,7380,4
122582234955146,Adrián Guerra,Adrián Guerra,7330,3
101467245317777,Resistencia Obradorista,Resistencia Obradorista,7011,2
118779597832158,México en la Mira,México en la Mira,6780,6
449095701815347,Salvador Zamora,Salvador Zamora,6618,4
102268952205344,Noticias México,Kimberley Lisset Martinez Alanis,6361,1
105443092251390,El Diario,El Diario,6312,6
109634395756375,Save the Children México,Save the Children México,6195,16
107356960929927,Las Noticias-Política,Noticias Política,5984,4
140242770250742,La Cuarta Transformación,La Cuarta Transformacion,5924,1
254852601222832,Cemex México,CEMEX México,5616,18
106159885479677,Las Noticias México,Las Noticias México,5429,2
108801305563598,Noticias 4T,Noticias Cuatro T,5250,2
183751562214729,David Cortés,David Cortes,5027,2
101353469462735,Somos Morena CDMX,Somos Morena CDMX,4852,12
179387312078698,Partido Verde Ecologista México,Partido Verde Ecologista de México,4848,10
208252773259792,Creo en mi país,Consejo de la Comunicación,4700,1
101267031439463,Voz de las Empresas,Consejo de la Comunicación,4700,21
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Estudios de Opinión Pública by Demoscopia Digital,4531,24
120742094292987,Informativo Mujeres,Informativo Mujeres,4526,4
108763745567667,Encuestas 2024 MX,Encuestas 2024 MX,4363,1
133478060111915,Cemex Impacto Social,CEMEX México,4333,16
100912992973625,La Política Actual,Josefina Garcia Saldaña,4332,6
103599104583822,Andrés Mijes,Harman Consultores,4287,4
245495562137150,Mitofsky,Roy Campos,4210,15
330687001173397,Olivia Salomón,Olivia Salomón,4180,22
104065375986923,La Politigrería,Antonio Jair Diaz Calderon,4123,4
1491263724459803,Fuerza Noticias,Jesus Gonzalez Lozano,4055,2
162949857103721,Gobierno Colima,Gobierno Colima,4033,14
101924322867794,Es Rosa Icela,Es Rosa Icela,3928,8
120544204635995,Gobierno de Baja California,Gobierno de Baja California,3833,4
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,3747,3
101824639600985,Noticias Cuatro T Sur,Noticias Cuatro T,3680,1
112901823690886,Toño López Ruiz,Jose Antonio Lopez Ruiz,3676,7
100669948503285,Botanero Express,Botanero Express,3607,2
106915721192416,El Potrero Noticias,El Potrero Noticias,3423,2
358251195195574,Tony Metepec,Antony Addir Ortega Salazar,3405,1
116451824648006,Paucekand,These ads ran without a disclaimer,3364,6
126053684120856,Gobierno del Estado de Oaxaca,Gobierno del Estado de Oaxaca,3306,14
107793448707132,The Guardian Mexico,The Guardian Mexico,3295,5
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,3174,23
102211379502005,Gigante Informativo,Gigante Informativo,3052,95
109092718607958,Carlos Escobar,Carlos Escobar,3042,7
112326041858210,Ulises Chávez,Ulises Chávez Tenorio,3023,40
104680124489636,Demoscopia Digital,Demoscopia Digital,2873,36
192366194179807,León Municipio,León Municipio,2841,3
131763133152028,Avanzando el Plan C,Apolo Mayorga Galindo,2792,4
924215500923867,Lucy Meza,Lucy Meza,2707,15
111351485007835,Central Informativa - Norte,Central Informativa,2550,2
105180899052143,Monitor Baja California,Monitor Baja California,2509,3
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,2468,21
449319475244963,Comité Directivo Estatal del PAN Chihuahua,Comité Directivo Estatal del PAN Chihuahua,2460,1
202456989183,Gobierno de Monterrey,Gobierno de Monterrey,2442,9
1874397736161441,Manuel Gálvez,Luis Ernesto García Ruiz,2441,15
102356589506525,Sabritas Mexico,These ads ran without a disclaimer,2409,2
102571299059219,Centro de Desarrollo y Actualización de Competencias,Joaquin Tovilla Lopez,2367,4
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,2341,18
285058928236909,Mauricio Vila,Mauricio Vila,2310,16
101212808784634,República 21,Rosa Eugenia Diaz Biones,2306,4
1554649328133923,Gustavo García Bello,Gustavo García Bello,2297,4
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,2266,3
101701991930418,UNIDEV,UNIDEV,2049,52
113330078338341,Marcelistas MX,Marcelistas MX,2012,2
102107279495045,Las netas,LASNETAS.ORG,1999,3
1250751485006046,Secretaría de Seguridad Ciudadana de Q.Roo,Secretaría de Seguridad Ciudadana de Q.Roo,1991,2
113421124123363,Informando 4Tamaulipas,Informando 4Tamaulipas,1972,2
