Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,14735,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,9612,5
1567614746869354,Daily Shopping,Awotidebe Oluwaseyifunmi,9600,3
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,9127,3
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,7276,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4508,2
100202924924063,Page 36,Page 36,3657,8
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,3583,1
1617885935139653,The Liberator,The Liberator,3225,3
107445915275172,Story Teller,These ads ran without a disclaimer,2934,1
101229044647022,Senator Mohammed Sani Musa,Suleiman Sani Musa,2040,4
103937487661032,Readytoleadafrica,ReadyToLeadAfrica,1993,1
111886761834763,Amel page,These ads ran without a disclaimer,1930,13
103018869332378,BantuPage,Ikechukwu Orji,1761,3
374543173059777,Hon. Adewumi Adeyemi,Adedayo Tolulakin Oderinu,1732,1
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,1640,2
105675572013946,Sapele Mirror News,Oghenebrorhie Okotie,1599,1
100383154696053,Lukaconfu vocal,Lukaconfu vocal,1587,4
102169824695398,Rero TV,Rero TV,1575,6
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1539,2
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,1358,1
1924396441113309,Onogwu Muhammed,Martins Onuorah,1285,1
236831106803225,Accountability Lab Nigeria,Accountability Lab Nigeria,1266,1
606800679765375,Voice2RepNg,Accountability Lab Nigeria,986,1
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,935,1
1585677918362802,Kogi State Hub,MAAI,922,1
565225540184937,CGTN,These ads ran without a disclaimer,843,1
110338541289138,AHMED ALIYU Sokoto TV,Ayodeji Adeola Badru,711,2
100764834839333,Minister Christy Ogbewi,These ads ran without a disclaimer,709,1
108165847620952,Halimran printing,Enesi Audu Imrana,651,1
108078285184480,Funfunlogun Exploratory Group,These ads ran without a disclaimer,470,1
101174669207027,H.E Amb Dr. Johnny Metchie,H.E Amb Dr. Johnny Metchie,459,1
103056309161921,Meksmedia,Meksmedia,445,1
164432246934163,Chopard,These ads ran without a disclaimer,441,2
128728490537179,Asuquo Ekpenyong,Prince Charles Ekanem Iv,418,1
102406562561015,Umar Namadi,Muttaka Turaki Gujungu,412,1
1741170089436080,National Association of Banking & Finance Students - Nabafs,These ads ran without a disclaimer,338,1
108424365195479,Ethan Uzamere,Ethan Uzamere,254,1
107774402707635,Wuhan University,These ads ran without a disclaimer,198,1
106064468251927,Community Initiatives to Promote Peace,ARDA DCI,194,1
468305160581483,Voices,These ads ran without a disclaimer,188,1
111989374734629,Akarachi Campaign Organization,Akarachi Campaign Organziation,151,1
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,1
100630106168852,Pop2tv,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
104208298990251,Tobe Motors,These ads ran without a disclaimer,≤100,1
104417408744071,Ramssyn James movie production,These ads ran without a disclaimer,≤100,1
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
