Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
257830240980106,Ronnie Dadivas,Roxas City United,4930,12
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3793,1
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,3791,4
109322002065194,EKIS,EKIS,3443,38
1566478310240623,Francis Tolentino,Francis Tolentino PH,3007,13
1485006188181879,WES Gatchalian,WES Gatchalian,2955,5
701517253228758,DOSTv,DOSTv,2298,6
101382091400564,Atty. Tony Roman,Sulong Pilipinas,2148,1
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",2078,1
105159369188048,Hotelex Shanghai,These ads ran without a disclaimer,1938,1
115419768085260,Lokal,Lokal,1907,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,1886,3
156752721080952,Sonny Angara,Sonny Angara,1879,4
547821942058909,Pilipinas Today,WFPH,1731,19
163550757135020,News5,News5,1431,7
269175894020945,Pilipinas Today,WFPH,1384,12
105929115643626,Caroline Tanchay,Caroline Tanchay,1378,3
100170811672425,Pilipinas Today Kyusi,WFPH,1239,17
109988295130495,NGA 911 PH,NGA 911 PH,1232,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1223,2
154386154617,WWF-Philippines,WWF-Philippines,1219,3
321351771993681,Pilipinas Today Tweets,Sartine,1132,9
104955062184489,BBM Movement,UEEI Consorcia Inc,1110,2
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,1102,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1088,4
106521875779947,RISE Of ELVES,These ads ran without a disclaimer,1080,1
684717488321242,Future Bridging Leaders Program,Future Bridging Leaders Program,1046,3
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1009,1
739629346154083,BJ Biron,Prometheus,993,1
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,993,1
223618785182273,Pilipinas,WFPH,957,13
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,956,2
1332938170076882,Tatak QC,Polsure,948,4
114540208900132,Erico Aris Aumentado,Erico Aris Aumentado,930,15
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,925,3
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,882,1
186667502068528,Larry De Costa,WFPH,876,13
705660422953865,About Metro Pacific,WFPH,844,9
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,804,28
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,766,13
220125414691980,Philusa Corporation,Philusa Corporation,728,2
969917173120995,Susan Yap,Sulong Pilipinas,708,1
565225540184937,CGTN,These ads ran without a disclaimer,676,1
107677344496516,Taytay Public Information Office,Taytay Public Information Office,665,1
100985303377,Valenzuela City,Valenzuela City,652,1
112952897079549,Energy Development Corporation,Energy Development Corporation,616,7
103485942191411,Juan Bulletin,Polsure,594,3
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,592,4
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,566,4
325780477966356,Geo 24/7,Energy Development Corporation,525,4
342074396877,IRRI,IRRI,514,1
107768512296982,Century Tuna Saving Our Seas,Jessa Charvie Gomez Ganongan,493,2
487665301425069,Puerto Galera Get Away Travel And Tours,These ads ran without a disclaimer,446,1
282619263537551,I Choose #MalayaAkongMaging,I Choose #MalayaAkongMaging,419,4
675526249465359,Rolando A. UY,Jerome L. Jungco,416,2
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,407,6
147975588597216,Stratbase,Stratbase,400,2
166107624078770,Camanava News,Camanava News,388,4
248113532485940,Alexie B. Tutor,Marjorie Galagar Escuadro,386,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,377,4
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,365,1
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,353,3
319488142121,Jinggoy Estrada,Anak Ng Masa,342,1
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,338,1
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,330,2
107463358538636,planetGOLD Philippines,planetGOLD Philippines,320,5
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,311,1
105307862322635,Samuel G.F Parilla II,Samuel G.F Parilla II,309,2
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,307,2
107562098357123,Councilor Efren Abad De Vera Sr.,Kane Zyril Rayat Bernardino,305,2
1779870368752390,May JOY sa QC,Polsure,298,1
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,296,2
100668628818013,Bim Ignacio,Ma Angela Escalona Ignacio,295,2
100108226244136,PH 24 ORAS,Message Doctor PH Company,287,4
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC,269,3
374004705980904,Philippine Business for Education,Philippine Business for Education,257,3
1710076309223241,Atty. TATA Moral-Romano,Leah Marie Moral-Romano,254,1
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",254,1
102203275921536,Cong. JC Abalos,Cong. JC Abalos,252,2
110865933824068,United San Isidro,United San Isidro,241,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,240,4
105969951219886,Sibika.ph,Philippine Business for Education Inc.,236,3
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Mae Madelaine Galamay Danao,235,1
537843086665379,City Inquirer,City Inquirer,230,2
110529111699411,PhilNews24,Polsure IT Services,210,1
1922749344643532,The World Tonight,The World Tonight,208,2
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,207,1
247614528925771,Hey Moonshine,Don Carlo Rex Ybanez,205,2
176725369945441,Pilipinas Today,The World Tonight,205,3
1116221978549618,Team Eddiebong,Mark Larry Jabuen Chua,204,1
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,204,1
1647474828693396,Bong Go,Bong Go,203,2
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,202,1
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,200,1
102149044584904,Iparush kay Paras,Iparush kay Paras,199,3
107701168822758,Aksyon TV,Aksyon TV,192,1
1058962734159503,"Gov. Rogelio ""Ruel"" D. Pacquiao - Sarangani Province",Chris Yurong Perpetua,177,2
247331620535579,Mike Defensor,The Mike Defensor Organization,176,3
105530902042738,Alpha Phi Omega - Alpha Gamma Chapter,Geneva Benice Perez Lapeña,174,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,171,1
109002621740870,JEL Japan Surplus,These ads ran without a disclaimer,164,1
1111819189015891,DNX News,DNX News,164,1
388689438381348,Mike Defensor,The Mike Defensor Organization,158,3
106190085258387,"Congressman Simeon Garcia, Jr.",Rosalino Mendoza Garcia,150,1
101630711240288,Atty. Ras Mitmug,Atty. Ras Mitmug,149,1
104084935695718,Digital Pinoys,Digital Pinoys,148,1
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.",Sammy Figura Grubanzo,143,2
109755128094975,CaSaMa,CaSaMa,138,2
862299017292512,Don Ramon Bagatsing,Don Ramon Alonso Bagatsing,137,2
733377353430298,Sustainable Davao Movement,Sustainable Davao Movement,130,1
1623233607942798,Dada Reyes,Ron Anthony Tolentino Reyes,127,1
