Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,1582,8
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,771,1
643513979193133,Unidos por Beatriz,Neuma,665,9
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,369,4
486382251906084,Honduras El Pais,Diario El  Pais.hn,321,5
103031135787229,Sensus,Sensus,296,12
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,141,2
114601521910,Jorge Aldana,Jorge  Aldana,≤100,1
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,≤100,2
302742993645788,𝗝𝗮𝗰𝗸 𝗨𝗿𝗶𝗮𝗿𝘁𝗲 𝗗𝗶𝗽𝘂𝘁𝗮𝗱𝗼,Jack Melem Uriarte Velazquez,≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
109067201904212,Secretaría de Asuntos de la Mujer,These ads ran without a disclaimer,≤100,1
2243777035887858,Revista La Mañana,Sara Florencia Salgado Cortez,≤100,1
643307955729923,Rabino Yosef Garmon - יוסף גרמון,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
480934751930354,Luv4All: Mother Earth Warns. Wake Up Your Compassion,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
106450964481055,APsystems LATAM,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
