Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
106781850656458,Careersngr,These ads ran without a disclaimer,47546,1
986384794781764,I Stand With Nigeria 4 Tinubu,I Stand With Nigeria 4 Tinubu,18836,1
1598205703573433,Senator Uba Sani,Uba Sani Media,5974,3
110808857137968,Marilyn Okowa-Daramola,Marilyn Okowa-Daramola,5297,1
103018869332378,BantuPage,BantuPage,4452,5
116228368122801,wydrizzzzz,These ads ran without a disclaimer,3784,1
913242715449176,Prophet Ekong Ituen Ministries,Prophet Ekong Ituen Ministries,3726,2
107937293418434,The Solution Digest,The Solution Digest,2548,3
294587734226015,Hon. Amb. Sobomabo Jackrich - Egberipapa,Hon. Amb. Sobomabo Jackrich - Egberipapa,2412,1
1653319091616796,Odia A Ogbebor Political Movement,Odia A Ogbebor Political Movement,2270,1
297904423657616,The ICIR,The ICIR,2164,2
660685641036325,Sandeco Group,Sandeco Group,2162,1
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,2119,2
2167509840037161,Nigeria Philanthropy Awards,Nigeria Philanthropy Awards,1770,1
112155650912739,Mswitch,These ads ran without a disclaimer,1542,1
112944948533558,civilweddingafrique,These ads ran without a disclaimer,1513,1
105988542266505,Sunshine Bookseller,Sunshine Bookseller,1447,1
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,1412,1
108165847620952,Halimran printing,Halimran printing,1327,1
100202924924063,Page 36,Page 36,1293,5
128728490537179,Senator Asuquo Ekpenyong,Senator Asuquo Ekpenyong,1220,1
104679584528987,Flourish,Flourish,1172,2
104391618995614,Nwachukwu Anthony Anakwenze,Nwachukwu Anthony Anakwenze,1130,1
105937224559773,DashavtarKalkin,These ads ran without a disclaimer,1091,1
111233024009258,WestWorks Design,These ads ran without a disclaimer,1011,1
1259858270808148,Abdullahi Adamu Misilli,Abdullahi Adamu Misilli,987,1
105793102575230,Prince Egbe Humphrey Omorodion,Prince Egbe Humphrey Omorodion Campaign Team,949,1
688681654827108,Gombe Hub,Gombe Hub,870,1
112988044224560,YvoteNaija,YvoteNaija,846,1
102169824695398,Rero TV,Rero TV,741,2
102810799378272,Joe Ikenwe,These ads ran without a disclaimer,635,1
102123125833047,Derah’s social media agency,These ads ran without a disclaimer,618,1
208685479508187,U-Report Global,These ads ran without a disclaimer,530,1
112894051595962,Hon. Kama Nkemkanma,Hon. Kama Nkemkanma,451,1
204420296789348,Ekerete Udoh,Ekerete Udoh,374,1
258237094650339,Voice Of More,Voice Of More,348,3
104576632565512,K-Move,K-Move,265,2
105580098826545,Fr. Hyacinth Iormem Alia,Fr. Hyacinth Iormem Alia,216,1
106709585812903,Hon Kate Raymond Mamuno,These ads ran without a disclaimer,206,1
2116455515320198,Joseph Fadojoe Faduri,These ads ran without a disclaimer,162,1
104878979356247,Akinwole Saheed Bolarinwa,These ads ran without a disclaimer,133,1
119723736100630,Ala - Delight Publicity Services,Ala - Delight Publicity Services,107,1
114101859961659,Hon. Joe Ikenwe,These ads ran without a disclaimer,≤100,1
107895105316146,"Boulevard Lane LTD. Abuja, Nigeria",These ads ran without a disclaimer,≤100,1
107868989007138,The Matrix News,Pan Matrix,≤100,1
107824587598777,Allwell Uwazuruike,Allwell Uwazuruike,≤100,1
107045848966758,Balsam APP,These ads ran without a disclaimer,≤100,1
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
402374586906969,DKT WomanCare Global,These ads ran without a disclaimer,≤100,1
612409275924301,The Daddest Social,These ads ran without a disclaimer,≤100,1
880192282095073,مرصد السياسات الاجتماعية والاقتصادية-Social and Economic Policies Monitor,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
106751650889336,GeekProxy01,These ads ran without a disclaimer,≤100,1
