Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,28656,19
151159271594797,Systembolaget,Systembolaget,24735,5
382243262003,Plan International Sverige,Plan International Sverige,15313,28
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,13027,31
111630258867610,Röda Korset,Röda Korset,11453,28
59324455950,UNICEF Sverige,UNICEF Sverige,10365,20
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),9222,42
114526821939129,Arla,Arla,9207,5
95735961890,Greenpeace Sverige,Greenpeace Sverige,8950,168
643137272398136,Sverige för UNHCR,Sverige för UNHCR,8608,29
161213770567846,Operation Smile Sverige,Operation Smile Sverige,7062,7
109886133732943,RESCUE - Sverige,RESCUE - Sverige,6607,5
237146235237,Timbro,Tankesmedjan Timbro,5398,36
369582590803,Dagens ETC,ETC-tidningarna,5306,36
162985227114132,Skellefteå Kraft,Skellefteå Kraft,5280,4
1757191391203190,Proethos fond,Proethos AB,4886,4
72659261793,Rädda Barnen,Rädda Barnen,4835,79
101341883359561,Matsmart Sverige,Matsmart,4195,23
279974638809211,Oxfam Sverige,Oxfam Sverige,2865,4
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2860,68
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2682,63
186513678039755,Fortum,Fortum Sverige,2318,30
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2182,5
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,1910,4
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,1591,7
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1547,12
42676805259,Diakonia,Diakonia,1419,7
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1322,11
1534982756793690,Foodvisor,These ads ran without a disclaimer,1288,2
1633181116933852,SvD Junior,SvD Junior (SvD),1206,12
72659261793,Rädda Barnen,These ads ran without a disclaimer,1200,1
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,1156,8
24574889995,Charlie Weimers MEP,Charlie Weimers,1128,1
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,1109,2
147547541961576,Council of the European Union,Council of the European Union,1104,2
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1055,29
212604496324,Fackförbundet ST,Fackförbundet ST,1010,62
314872662206,Ekonomifakta,Ekonomifakta,989,61
379686162129542,Svea Bank,Svea Ekonomi,807,5
111699453757094,Soft Towel Games,These ads ran without a disclaimer,773,3
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,683,27
112225970344,Räddningsmissionen,Räddningsmissionen,680,26
103296115466644,Skattenytta,Kommissionen för Skattenytta,635,6
166406746310,Resumé,Resumé,612,2
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,609,5
1005361066218702,Norrtåg,These ads ran without a disclaimer,602,1
273053169937029,ClimateHero,ClimateHero,598,7
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,587,13
1531320107133721,Syre,Dagens O2 AB,582,4
965458110149319,Byggindustrin,Byggindustrin,556,2
328754490337,Vårdförbundet,Vårdförbundet,550,30
429354810518636,Johan Nissinen SD,Nissinen Johan Harry,538,1
296423575695,Afrikagrupperna,Afrikagrupperna,535,8
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,517,20
239855722130,Nyhetsmagasinet Fokus,Fokus,510,6
