Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
425106448078044,"Ministry of Law, Singapore","Ministry of Law, Singapore",239,4
219541704832846,National Reading Movement,National Reading Movement,227,2
176678252464215,OCBC Bank,OCBC Bank,181,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,165,2
699812100045380,SG Enable,SG Enable,132,4
349837171746401,Ministry of Trade & Industry,"Ministry of Trade and Industry, Singapore",≤100,3
115161084044,World Vision Singapore,World Vision Singapore,≤100,6
836689413097228,Our Grandfather Story,Our Grandfather Story,≤100,1
1431290720462304,The Best of You - Julie's,Julie’s Manufacturing Sdn. Bhd.,≤100,5
129011692114,The Straits Times,The Straits Times,≤100,5
1531909430459040,Schneider Electric,Schneider Electric,≤100,4
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,8
136982159795537,Institute of Policy Studies - IPS,Institute of Policy Studies,≤100,1
219808688070361,Ministry of Sustainability and the Environment,Ministry of Sustainability and the Environment,≤100,1
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,6
343347583411734,歡樂大東家,These ads ran without a disclaimer,≤100,2
1468082613467781,Nee Soon Town Council,Nee Soon Town Council,≤100,5
204889532935845,NKF Singapore,These ads ran without a disclaimer,≤100,1
256953359544240,ExxonMobil Singapore,ExxonMobil,≤100,4
122093814564174,AIA,These ads ran without a disclaimer,≤100,1
113096568409486,阿公中医馆客服小妹2,These ads ran without a disclaimer,≤100,1
179108058790478,Ungalukkaga Mediacorp,These ads ran without a disclaimer,≤100,2
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
166565800052060,ConnexionSG,Nexus,≤100,1
100548681583051,David Lee Real Estate,These ads ran without a disclaimer,≤100,1
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,3
2052922968263010,96.3好FM,Nur Ashiqin Binti Jaffar,≤100,1
105640164784251,Singapore United Party,Zhu Laicheng,≤100,1
6321018343,The Japan Times,These ads ran without a disclaimer,≤100,1
160823460655497,Lianhe Zaobao 联合早报,Lianhe Zaobao 联合早报,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,2
182715921890493,Fi Global - Food ingredients Global Portfolio,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
1774572949501749,MYDC - Myfundaction NZ,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
104121042603762,Sparkling Wenling,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
493521970720604,Civil Aviation Authority of Singapore,These ads ran without a disclaimer,≤100,1
104741408445798,Pengkuei Ben Huang Photography,These ads ran without a disclaimer,≤100,1
151405678864363,全民Party,These ads ran without a disclaimer,≤100,4
104847815914283,howtohelpuacom,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
