Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,67495,28
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,62983,23
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,35985,12
645731535452116,FactoMétrica,FactoMétrica,22673,29
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,18980,3
116300981407455,Pulso Guinda,pulsoguinda.com,18120,145
451310051622713,Alejandra Del Moral Vela,Alejandra Del Moral Vela,16908,76
475040405910613,Lenin Perez Rivera,PARTIDO VERDE COAHUILA,16683,23
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,15938,14
112882117843391,Morena Estado de México,morenaedomex.si,15648,9
110995168602495,Así se Informa,Asi se Informa,15174,59
449095701815347,Salvador Zamora,Salvador Zamora,13971,8
56713285274,Greenpeace México,Greenpeace México,12707,23
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,11603,16
327324764029820,Armando Guadiana,Armando Guadiana,11395,10
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,9630,5
113990284949467,Avance y Progreso,avanceyprogreso.com,8922,29
421877377878288,Municipio de Querétaro,Municipio de Querétaro,8136,6
264390613659850,Adrián Rubalcava Suárez,Adrian Rubalcava,7717,12
263327113809256,Secretaría de Salud Jalisco,Gobierno de Jalisco,7666,3
101208099535423,Inconformes Incorruptibles,Inconformes Incorruptibles,7664,2
468586243214951,Cultura Jalisco,Gobierno de Jalisco,7344,4
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,7243,2
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,6692,12
213054628856737,Movimiento Ciudadano Ciudad de México,Movimiento Ciudadano,6624,2
106159885479677,Las Noticias México,Las Noticias México,6526,3
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,6426,16
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,6333,2
129061780478815,Sistema de Asistencia Social Jalisco,Gobierno de Jalisco,5515,3
660181064597929,Sr. Político,srpolitico.com,5333,6
285058928236909,Mauricio Vila,Mauricio Vila,5312,24
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,5129,6
301981380747,Secretaría de Educación Jalisco,Gobierno de Jalisco,5089,3
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4993,4
109856141998075,Diario La Comarca,Diario La Comarca,4646,2
1520610478183053,Badabun,Vanessa Rivera,4575,1
105027052550887,Coordenada,Coordenada Noticias,4573,2
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,4525,2
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,4443,2
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,4309,6
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,4207,25
936003293273572,Nexo Político,Nexo Político,4103,2
105037388957622,El Sol de la Ciudad,El Sol de la Ciudad,4080,5
669306863144908,Alberto Esquer,Fernando Esquer,4042,3
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,3662,5
103599104583822,Andrés Mijes,Harman Consultores,3623,4
111094778258609,Chema Martínez,Chema Martínez,3502,14
109634395756375,Save the Children México,Save the Children México,3457,14
106615224474906,Nara González,Nara González,3324,6
105365702386289,Que plan en MTY,Que Plan en MTY,3248,2
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,3197,5
776394102389077,Secretaría de Seguridad Pública del Estado de Guanajuato,Secretaría de Seguridad Pública del Estado de Guanajuato,3186,4
113974947457905,Ni Fifís Ni Chairos,Resonancia EdoMEx,3168,1
114158248252278,Cursos Gratis 2023,Convocatorias 2023,3150,8
105605635657911,Al día en Monterrey,Al día en Monterrey,3138,1
105097171575007,La LOCAL Mx,La LOCAL Mx,3108,3
669306863144908,Alberto Esquer,Moisés González,3053,2
114024430364416,YoXmx,Yoxmex,3027,36
105768877736080,Mérida Actual,Noticias Sureste,2997,2
374079669993019,Secretaría de Seguridad Jalisco,Gobierno de Jalisco,2955,2
