Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
10419173702,Maxime Bernier,People's Party of Canada,3589,12
6319213302,Heart & Stroke,Heart & Stroke,2216,34
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),2126,8
303473312998028,FedEx,FedEx,2018,4
118040041222760,Juan Luis Garrido,Juan Luis Garrido,1780,2
261752512263,Canadian Red Cross,Canadian Red Cross,1690,12
104386908631938,Pathways Alliance,Pathways Alliance,1602,6
633812813408377,Elections Canada,Elections Canada,1533,28
163261390365324,Elementary Educators,Elementary Educators,1421,82
249042335139282,BDC,BDC,1297,26
1711780249072322,Anthony Furey,Furey for Mayor,1260,13
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,1230,60
27234020592,UNICEF Canada,UNICEF Canada,1191,9
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1185,20
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,1035,143
121222984568561,Amnesty International Canada,Amnesty International Canada,1010,49
168106993245736,Canada Post,Canada Post,986,3
195608229977,BC NDP,BC NDP,935,14
154462904588700,Enbridge Gas,Enbridge Gas,916,83
172675656776719,PS j'ai la SP,Sophie Berriault,907,2
186266941387011,BMO Financial Group,BMO Financial Group,833,3
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,831,10
1097840090260804,National Police Federation,National Police Federation,823,97
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,808,21
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,788,308
24235835555,Kids Help Phone,Kids Help Phone,740,47
19750184960,Greenpeace Canada,Greenpeace Canada,739,104
104519922646591,St. Rita at Marylake,St. Rita at Marylake Long-term Care Home,629,2
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,626,12
376006035816016,Storyworth,These ads ran without a disclaimer,585,12
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,583,4
1522162571382952,Oceana Canada,Oceana Canada,583,13
281999881613,World Vision Canada,World Vision Canada,494,4
922478954450376,CHBA National,CHBA National,485,12
220906100079,Manitoba Home Builders' Association,Manitoba Home Builders' Association,484,4
102828041144081,Here For Students,Here For Students,463,7
136570420789,Homebuilders Association Vancouver - HAVAN,Homebuilders Association Vancouver,458,4
160136850711053,CUPE Ontario,Sonya Yalda,456,4
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,454,24
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,447,52
53321777320,Coeur + AVC,Coeur + AVC,443,32
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,441,8
101535288988376,Ontario's Clean Energy Advantage,Association of Power Producers of Ontario,436,3
35715544220,Stand.earth,Stand.earth,429,20
202220023130891,Bell Canada,Bell Canada,413,3
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),395,2
182629491891136,First Nations Health Authority,First Nations Health Authority,388,25
31912359596,University of Saskatchewan,University of Saskatchewan,386,13
901776976544599,RBC Wealth Management,RBC Wealth Management,375,3
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,375,9
115835521825983,UNHCR Canada,UNHCR Canada,373,39
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),343,26
100499716400140,Kelly Myers for Vice President of McMurray Métis Local 1935,136 Roundel Pl PICARD,337,3
560341130720256,City of Quesnel,City of Quesnel,332,1
405377872902754,Canada Action,Canada Action,327,20
106917558391358,Alliance nouvelles voies,Pathways Alliance,323,2
160136850711053,CUPE Ontario,CUPE Ontario,317,2
98963682935,Canadian Feed The Children,Canadian Feed The Children,313,4
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,312,17
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,307,20
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,305,3
180862678644381,Ontario NDP,Ontario NDP,303,28
1665089323732197,Tripping on Air,Ardra Leah Shephard,303,2
186752164845450,Ana Bailao,Ana Bailao,298,1
453724058039992,viaSport British Columbia,viaSport British Columbia,297,32
256967407720183,LEO,Léger,291,17
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,275,53
200217723858499,"Tony Wakeham, MHA, Stephenville-Port au Port","Tony Wakeham, MHA for Stephenville - Port au Port",270,7
182645321760265,Ville de Montréal,Ville de Montréal,258,2
177741812241442,SCFP-Québec,le SCFP,248,12
