Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
338645782840713,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",Ministère de l'Environnement et de la Lutte contre les changements climatiques,10380,2
10419173702,Maxime Bernier,People's Party of Canada,3203,10
6319213302,Heart & Stroke,Heart & Stroke,2401,18
163261390365324,Elementary Educators,Elementary Educators,2302,116
633812813408377,Elections Canada,Elections Canada,2124,30
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1850,21
118040041222760,Juan Luis Garrido,Juan Luis Garrido,1704,2
104386908631938,Pathways Alliance,Pathways Alliance,1667,6
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1526,4
249042335139282,BDC,BDC,1349,23
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),1299,4
27234020592,UNICEF Canada,UNICEF Canada,1168,9
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,1009,59
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,989,2
121222984568561,Amnesty International Canada,Amnesty International Canada,959,116
922478954450376,CHBA National,CHBA National,947,12
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,893,128
168106993245736,Canada Post,Canada Post,872,3
172675656776719,PS j'ai la SP,Sophie Berriault,864,2
195608229977,BC NDP,BC NDP,834,14
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,801,22
154462904588700,Enbridge Gas,Enbridge Gas,786,63
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,782,10
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,753,6
118314421234127,Manitoba Watch 2023,Canada Growth Council,739,11
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),728,21
24235835555,Kids Help Phone,Kids Help Phone,699,51
439345863190331,Brad Bradford,Brad Bradford Campaign,689,7
115611968211438,ALIGN the World,Matias Petteri Raski,643,1
268823146480333,Fondation INCA,INCA,620,16
160136850711053,CUPE Ontario,Sonya Yalda,619,4
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,589,12
1097840090260804,National Police Federation,National Police Federation,576,82
182645321760265,Ville de Montréal,Ville de Montréal,576,2
625254780822339,CUPE Manitoba,CUPE MB,568,6
19750184960,Greenpeace Canada,Greenpeace Canada,541,104
189141609842,Ville de Gatineau,Ville de Gatineau,513,22
453724058039992,viaSport British Columbia,viaSport British Columbia,497,35
35715544220,Stand.earth,Stand.earth,492,18
376006035816016,Storyworth,These ads ran without a disclaimer,486,9
281999881613,World Vision Canada,World Vision Canada,472,4
