Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
10419173702,Maxime Bernier,People's Party of Canada,5252,6
633812813408377,Elections Canada,Elections Canada,2376,33
303473312998028,FedEx,FedEx,2017,4
101383532946114,David Hilderley for Oxford,"David Hilderley, Liberal Party of Canada Candidate for the Oxford Federal By-Election",1925,39
376006035816016,Storyworth,These ads ran without a disclaimer,1683,7
186752164845450,Ana Bailao,Ana Bailao,1584,4
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1539,6
104386908631938,Pathways Alliance,Pathways Alliance,1534,7
163261390365324,Elementary Educators,Elementary Educators,1458,91
6319213302,Heart & Stroke,Heart & Stroke,1442,34
100150989152010,Bonterra Tissue,Bonterra Tissue,1432,2
118331481194703,Mark Saunders,Mark Saunders,1403,16
186266941387011,BMO Financial Group,BMO Financial Group,1338,4
249042335139282,BDC,BDC,1310,29
1711780249072322,Anthony Furey,Furey for Mayor,1292,30
168106993245736,Canada Post,Canada Post,1180,3
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,1116,50
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,1108,138
121222984568561,Amnesty International Canada,Amnesty International Canada,972,77
154462904588700,Enbridge Gas,Enbridge Gas,880,82
195608229977,BC NDP,BC NDP,873,13
10359721433,War Child Canada,These ads ran without a disclaimer,831,2
24235835555,Kids Help Phone,Kids Help Phone,810,41
281999881613,World Vision Canada,World Vision Canada,810,10
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,808,10
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,764,81
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,753,20
19750184960,Greenpeace Canada,Greenpeace Canada,722,107
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,677,13
439345863190331,Brad Bradford,Brad Bradford Campaign,614,12
113297740077607,Canadian Energy Centre,Canadian Energy Centre,590,71
27234020592,UNICEF Canada,UNICEF Canada,580,6
102828041144081,Here For Students,Here For Students,552,9
1522162571382952,Oceana Canada,Oceana Canada,519,10
