Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
256546887847232,עיריית רמת גן,עיריית רמת גן,2261,7
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1417,2
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1303,5
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1286,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1257,9
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,1107,12
325048350950892,רמי גרינברג,עיריית פתח תקוה,1014,9
1073548259341247,לובי 99,לובי 99,996,5
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",968,40
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,838,12
109523830757998,דמוקרטtv,דרכנו,812,3
128641160502301,גלובס - Globes,גלובס - Globes,789,4
104743111658191,Ron Ben Shushan,רון בן שושן,788,2
1662907067255622,איגוד הגז הטבעי,Unik,752,9
101600712771452,ענבל חרמוני,ענבל חרמוני,650,3
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,631,3
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,540,4
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,539,9
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,481,4
204780362875106,מקור ראשון,מקור ראשון,478,90
558702227875758,רוני רימון,רוני רימון,475,1
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,440,6
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,424,9
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,422,2
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,397,4
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,394,6
604890186681585,מור ויצמן,Mor Weitzman,389,1
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,346,25
1971468032937556,פורום בוחרים בחיים,פורום בוחרים בחיים,334,10
103907495935157,צו חירום,צו חירום,331,7
102371638090830,רדיקל,רדיקל - בית לרעיונות,331,6
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,328,3
100301088671913,Tal Hershkovitz,Tal Hershkovitz,308,1
117581211636979,עֲשׂוֹת משפט - קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,304,1
100978407934166,תנועה ישראלית,Israeli Movement,293,7
108787681841168,רישיון נשק בקליק,Michael Michel Levi,285,2
193264714026809,Emunah אמונה,ארגון אמונה,280,1
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,277,3
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,274,5
252249218636564,אג'יק أجيك Ajeec Nisped,אג'יק أجيك Ajeec Nisped,269,4
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,265,15
102608244574256,Nas Radio - راديو الناس,Nas Radio - راديو الناس,263,1
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,253,1
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,253,4
468634849844348,עיריית אור יהודה,עיריית אור יהודה,251,4
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,246,3
