Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
110514924199743,Fadhel Abdelkefi - فاضل عبد الكافي,Afek Tounes,162,1
100871688607001,الجبل الأحمر - La Montaña Roja,These ads ran without a disclaimer,≤100,1
100367165893308,من قاع الخابية,These ads ran without a disclaimer,≤100,1
59978261217,U.S. Embassy Tunis,U.S. Embassy Tunis,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,2
236353323086965,Nefzawa,Nefzawa,≤100,3
102982549342891,تونس تحتاج فريد بلحاج,These ads ran without a disclaimer,≤100,1
101987429444105,جرائم مهدي الشريف و حبيب السعفي,These ads ran without a disclaimer,≤100,2
236829849700741,Al-Monitor,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
579014312117258,مجلة المجتمع,These ads ran without a disclaimer,≤100,1
124377194285112,Jfranews - جفرا نيوز,These ads ran without a disclaimer,≤100,2
113141804149955,LEED Initiative,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
795608570470740,20foursport,These ads ran without a disclaimer,≤100,1
102938748936839,ram.rihan,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
1828710917194461,AfroPlanete,These ads ran without a disclaimer,≤100,1
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
107810794432774,المعهد العربي لعلوم السلامة - Aiss,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
104377199064451,the_coffee_show_,These ads ran without a disclaimer,≤100,1
193159954041877,New Narratives,These ads ran without a disclaimer,≤100,2
