Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,11331,10
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,4869,24
159027940804196,Consiliul Superior al Magistraturii,Complete media,2253,55
106087515621317,Ora de Stiri,Ora de Stiri,2196,7
178362315106,European Parliament,European Parliament,1935,12
109260655301896,Dezvaluiri,Dezvaluiri,1408,5
207741001672,Speranta pentru Romania,Speranta pentru Romania,754,15
113795383753850,Viorel Băltărețu,Cabinet Parlamentar Viorel Băltărețu USRPLUS Cluj,424,2
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,350,19
123526378261795,Stiri Locale,Stiri Locale,312,2
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,290,6
200813406761691,Corina Cretu,Marina Alin-Constantin,287,6
237099069721573,Impact Hub Bucharest,Impact Hub Bucharest,274,1
101447775999828,Bogdan Mîndrescu,Partidul Social Democrat,263,6
108295090637741,ASAP România,Fundatia The Institute,256,6
163943696987223,Ziarul Puterea,Ziarul Puterea,249,18
102603825860755,Moldova Invest,Moldova Invest,249,45
1796777377209154,Regia Nationala a Padurilor - Romsilva,Regia Nationala a Padurilor - Romsilva,231,9
175293925828191,Kelemen Hunor,RMDSZ,199,3
557284874779877,Mihai Coteț,Mihai Cotet,197,1
105522854133423,Radu Panait,Panait Radu,187,1
107898832590939,European Commission,European Commission,182,2
114319753592403,AFACERI.news,Horia-Marius Bogdan,158,3
1156150484398630,MozaiQ,MozaiQ,155,2
275718032506812,Oana Bulai,Bulai Oana Gianina,140,3
116634326439880,Mindcraft Stories,Mindcraft Stories,123,4
541786549285013,Saint-Gobain,Saint-Gobain,123,8
101643545586108,Alianța Pentru Patrie,Alianța Pentru Patrie,122,6
104484254797326,Laura Vicol,Deputat Laura Vicol,120,2
261202277284497,Theodor Paleologu,Ioana Prândurel,112,4
376808162779895,Marius Tudor,Marius Tudor,110,3
111433480759397,Gîdei Laurențiu Viorel,Laurentiu Viorel Gîdei,109,4
100252252935644,APP Sector 2 - Daniel Mihaly,Alianta pentru Patrie Sector 2,106,4
490181697757865,Antal Lóránt,Birou Senatorial Antal Lóránt Szenátori Iroda,106,4
177708185581280,Erdélyi Magyar Néppárt,Erdélyi Magyar Szövetség,105,3
165467823513147,Alin Tișe,Alin Tișe,102,2
149371012371397,Newsweek Romania,Newsweek Romania,102,2
101340741758468,Radu Pescar,Pescar Radu Mircea,≤100,7
439359429854762,USR Dobroești,USR Ilfov,≤100,2
112664490103704,Salvăm România,Salvăm România,≤100,2
104967311689835,Partidul Alianța Antreprenorilor și Agricultorilor,Partidul AAA,≤100,1
686190454826244,Declic,Declic,≤100,42
486358554821325,Sergiu Bîlcea,Sergiu Bîlcea,≤100,1
303255258106,Magyar Ifjúsági Értekezlet - MIÉRT,MIERT,≤100,9
112599703659958,Green News,ASOCIATIA GREEN ACADEMY,≤100,2
225783874101141,Institutul pentru Politici Sociale,Institutul pentru Politici Sociale,≤100,11
103412558241611,Tuhuț Radu Marcel,PSD Alba,≤100,2
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,≤100,2
341671213143560,Ovidiu Florean,Ovidiu Florean,≤100,3
101254968456255,Călin Gheorghe Maties-senator,Calin-Gheorghe Maties,≤100,3
428654640523065,Mircea Rosca,Chelan Bogdan,≤100,1
113910327963153,Andrei Ohaci,Andrei Ohaci,≤100,2
348610102203573,Radu Miruţă,MIRUTA RADU-DINEL,≤100,1
1047658422027323,Dan Ivan,Ivan Dan,≤100,1
110583568433497,Partidul Umanist Social Liberal PUSL Filiala Galați,Digital Fairy Studio SRL,≤100,13
1602563209957356,PNL Bacău,Partidul Național Liberal,≤100,2
215328865181171,Borboly Csaba,Borboly Csaba,≤100,2
102791064640802,Ionuț Sorin Banciu,Ionut Banciu,≤100,2
1560147330888040,Winkler Gyula,Winkler Gyula,≤100,3
1656475137918717,USR Sector 6,Uniunea Salvati Romania Filiala Sector 6,≤100,2
1157480384268430,Partidul Umanist Social Liberal PUSL Sediul Central,Partidul Umanist Social Liberal,≤100,1
1491544234239734,Forța Dreptei,Forta-Dreptei,≤100,6
207255636351408,Dan Barna,Dan Barna,≤100,2
101161965173287,Ropres.RO,Ropres.ro,≤100,10
260365460647855,Mircea Geoana,Mircea Geoana,≤100,1
1514760912172050,Marius Bodea,Marius Bodea,≤100,1
205092989831102,Senator Maricel Popa,Maricel Popa,≤100,2
1161590740517881,Tomis News,Tomis News,≤100,5
181235723048,Romanian Angel Appeal,Romanian Angel Appeal,≤100,1
103640708229788,Laurențiu Marin,Laurentiu-Daniel Marin,≤100,3
109556372802910,USR Dolj,USR Dolj,≤100,1
205001282852200,Milvus Group,Asociatia GRUPUL MILVUS,≤100,3
236215875884,Libertatea,Libertatea,≤100,1
105791877606395,Ioan Turcin,Florentin Iancu,≤100,1
106075378244914,Tomis Tv,Dorian Hapurnea,≤100,3
181221645364365,Carmen Avram,Carmen Avram,≤100,2
341037705981172,Humanitas,Humanitas,≤100,2
821269587938298,Alina Gorghiu,Alina Gorghiu,≤100,2
620083298402659,Bogdan Trif,Turcanu Catalin Nicolae,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,1
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Gabriel Bujor,≤100,1
1449284915381234,Ionel Bogdan,PNL Maramureş,≤100,2
106107464631160,Cristian Bordei,Cristian Bordei,≤100,1
107126744527532,Farcaș Mihai-Dan,FARCAS MIHAI DAN,≤100,1
135903460570651,OameniPutereRomania,Cornel Brad,≤100,5
705733042862650,USR Bacău,USR Bacău,≤100,2
675042232534141,Vincze Loránt,Vincze Loránt,≤100,3
100586755611493,Inundatii.ro,Inundatii.ro,≤100,3
219413122265536,Mirea Siminica - Senatul României,Mirea Siminica,≤100,1
107236228539491,Ion Belu,Ion Belu,≤100,1
106098884636145,ADI Deșeuri Bistrița-Năsăud,ADI Deseuri Bistrita-Nasaud,≤100,1
106390674573234,Vasile NAGY,Media Stream SRL,≤100,2
109849657256655,60m.RO,60m.RO,≤100,6
137651470305528,Federația Patronală Petrol și Gaze,Federatia Patronală Petrol și Gaze,≤100,4
731035500293728,Siegfried Muresan,Siegfried Muresan,≤100,1
635598146635199,Răzvan Timofciuc,Timofciuc Razvan,≤100,6
107669378478704,Zăgrean Ioan,Ioan Zagrean,≤100,2
108198834362110,Eugen Cucu - Consilier Local Sanpetru,Eugen Cucu,≤100,1
428464880426,Wall-Street.ro,Wall Street,≤100,1
107029625474765,Nicușor Halici,PSD Vrancea,≤100,4
293176278283120,Cronicile - Curs de guvernare,Varianta Media,≤100,1
979547832069760,PNL Galati,PNL Galati,≤100,1
600025356762034,Carina Pflege Locuri de munca Germania,Olimpia Schugar,≤100,1
1029958020423567,Agro-Est Muntenia,Agro-Est,≤100,4
104667664365097,Gabriel Avramescu,Gabriel Ioan Avramescu,≤100,1
1718636781792946,Flavius Sirop,Flavius Sirop,≤100,1
111523234688179,Vocea - Botosani,Vocea Botosani,≤100,3
1876727935882404,Bogdan Bola,BOLA BOGDAN-ALEXANDRU,≤100,1
222301682031706,USR Hunedoara,Uniunea Salvati Romania,≤100,1
112130176975380,Radu Ghidău,Radu Ghidau,≤100,2
163950740830769,Gaz De Romania,Gaz De Romania,≤100,3
104550061381109,Political.RO,POLITICAL.RO,≤100,3
102601499822802,RMDSZ,RMDSZ,≤100,3
1164341813627057,Maria Gabriela Horga,Gabriela Horga,≤100,2
303161840300967,Nicolae Pavelean,Pavelean Nicolae,≤100,1
211931302217969,Organizația Umanitară CONCORDIA,Organizația Umanitară CONCORDIA,≤100,3
