Page ID,Page name,Disclaimer,Amount spent (SAR),Number of ads in Library
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
101242359445544,البيان لنقل الاثاث,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
114026591554469,Dreamof resource,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
19975077227,Interaction Design Foundation - IXDF,These ads ran without a disclaimer,≤100,1
113141804149955,LEED Initiative,These ads ran without a disclaimer,≤100,1
579014312117258,مجلة المجتمع,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
794958520585756,Visit Dubai - سياحة دبي,These ads ran without a disclaimer,≤100,2
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,2
102938748936839,ram.rihan,These ads ran without a disclaimer,≤100,1
101453006161732,Azz rhinoceros,These ads ran without a disclaimer,≤100,1
795608570470740,20foursport,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
