Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,40362432,82
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,20214062,21
532716330164048,Sole Núñez,PautaPY,13385959,11
153958777947957,Paulo Reichardt,Paulo Reichardt,6932011,20
102917519228790,Bruno Defelippe,PautaPY,6445592,17
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,6086867,3
196599783696918,Efrain Alegre,Comunicá,6016359,149
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,4409848,12
102266292553995,Sucia Política,Diego Ricardo Ramírez,3778216,37
1310731702357133,GEN,GEN,3324331,6
103771265752808,Vysokolán,Stephan Vysokolán,3323678,20
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,3215062,11
106257452820864,Tito Saguier,PautaPY,3031609,10
325540631525675,En La Tecla,En la Tecla,2909359,42
113715322041008,Semillas para la Democracia,Publicitaria Nasta,2708182,4
1692624097481207,Mujeres GANAR,Mujeres GANAR,2689019,17
102963512483270,PyElige,PY Elige,2491048,35
132554373464255,La Nación,La Nación,2273715,29
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,2246662,3
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,2177624,18
532716330164048,Sole Núñez,Sole Núñez,2121351,11
107104641909575,Rubén Rubin,Rubén Rubin,1825164,3
614795685343483,Belén Maldonado,Belén Maldonado,1823109,3
100566575581065,Ramón Montanía,Ramón Montania Fernandez,1788559,9
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,1551991,6
117354424626075,Leticia Ocampos,Leticia Ocampos,1423679,5
740490032676248,Diego Candia Diputado,politico.com.py,1418347,6
461660720881072,José Rodríguez,Douglas Mateus Hendges,1418077,4
241512319274531,Sixto Pereira,Sixto Pereira,1334847,3
196406677113756,Rafael Filizzola,Comunicá,1310653,16
113713881663916,Guillermo Ferreiro,Estratégias de Comunicación,1268800,6
161156667809582,Leo Rubin,Leo Rubín,1202028,8
830674423631937,Robert Cano Senador - Lista 9 Opción 11,ASP Marketing,1150378,21
495567100804506,Tito 2023,Federico Rafael Vergara Aguero,1123620,6
501786636589565,Rocio Vallejo,Hilda Maria Del Rocio Vallejo Avalos,1080498,4
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,1057444,7
102233525888286,Raulito Benitez Talavera Diputado 2023,Raúl Antonio Benitez Talavera,973978,4
102137945346781,Movimiento Ciudadanía Activa,PautaPY,973184,4
103101412549808,Ale De Filippis,Ale De Filippis,970911,6
103373961784268,Giani Ramírez,Giani Ramírez,944481,12
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,832730,8
110447625137045,Pilar Callizo,PautaPY,812999,3
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,780830,1
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,766238,4
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,721724,1
118890043360348,Pedro Santa Cruz,Pedro Santa Cruz,718789,7
106297212357807,José Colbes,José Colbes,678213,19
222961017827862,Edgar Olmedo,Edgar Olmedo,669781,6
104762035619626,Randy Soto Sachelaridi,Randy Soto,646191,5
106779001870381,Paulina Villanueva Senadora 2023-2028,Eusebio Villanueva,631507,10
647864758888200,Seba Garcia,Sebastian Garcia,606786,23
105947518752311,Agustin Saguier,Agustin Saguier,563593,1
192161474526084,Luis Fretes Senador,Luis Fretes Senador,559797,3
107038818726605,Alianza Encuentro Nacional,PautaPY,543256,3
107106825374681,Jesús Guapi,Jesús Fernando Guapi Narvaez,539821,3
102467002671611,Jorge Heisecke,Jorge Heisecke,536662,8
550298315040554,Marcelo Soto,Marcelo Soto,535219,10
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,528602,27
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,524531,2
114556537799812,Victor Hugo Forneron Gobernador,Jorge Sanchez,503633,3
102044605201604,TIKI González Vaesken,TIKI González Vaesken,494065,10
110324011295149,Central Unidos - Paraguayos Unidos - Cruzada Nacional,Jorge Danel Guimaraes Fernandez,493904,6
100778482648263,Cerini 2023,DGWorld Consultoría Digital,487278,2
1852131078359259,Liz Acosta,Liz Acosta,478860,4
