Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
973656702704928,ParadigmaEncuestadora,Fredy Ordoñez Flores,525,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),208,2
1392592317738074,Jorge Cálix,Jorge Cálix,120,25
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
1152610414791062,LIBRE Islas de la Bahía,Gerardo Jose Francisco Perez Montoya,≤100,1
104599735671754,Goberna Honduras,Goberna Honduras,≤100,3
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,1
100111588412670,Abogado Ric Soto HN,Ricardo Soto Castro,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
105036179534606,"Gildan, Making Apparel Better",These ads ran without a disclaimer,≤100,1
146841588715199,Instituto de Investigaciones Antropológicas,These ads ran without a disclaimer,≤100,1
495206757286894,Laudato Si Movement,These ads ran without a disclaimer,≤100,1
103410222658639,adhoc_immigration,These ads ran without a disclaimer,≤100,1
