Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,208939,214
263327113809256,Secretaría de Salud Jalisco,Gobierno de Jalisco,33566,32
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,31823,90
923633637651202,Morena Sí,Morena Sí,27661,56
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,23343,12
129061780478815,Sistema de Asistencia Social Jalisco,Gobierno de Jalisco,18354,12
112882117843391,Morena Estado de México,morenaedomex.si,17904,27
451310051622713,Alejandra Del Moral Vela,Alejandra Del Moral Vela,17424,23
157957047619470,Secretaría del Trabajo Jalisco,Gobierno de Jalisco,16308,15
459461090802103,Sedeco Jalisco,Gobierno de Jalisco,14386,13
248970878493624,Pulso Ciudadano,Pulso Ciudadano,14354,13
107559512016725,Contraste News,Contraste News,12395,16
100557755099985,Convocatorias 2023,Convocatorias 2023,12320,32
263965003947363,Kenia López Rabadán,Kenia López Rabadán,12309,3
333934290548728,Los Círculos Rojos,Circulos Rojos,11065,9
837607596288104,Eliseo Fernández Montufar,Community Manager,10000,2
101970745787120,Contraste MX,Contraste MX,9775,15
468586243214951,Cultura Jalisco,Gobierno de Jalisco,9201,8
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,9063,9
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,8957,20
461361317209089,Elecciones Limpias EdoMex.,Elecciones Limpias Edoméx,8925,6
117194212331544,Edoméx Te Informa,Edomex Te Informa,8567,6
109488981975636,Chicharrón norteño,Omar Aguirre Meneses,7435,2
120544204635995,Gobierno de Baja California,Gobierno de Baja California,6926,4
109634395756375,Save the Children México,Save the Children México,6879,17
100882302439369,Camino Informativo,Camino Informativo,6505,4
395653280621495,OLV con los políticos,OLV con los políticos,6323,5
273255793312747,EL INFORMANTE Edo Mex,EL INFORMANTE México,6307,8
101435299357501,Con Adán Sí,Con Adan Si,6139,20
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,5649,16
285058928236909,Mauricio Vila,Mauricio Vila,5443,35
