Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,127516,112
158304157570734,Mahindra Group,Mahindra Group,82869,14
109937650579639,discovery+,discovery+,48177,25
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,36867,73
104211439033799,Jagane Kavali,Jagane Kavali,30398,40
109545244848137,Crafto,Kutumb App,29905,18
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,26316,18
108777655527686,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,25682,26
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),22466,38
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,16767,17
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,14198,9
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,13851,22
245708465537707,Bhupesh Baghel,Bhupesh Baghel,13722,2
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,13438,38
330760810293224,HelpAge India,HelpAge India,12541,18
101284456085904,Team Jagananna,Team Jagananna,12363,7
108080828884036,Gehlot Phir Se,DesignBoxed,12341,1
568928239883450,The Times Of A Better India,The Times Of A Better India,12014,6
270666596375251,Jhatkaa.org,Jhatkaa.org,11041,20
132689140088396,smilefoundation,smilefoundation,10928,20
112058781694921,Fiigs India,Lebhaari,10926,14
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,10786,72
114233898263244,Indian Compass Videos,theindiancompass.com,10177,157
102973272373231,Madhya Pradesh CM Report Card,Madhya Pradesh CM Report Card,10132,45
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,9800,10
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,9673,62
21169267101,Give,Give,9407,26
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,9259,15
797927846899300,Flag Foundation of India,Flag Foundation of India,8668,27
101989165801500,Madhya Pradesh Updates,Madhya Pradesh Updates,8612,16
115369948216654,शासन आपल्या दारी - Shasan Aaplya Dari,Inuxu Digital Media Technologies Private Limited,8545,4
479998865355592,Aditya Birla Group,Aditya Birla Group,8462,5
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,8378,2
349222085840969,Youth in Politics,Indian Political Action Committee,7949,16
105671775473178,Jan Suraaj,Jan Suraaj,7779,4
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,7489,22
101713962007976,Amrit Mahotsav,Amrit Mahotsav,6735,10
316365575140365,Rozana Spokesman,Rozana Spokesman,6615,20
995582213894808,Kothapalli Geetha,Political Engineer,5876,1
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,5627,1
105311675800052,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,5426,3
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,5401,1
108320575192752,मजबूत बनता मध्य प्रदेश,मजबूत बनता मध्य प्रदेश,5397,13
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,5395,5
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,5381,3
30290552843,Greenpeace India,Greenpeace India Society,5344,9
125161157232556,EE-cash 01,These ads ran without a disclaimer,5333,1
395658807511230,International Automobile Centre of Excellence,International Automobile Centre of Excellence (iACE),5197,3
103782051383159,School of Politics,School of Politics,5085,15
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,4915,4
100146859467552,Pirojsha Godrej Foundation,Pirojsha Godrej Foundation,4914,3
116335494752367,Aamchi Mumbai - आमची मुंबई,Aamchi Mumbai - आमची मुंबई,4860,4
698096280212576,Bhatti Vikramarka Mallu,Bhatti Vikramarka Mallu,4829,35
180027735836501,Arekapudi Gandhi,Arekapudi Gandhi,4693,3
165714096933078,Piyush Goyal,Piyush Goyal,4574,2
104415139290895,मी मराठी - Me Marathi,Me Marathi,4522,9
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),4493,80
131008353232245,महाराष्ट्राचा विश्वास - एकनाथ,Shinde Sahab Fans,4133,7
1497930450515042,Pochampally Srinivas Reddy,Pochampally Srinivas Reddy,4117,6
100336009730408,Commissioner of Labour,Commissioner of Labour,4042,21
2109470129112416,PM Sai Prasad,PM Sai Prasad,3951,8
1437285613167585,Dr Sujay Vikhe Patil,Dr Sujay Vikhe Patil,3930,2
987515101347598,"EGS Department, Maharashtra","EGS Department, Maharashtra",3855,30
106929185529603,Vishnu Kumar Meena,Vishnu Kumar Meena,3688,9
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,3662,13
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,3566,11
109868628369174,कांग्रेस मुक्त मध्य प्रदेश,कांग्रेस मुक्त मध्य प्रदेश,3566,34
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,3537,19
639252199805894,Andela Sriramulu Yadav,Andela Sriramulu Yadav,3534,7
528307847248802,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,3515,34
107334185444129,Charitism Global,Charitism Global,3436,1
111986121488075,"भव्य प्रदेश, मध्य प्रदेश","भव्य प्रदेश, मध्य प्रदेश",3434,9
123297034088243,Bhag Bhajpa Ke,Bhag Bhajpa Ke,3423,5
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3373,2
142752549111246,Construction World,Asapp Info Global Services Pvt. Ltd.,3321,4
103715024585010,Aman Bisht,Aman Bisht,3318,2
384000501947350,Devendra Yadav,Think First,3298,3
121924297508141,Impact Guru Foundation India,Impact Guru Foundation,3273,14
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,3125,2
453129838040424,PTC News,G-Next Media Private Limited,2993,1
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,2971,18
1428546280755523,Sulbha Sanjay Khodke,Sulbha Sanjay Khodke,2911,2
110073434980235,Mera Madhya Pradesh,Mera Madhya Pradesh,2867,13
369063569936141,Lung Care Foundation,Lung Care Foundation,2843,5
101227132700026,Ashok Rohani,Ashok Rohani,2825,3
106346261092387,విద్యార్థుల రాజకీయ పార్టీ,విద్యార్థుల రాజకీయ పార్టీ,2821,3
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,2789,16
221256415973730,Ankuram IVF,Ankuram IVF,2774,6
101038879308594,Abhijeet Deshmukh,Abhijeet Deshmukh,2738,5
806181806121459,Harshvardhan NandKumar Singh Chouhan,Harshvardhan NandKumar Singh Chouhan,2699,6
118837474478228,Northeast With NaMo,Northeast With NaMo,2680,62
109470364774303,Ellorum Nammudan,DMK,2600,50
516576275094648,BJP Assam Pradesh,Bharatiya Janata Party (BJP),2596,40
1742889082665547,BJP Mizoram,Bharatiya Janata Party,2496,11
586574801848194,Sunil Mendhe,Sunil Mendhe,2477,7
108122750692155,Dhanpal Suryanarayana,Dhanpal Suryanarayana,2463,1
685881558130468,Kamal Nath,Kamal Nath,2432,7
347337386104390,Ramachandra Yadav,Ramachandra Yadav,2368,1
110194685265228,Praveen Jha,Praveen Jha,2332,6
102177112507392,Aapanna Hastham,Aapanna Hastham,2325,19
388224945142881,Banglar Gorbo Mamata,Indian Political Action Committee,2244,19
