Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
939050246112788,Facebook Public Affairs,Meta,18027,48
104386908631938,Pathways Alliance,Pathways Alliance,3257,6
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,2801,8
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,2417,17
261752512263,Canadian Red Cross,Canadian Red Cross,2186,18
9333642607,TELUS,TELUS,1984,5
177004795666755,Manitoba Government,Manitoba Government,1630,58
5794733873,David Suzuki Foundation,David Suzuki Foundation,1600,26
230448456985193,Elections Ontario,Elections Ontario,1457,13
367773226675582,The Home Depot,The Home Depot,1277,5
121222984568561,Amnesty International Canada,Amnesty International Canada,1042,70
180862678644381,Ontario NDP,Ontario NDP,874,75
154462904588700,Enbridge Gas,Enbridge Gas,847,89
106917558391358,Alliance nouvelles voies,Pathways Alliance,828,2
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,821,100
101347089679547,Andrea Hazell,Andrea Hazell Campaign,817,16
24235835555,Kids Help Phone,Kids Help Phone,781,42
115835521825983,UNHCR Canada,UNHCR Canada,760,74
292744507509060,Karen McCrimmon,the CFO for the Karen McCrimmon campaign,734,3
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,731,7
139449499417715,Pharmaprix,Pharmaprix,720,8
281999881613,World Vision Canada,World Vision Canada,705,11
113297740077607,Canadian Energy Centre,Canadian Energy Centre,698,100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,692,50
117475525574,Saskatchewan New Democratic Party,the Chief Official Agent of the Saskatchewan NDP,637,20
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,634,50
1097840090260804,National Police Federation,National Police Federation,582,39
103947395932025,mstrishaaa,mstrishaaa,579,4
78753328415,Dogwood BC,Dogwood BC,532,3
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,532,19
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,508,41
26394435211,Canadian Cancer Society,Canadian Cancer Society,497,5
202220023130891,Bell Canada,Bell Canada,474,4
504061526642471,Ontario Power Generation,Ontario Power Generation,466,4
203485052997041,Hospital Employees' Union,Hospital Employees' Union,457,12
114943114838621,Fuel Forward,Canadian Fuels Association,419,38
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,369,77
35715544220,Stand.earth,Stand.earth,366,15
31912359596,University of Saskatchewan,University of Saskatchewan,353,13
107756318982458,Sean Webster,Kanata-Carleton PC Riding Association,350,10
168724059831514,Desjardins,Desjardins,348,1
1533253713597302,Elisabeth Léger,Elisabeth Léger,345,4
54578722992,Wilderness Committee,Wilderness Committee,342,4
123235041462,The Fraser Institute,Fraser Institute,328,29
19750184960,Greenpeace Canada,Greenpeace Canada,320,69
143249880633,World Animal Protection Canada,World Animal Protection Canada,314,20
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,312,8
114849617772737,Care2 Canada,Press Pause Collective,308,4
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,275,4
152467601467262,BMO Groupe financier,BMO Groupe financier,262,6
405377872902754,Canada Action,Canada Action,253,20
