Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
1885114401706195,Dr. Matthew Opoku Prempeh,Dr. Matthew Opoku Prempeh,≤100,2
519608978084713,Ghana Education Trust Fund,Ghana Education Trust Fund (GETFund),≤100,1
102618778592624,Come Unto Christ In West Accra,Come Unto Christ In West Accra,≤100,1
102179325363565,Samuel A. Jinapor,Samuel Abdulai Jinapor,≤100,3
352041085177902,H.S.Bright Enterprise,Solomon Bright Korbla Homenyoa,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
1356909034371916,Alhassan S. Tampuli,Alhassan S. Tampuli,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,1
100187268355709,KYSFM-English,Rashida Fatawu,≤100,1
343780273395073,"Hon. George Mireku Duker - MP, Tarkwa-Nsuaem.","Gomashie, Wisdom",≤100,2
103497538913739,Lindas homes,These ads ran without a disclaimer,≤100,1
2257605204498360,Penyi Arise,These ads ran without a disclaimer,≤100,1
105713881570703,Ernest kwaku Kobeah,Ernest kwaku Kobeah,≤100,1
168108886585073,Sustainable Energy for All,These ads ran without a disclaimer,≤100,2
109988608394689,Kennedy Agyapong - Presidential Campaign,Mark Ofori,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2
1767096530199949,Zhejiang University,These ads ran without a disclaimer,≤100,1
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,4
100627069630168,Cecília Martins,These ads ran without a disclaimer,≤100,10
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,1
120498394320803,C301-40,These ads ran without a disclaimer,≤100,1
324148134769693,ReFind Realty DFW,These ads ran without a disclaimer,≤100,1
111595864923192,Aasi Tahir Siddique,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
