Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,2323720,1
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,2004495,1
185061704983484,Nha Khoa Paris,These ads ran without a disclaimer,813886,3
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,582647,2
654396084640049,IMM GROUP,IMM Group,420445,5
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,392782,5
104615859385208,Thu Hồng - Dịch Vụ Bằng Cấp,These ads ran without a disclaimer,374134,1
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,366475,7
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,351035,7
712294912284531,Trạm Đọc - Book Store,These ads ran without a disclaimer,336042,2
117879734612936,Trung Tâm Thẩm Mỹ Quốc Tế Như Ý - Tây Ninh,These ads ran without a disclaimer,243100,1
668471776674810,Nha Khoa Paris,These ads ran without a disclaimer,212194,1
107780358895636,King Fucoidan & Agaricus Được Bộ Y Tế cấp phép,These ads ran without a disclaimer,203137,1
306708119852177,Hncmua.com,These ads ran without a disclaimer,181195,1
100715439774571,Phát Triển Tương lai Mỗi Ngày,These ads ran without a disclaimer,171468,1
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,152196,1
108685817326606,Truther Piece Official,These ads ran without a disclaimer,148750,1
105515074184507,Xưởng Túi Da,These ads ran without a disclaimer,141463,1
101822809264414,Tài Liệu Giá Rẻ,These ads ran without a disclaimer,122847,2
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,107707,1
102544049091254,Sách Online 365,These ads ran without a disclaimer,104605,2
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,102971,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,95783,3
101605872892980,BS Nguyễn Hồng Siêm - 034.889.7000,These ads ran without a disclaimer,80870,1
100287603153650,Định Hướng Tương lai 2023,These ads ran without a disclaimer,75683,1
108557315607508,Tổng Kho Sách Việt,These ads ran without a disclaimer,53151,1
106635945541063,Lương Y Phú Quý - Chuyên Sâu U Bướu  U Tuyến Giáp - Triệt Chân U Xơ U Nang,These ads ran without a disclaimer,42075,1
103171849362646,Kinh Tế Tài Chính,These ads ran without a disclaimer,40469,1
108155738987630,Open Innovation Day - OID,These ads ran without a disclaimer,39262,1
100973116331828,Xe tải Hyundai - Mr Hiếu 0936273238,These ads ran without a disclaimer,31136,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,30362,1
180564782485782,Hỗ trợ học Pháp Luân Công tại Đồng Nai,These ads ran without a disclaimer,23577,1
1727496090862110,Tuyển giáo viên TP HCM,Tuyển giáo viên TP HCM,15135,1
115591005188475,Global Times,These ads ran without a disclaimer,12967,1
895684950494476,Khai Phú Investments and Migration EB-5,These ads ran without a disclaimer,2097,1
762657180585992,Image Travel - Du lịch Châu Âu,These ads ran without a disclaimer,1818,1
771123929739633,Sportinal,These ads ran without a disclaimer,≤100,1
111535111844172,VaiNovel,These ads ran without a disclaimer,≤100,1
114112935077556,Iulhjf,These ads ran without a disclaimer,≤100,1
529713137232746,RaGe,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
192381083777,Hyundai Worldwide,These ads ran without a disclaimer,≤100,1
459876184211182,The Ad Makers,These ads ran without a disclaimer,≤100,5
880192282095073,مرصد السياسات الاجتماعية والاقتصادية-Social and Economic Policies Monitor,These ads ran without a disclaimer,≤100,1
