Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
176560205832891,Our SG – Home of Forward SG,Our SG – Home of Forward SG,932,11
215341045518389,GIC,GIC,380,2
119241174807079,NTUC LearningHub,NTUC LearningHub,338,8
168071043252655,Pro Enterprise Panel - PEP,"Pro-Enterprise Panel, Ministry of Trade & Industry",233,1
219541704832846,National Reading Movement,National Reading Movement,205,2
548461415321079,MSIG,MSIG,196,8
160823460655497,Lianhe Zaobao 联合早报,Lianhe Zaobao 联合早报,144,11
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,5
263387758481,Mediacorp,These ads ran without a disclaimer,≤100,1
365481993536188,TAFEP Tripartite Alliance for Fair and Progressive Employment Practices,TAFEP,≤100,16
101963408923046,Real Estate Insight,Sim Hanwen,≤100,6
1181714075189489,One World International School Singapore,These ads ran without a disclaimer,≤100,1
101815586571229,Edwin Tong,Chingay Parade SG,≤100,6
126996258015076,Global Ehsan Relief Singapore,Global Ehsan Relief Singapore,≤100,6
176678252464215,OCBC Bank,OCBC Bank,≤100,4
1780013892318908,"School of Humanities, NTU Singapore",NTU School of Humanities,≤100,1
256953359544240,ExxonMobil Singapore,ExxonMobil,≤100,12
136982159795537,Institute of Policy Studies - IPS,Institute of Policy Studies,≤100,2
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,3
141604855870718,abrdn,These ads ran without a disclaimer,≤100,1
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,6
349427302719,Bali Animal Welfare Association,These ads ran without a disclaimer,≤100,1
1468082613467781,Nee Soon Town Council,Nee Soon Town Council,≤100,3
1100598909974868,NUS Atheist Society,Chan Jan Lin,≤100,1
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,4
112990256771,Shangri-La Singapore,These ads ran without a disclaimer,≤100,1
108733798520800,Aegean Performance Lab,These ads ran without a disclaimer,≤100,1
106235965464903,GITEX Impact,These ads ran without a disclaimer,≤100,1
6321018343,The Japan Times,These ads ran without a disclaimer,≤100,1
885701381510720,National University Health System - NUHS,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
176312779081792,Hitachi Asia,These ads ran without a disclaimer,≤100,1
167327710092323,Mollaei Law,These ads ran without a disclaimer,≤100,1
565208910168178,HKTDC 香港貿發局,These ads ran without a disclaimer,≤100,8
102632438543194,Rivers Are Life,These ads ran without a disclaimer,≤100,1
101894826563370,Sotheby's,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
107660204440212,BTK TV,These ads ran without a disclaimer,≤100,1
100492851563682,Terminate Protego,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1642929092406128,Knowable Magazine,These ads ran without a disclaimer,≤100,1
6115848166,Nature Portfolio,These ads ran without a disclaimer,≤100,2
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
500243826689996,Wisdom of Solomon's Proverbs,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
190230058471029,Ofer Cohen,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
104547428650650,giuliano_tosi,These ads ran without a disclaimer,≤100,1
565156863685851,GTECH Digital,These ads ran without a disclaimer,≤100,1
