Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,1706,6
109201057318552,JCSV,Fernando Omar Rosales Perez,187,5
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,156,1
964080723662055,Carlos Subirana Responde,Editorial CSS,124,1
1404045426527172,Tribunal Supremo Electoral,Tribunal Supremo Electoral,105,1
105978465417563,Gobierno  Autónomo Departamental del Beni,Gobierno Autónomo Departamental del Beni,≤100,1
100301178044225,Viralcom,ViralComtv,≤100,3
103362564359669,Mariel Peñaloza Lema,Mariel Peñaloza Lema,≤100,2
190739455190659,Molly Saldaña,Molly Margarita Saldaña Araujo,≤100,3
106403237850347,Goberna Bolivia,Goberna,≤100,1
100421178670997,Grande mi Oruro,Coordenada Digital,≤100,2
110555990500784,Ingvar Ellefsen - Diputado,Ingvar Ellefsen,≤100,1
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,1
114027977967683,Red juventud unida Patacamaya,Red juventud unida Patacamaya,≤100,2
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Concejal,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
105843294520801,Jose Quiroz,Yonathan Fortunato Caballero Santa Cruz,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,1
100970059574672,Bisexual.org en Español,These ads ran without a disclaimer,≤100,1
112659683850215,Red de adolecentes y jóvenes atrévete,Red de adolecentes y jóvenes atrévete,≤100,1
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100,1
113423241733053,Group Energy Solar,These ads ran without a disclaimer,≤100,1
111889881892479,Alison Vega Pachas,These ads ran without a disclaimer,≤100,1
597425313724844,Encora Jobs,These ads ran without a disclaimer,≤100,2
115895401463440,Entretenimiento,These ads ran without a disclaimer,≤100,6
107063204427899,Radar Energético,These ads ran without a disclaimer,≤100,1
104219135597861,J&J-IndustBol,These ads ran without a disclaimer,≤100,1
116229124772170,Dicas de Mulher,These ads ran without a disclaimer,≤100,1
105712152391313,Hispanic Kids' Health,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
101782419564623,Carlos Paulo B.,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
103881712593655,danilokalezic,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
256346654515877,Mercury Marine Latin America/Caribbean,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,≤100,1
101179095098420,,These ads ran without a disclaimer,≤100,1
