Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,71937,44
608975645850217,Vattenfall,Vattenfall Sverige,34309,33
151159271594797,Systembolaget,Systembolaget,23548,5
369582590803,Dagens ETC,ETC-tidningarna,16446,43
382243262003,Plan International Sverige,Plan International Sverige,10949,26
114526821939129,Arla,Arla,9499,5
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),8886,37
111630258867610,Röda Korset,Röda Korset,8710,22
1757191391203190,Proethos fond,Proethos AB,8083,2
59324455950,UNICEF Sverige,UNICEF Sverige,7914,12
161213770567846,Operation Smile Sverige,Operation Smile Sverige,7578,7
162985227114132,Skellefteå Kraft,Skellefteå Kraft,7319,7
109886133732943,RESCUE - Sverige,RESCUE - Sverige,6521,3
237146235237,Timbro,Tankesmedjan Timbro,5415,35
95735961890,Greenpeace Sverige,Greenpeace Sverige,5293,147
72659261793,Rädda Barnen,Rädda Barnen,4456,61
101341883359561,Matsmart Sverige,Matsmart,4268,23
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,4093,20
279974638809211,Oxfam Sverige,Oxfam Sverige,2892,4
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2878,62
19746853632,Djurens Rätt,Djurens Rätt,2433,1
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2356,47
186513678039755,Fortum,Fortum Sverige,2195,31
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2093,5
131103013625213,Statens institutionsstyrelse,Statens institutionsstyrelse - SiS,2002,6
106579105171694,ETC nyhetsmagasin,ETC Media AB,1907,3
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,1594,10
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1589,8
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,1557,5
42676805259,Diakonia,Diakonia,1404,9
1633181116933852,SvD Junior,SvD Junior (SvD),1284,16
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1281,11
8040892957,Socialdemokraterna,Socialdemokraterna,1237,32
1419307421424959,Demokraterna,Demokraterna,1214,1
314872662206,Ekonomifakta,Ekonomifakta,1100,59
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,1053,1
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1012,29
24574889995,Charlie Weimers MEP,Charlie Weimers,1011,1
178362315106,European Parliament,European Parliament,1005,6
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,976,4
212604496324,Fackförbundet ST,Fackförbundet ST,972,63
187178991394420,Miljöpartiet de gröna i Skåne,Miljöpartiet de gröna i Skåne,970,2
379686162129542,Svea Bank,Svea Ekonomi,771,5
101314752343226,Malin Ragnegård,Kommunal,755,2
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",752,1
112225970344,Räddningsmissionen,Räddningsmissionen,676,20
252516142116820,Abir Al-Sahlani,Abir Al-Sahlani,662,1
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,648,27
103296115466644,Skattenytta,Kommissionen för Skattenytta,635,4
166406746310,Resumé,Resumé,589,2
273053169937029,ClimateHero,ClimateHero,580,7
111699453757094,Soft Towel Games,These ads ran without a disclaimer,557,3
296423575695,Afrikagrupperna,Afrikagrupperna,546,6
1531320107133721,Syre,Dagens O2 AB,535,4
965458110149319,Byggindustrin,Byggindustrin,530,2
328754490337,Vårdförbundet,Vårdförbundet,530,30
45101268520,SSU,SSU,507,10
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,504,9
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,493,19
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,491,18
239855722130,Nyhetsmagasinet Fokus,Fokus,488,5
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,453,5
175843834306,WaterAid Sverige,WaterAid Sverige,418,10
185230521507744,Kommunalarbetaren,Kommunalarbetaren,410,2
170211353124087,Centerpartiet i Stockholm,Centerpartiet i Stockholm,409,2
294444197371898,Byggnads Skåne,Byggnads Skåne,402,2
690167674732029,Lena Hallengren,Socialdemokraterna,399,4
175656912484553,Unionen,Unionen,390,2
223302541061447,Nema Problema,Nema Problema,381,3
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,354,9
837168576425006,Prins Carl Philips och Prinsessan Sofias stiftelse,Prinsparets Stiftelse,350,4
539297539496434,Dagens Samhälle,Dagens Samhälle,320,1
312084019369,Dagens Medicin,Dagens Medicin,316,1
105345278410827,Frälsningsarméns sociala arbete,Frälsningsarmén,301,1
244897208924797,Arbetet,Arbetet,300,1
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,294,7
163305633746125,Karneval förlag,Holviks,291,1
407290589320311,ABF Örebro län,Mikael Runesson,291,6
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,285,1
113710601984970,Barnfonden,Barnfonden,275,4
104902269544771,SLU,"SLU, Sveriges lantbruksuniversitet",270,1
235650011981,SPF Seniorerna,SPF Seniorerna,268,1
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,257,13
382066395683576,Dustin,Dustin,257,1
122512491125750,Ängelholms kommun,Ängelholms kommun,254,3
133148933394485,Socialdemokraterna i Malmö,Socialdemokraterna i Malmö,253,4
899603916845362,JAG Personlig assistans,JAG Personlig assistans,253,4
139199222783462,Socialdemokraterna i Sigtuna kommun,Socialdemokraterna i Sigtuna kommun,250,1
230671826970236,Uppsala konstmuseum,Uppsala kommun,241,14
408171019221426,Slöseriombudsmannen,Skattebetalarnas Förening,241,5
116787001729336,Linköpings kommun,Linköpings kommun,236,1
109969847586061,Morgon-Tidningen,AIP Media,233,1
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,232,1
1292941027470473,Tillsammans för regionens utveckling,Region Västerbotten,230,2
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,228,7
313423270889,Djurskyddet Sverige,Djurskyddet Sverige,214,1
100523520034965,Region Uppsala,KSMG,212,1
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,202,3
143140665862271,Moderaterna Umeå,Moderata kretsen Umeå,199,1
329452290816078,Tidningen Market,Tidningen Market,194,1
120216874723147,Svenskt Sigill,Svenskt Sigill,192,15
147547541961576,Council of the European Union,Council of the European Union,186,1
1089666701084947,Timbro förlag,Timbro Förlag,183,2
120633071295935,Fairtrade Sverige,Fairtrade Sverige,181,11
323156205347,Vänsterpartiet,Vänsterpartiet,179,4
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,172,2
358786473035,Fagerhult,Fagerhults Belysning AB,168,2
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,166,6
122291934457124,Handelshögskolan vid Göteborgs universitet,Handelshögskolan vid Göteborgs universitet,164,1
153194577050,Kristdemokraterna Solna,Kristdemokraterna i Solna,164,2
640780126093378,Norstedts Juridik,Norstedts Juridik,160,2
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,157,8
337086006951883,Jessica Polfjärd,Moderaterna,152,1
712230305617939,Uniper i Sverige,Uniper i Sverige,151,6
709317875766999,Judisk Kultur i Sverige,Judisk Kultur i Sverige,150,5
112644953916525,Facklig Vänster,Vänsterpartiet,150,4
435489349877161,Moderaterna i Östergötland,Moderaterna i Östergötland,147,2
356032977210,Vi-skogen,Vi-skogen,146,6
160736919403,Företagarförbundet,Företagarförbundet Fria Företagare,141,1
355819811185620,Arba Kokalari,Moderaterna,140,1
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,140,1
100261020152077,Väsbymoderaterna,Väsbymoderaterna,135,2
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,127,6
953625484698810,Brottsofferjouren Storgöteborg,Brottsofferjouren Storgöteborg,122,1
191784467622752,Kristdemokraterna Nacka,Martin Gunnesson,122,1
342952129133948,Kultur i Malmö,Kultur i Malmö,121,1
103487509736810,Socialdemokraterna i  Gävleborg,Socialdemokraterna i Gävleborg,120,1
163820136238,LO Sverige,Landsorganisationen Sverige,120,2
179931025357058,Kommunal,Kommunal,119,2
108579507301489,Akavia,Akavia,112,2
505229989560231,Kristdemokraterna i Skåne,Kristdemokraterna i Skåne,106,2
167494870115948,Moderaterna i Lidköping,Moderaterna Lidköping,105,1
197903515345,Institute for Security & Development Policy (ISDP),Institute for Security and Development Policy,104,1
268608766607208,Svensk Tidskrift,Svensk Tidskrift,104,4
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,103,3
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,103,5
158161947576383,Skolverket,Josefin Zachrisson,≤100,1
126245644082634,Malmömoderaterna,Malmömoderaterna,≤100,1
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,≤100,2
1909176449301715,Svenskt Näringsliv Stockholms och Gotlands län,Svenskt Näringsliv,≤100,4
175843834306,WaterAid Sverige,These ads ran without a disclaimer,≤100,1
259234574258392,Miljöpartiet de Gröna i Nyköping,Åslund Björn Carl Einar,≤100,1
137137253009463,Campus Varberg,These ads ran without a disclaimer,≤100,1
116625915833782,DailySweden,Mased Media News AB,≤100,2
273402369438867,By Billgren,By Billgren AB,≤100,2
114207471980575,Brightnestgroup,Brightnest,≤100,4
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100,2
217391588404948,Katalys,Katalys,≤100,1
273249776157066,Vänsterpartiet Solna,Vänsterpartiet Solna,≤100,2
125777020786691,Mikael Damberg,Socialdemokraterna,≤100,4
104464734372564,Guardian Angels Göteborg,Guardian Angels Göteborg,≤100,1
951217261634608,Naturvårdsverket,Naturvårdsverket,≤100,4
303070626373544,Socialdemokraterna i Helsingborg,Socialdemokraterna Helsingborg,≤100,2
104760926229060,Uppsala kommun,Uppsala kommun,≤100,1
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,≤100,2
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv Värmland,≤100,4
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,≤100,1
110945563616351,Elisabet Lann,Miriam Helena Lilja,≤100,2
253510692370,Arbetaren,Arbetaren,≤100,1
774792785975042,Studieförbundet Vuxenskolan,Studieförbundet Vuxenskolan,≤100,1
744040148974429,Miljöpartiet de gröna i Katrineholm,Miljöpartiet de gröna i Katrineholm,≤100,1
237287320360804,Omtanke.today,Jenny Fors,≤100,1
171919835807,TCO,TCO,≤100,1
105051279529106,Kulturhuset Stadsteatern,Kulturhuset Stadsteatern,≤100,1
1540294046226139,Feministsmeden,Feministsmeden,≤100,1
583174765156336,Guds Hus,These ads ran without a disclaimer,≤100,1
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,≤100,11
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,≤100,4
132143480932,Nackamoderaterna,Nackamoderaterna,≤100,1
188821514474911,Preem,Preem AB,≤100,2
107889157547905,Nooshi Dadgostar,Vänsterpartiet,≤100,1
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,≤100,1
150453111655854,Folkbildningsrådet,Elin Sundling,≤100,1
150909028299502,Jernkontoret,Jernkontoret,≤100,5
87535551716,Världskulturmuseet,Världskulturmuseerna,≤100,1
101093151787525,Projekt Malmporten,Luleå Hamn,≤100,1
109397875805888,Kristdemokratiska Kvinnoförbundet,Kristdemokratiska kvinnoförbundet,≤100,1
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,2
237000919761618,Stjärnjouren - Sundbybergs trans- och tjejjour,Hannah Sörbom,≤100,1
2085982715065384,SÖRAB,These ads ran without a disclaimer,≤100,1
129664437103456,Medicinska fakulteten vid Lunds universitet,Medicinska fakulteten vid Lunds universitet,≤100,1
94400267368,Jagvillhabostad.nu,jagvillhabostad.nu,≤100,2
182071278533994,Moderaterna i Lindesberg,Moderaterna i Lindesbergs kommun,≤100,1
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,≤100,2
190164254402843,FKP Scorpio Sverige,FKP Scorpio Sverige,≤100,3
84175912332,Drevvikenpartiet,Drevvikenpartiet,≤100,1
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,≤100,1
417057608473946,Svenska Djurskyddsföreningen,Svenska djurskyddsföreningen,≤100,1
124201680936949,Telge Energi,Caroline Björkgren,≤100,1
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100,1
109765142387174,Höganäs kommun,Höganäs kommun,≤100,3
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,≤100,3
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100,4
987676224611140,Demokrati utan gränser,Demokrati utan gränser,≤100,2
450481758311196,Moderaterna i Solna,Moderaterna i Solna,≤100,1
157076904374898,ABF Stockholm,ABF Stockholm,≤100,2
91217182731,Nordiska museet,Nordiska museet,≤100,3
560378397406597,Socialdemokraterna i Skurup,Sylve Qvillberg,≤100,1
270611249728504,Miljöpartiet de gröna Kävlinge,Miljöpartiet de gröna Kävlinge,≤100,1
192567580603,Ttela,TTELA,≤100,5
157426134878218,Bodens kommun,Bodens kommun,≤100,4
24540060041,Naturskyddsföreningen i Skåne,These ads ran without a disclaimer,≤100,1
114033205273395,Svenska Burmakommittén,Svenska Burmakommittén,≤100,1
397232950335909,Strängnäspartiet,Strängnäspartiet,≤100,1
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100,9
178392422290780,Gratis i skolan,Kunskapskraft & Media Sweden AB (KKM),≤100,1
1413778618876526,StreetGäris,STREETGÄRIS,≤100,1
137064659670161,Vänsterpartiet Uppsala,Vänsterpartiet Uppsala,≤100,2
113710601984970,Barnfonden,Barnfonden Insamlingsstiftelse,≤100,2
175183894567,Liberalerna Nacka,Brohede Tellstrom Kerstin Monica M,≤100,1
115762548457515,Kvinnojouren Blenda - Växjö,These ads ran without a disclaimer,≤100,1
62185934430,Olof Palmes internationella center,Olof Palmes Internationella Center,≤100,1
328034740589662,Vänsterpartiet Eskilstuna,Vänsterpartiet Eskilstuna,≤100,1
227025727324379,MÄN Stockholm,MÄN Stockholm,≤100,1
173901972642378,Kristdemokraterna i Huddinge,Kristdemokraterna i Huddinge,≤100,4
358016594293864,Socialdemokraterna Ystad,Martensson Hans Inge Marten,≤100,3
368972829945550,AP7 Statens premiepensionsfonder,AP7,≤100,2
882970465088842,Svenskt Näringsliv Kalmar län,Svenskt Näringsliv,≤100,3
308075749348969,Svenskt Näringsliv Kronoberg,Svenskt Näringsliv,≤100,3
1797724450537743,GoClimate,GoClimate,≤100,1
341981079213456,Skellefteå,These ads ran without a disclaimer,≤100,1
1230018870391467,Medborgerlig Samling Uppsala,Medborgerlig Samling Uppsala Län,≤100,3
180578795331360,Svenskt Näringsliv Blekinge,Svenskt Näringsliv,≤100,3
637235366608588,studietid,These ads ran without a disclaimer,≤100,1
115101541907729,Värmdömoderaterna,Värmdömoderaterna,≤100,1
773867402653937,Torkild Strandberg,Torkild Strandberg,≤100,2
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100,4
128436373901416,Sverigedemokraterna Haninge,Lindefjard Peter Christian,≤100,1
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100,1
341738875932179,Centerpartiet i Karlskrona,Johan Genestig,≤100,1
109151468296542,Partiet MoD,MoD Ideell förening,≤100,4
172964230195,Hallandsposten,Hallandsposten,≤100,2
171312316271928,Brottsofferjouren Värmland,Brottsofferjouren Värmland,≤100,1
108450087340992,Malmölistan,Malmölistan,≤100,1
970101589721702,Josefin Malmqvist,Malmqvist Amanda Josefin Theresia,≤100,1
872493709501005,Svenskt Näringsliv Gävleborg,Svenskt Näringsliv,≤100,2
273254886116655,Motargument,Motargument,≤100,1
114782395316367,Socialdemokraterna i Västernorrland,Socialdemokraterna i Västernorrland,≤100,1
2026492367623580,Kristdemokraterna Lomma Bjärred,Christer Philipson,≤100,1
268593563268202,Kristdemokraterna Tyresö,Kennerberg Leif Robert,≤100,1
111566022258925,Vänsterpartiet Skåne,Vänsterpartiet Skåne,≤100,2
287287714783646,Moderaterna Botkyrka,Moderaterna Botkyrka,≤100,1
106717542012417,Kristdemokraterna Avesta,Kristdemokraterna Avesta,≤100,1
1553944598209170,Vänsterpartiet Alingsås,Vänterpartiet Alingsås,≤100,1
279546375195,Miljöpartiet de gröna i Värmdö,Miljöpartiet de Gröna,≤100,1
417957948307359,Socialdemokraterna i Täby,Socialdemokraterna i Täby,≤100,1
1481787258721235,Kristdemokraterna i Luleå,Ek Bertil Samuel,≤100,1
224366637358,Journalistförbundet,Journalistförbundet,≤100,1
277520678945640,Svenskt Näringsliv Halland,Svenskt Näringsliv,≤100,1
138052426280224,RFSU Luleå,Ulrika Dane Rfsu,≤100,1
1400334680268097,Nyheter i Västerbotten,Carl Erik Anton Bergström Nord,≤100,1
104315195453398,Ida Drougge - Lidingös riksdagsledamot,Ida Drougge,≤100,1
175240692503849,Dyslexiförbundet,Dyslexiförbundet,≤100,1
1288661951220034,Närhetsliv Boden,Bodens kommun,≤100,1
2518757028175202,Tillväxtparadigmet - podcast,Hannes Anagrius,≤100,1
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100,2
353896968104066,Centerpartiet Härnösand,Centerpartiet Härnösand,≤100,1
258559677939181,Liberalerna i Arvika,Lars Anton Sjöstedt,≤100,1
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100,1
137604056369425,Vänsterpartiet Gävleborg,Vänsterpartiet Gävleborg,≤100,1
78227917578,Bohusläningen,Bohusläningen,≤100,4
149259438557,Visit Skellefteå,These ads ran without a disclaimer,≤100,1
788657588008189,Moderaterna i Västerås,Moderata samlingspartiet i Västerås,≤100,1
378029865703169,Liberalerna Uppsala kommun,Liberalerna Uppsala kommun,≤100,2
1839404802769833,Rädda Barnen Jämtland,Rädda Barnen,≤100,1
141018729443,Hallands Nyheter,Hallands Nyheter,≤100,1
699733880123060,Tjejjouren i Lund - en transinkluderande jour,Tjejjouren i Lund,≤100,5
101328788520671,Saveabl,These ads ran without a disclaimer,≤100,1
513322965515580,Socialdemokraterna Kumla,Veronica Ulfgren,≤100,2
1436694263280462,"Centerpartiet, Vårgårda",Johansson Michael Kenth Philip,≤100,1
364172220343482,Socialdemokraterna Ekerö,Socialdemokraterna Ekerö,≤100,1
211939160389,Malmö Museer,Malmö Museer,≤100,1
135251863288,Polisförbundet,Polisförbundet,≤100,1
153991997955256,Liberal Debatt,Liberal Debatt,≤100,1
118424491641760,Naturskyddsföreningen Väst,Naturskyddsföreningen Väst,≤100,1
237863203023150,Vänsterpartiet Umeå,Vänsterpartiet Umeå,≤100,1
513520638755798,Vänsterpartiet Ystad,Brante Goran,≤100,1
111253961491352,Jobtip Job Ads Sweden,These ads ran without a disclaimer,≤100,1
212284955495610,Elektrikerna,Elektrikerna,≤100,1
100274175084897,Scenario 2030,Senario 2030,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,4
155607071162224,Socialdemokraterna i Mariestad,Kaj Sebastian Ekeroth Clausson,≤100,1
108606768485583,Vuksan Rovčanin,Vuksan Rovcanin,≤100,1
105747372174383,Kustlandspartiet-KLP,Kustlandspartiet,≤100,1
108216678020301,CGH & Jobbfrågan,Svensk Jobbdemokrati,≤100,1
155999571265763,Centerpartiet i Solna,Centerpartiet i Solna,≤100,1
103312446472124,Socialdemokraterna i Mora,ANNA-CARIN NICE MATTSSON,≤100,2
735108653195373,Vänsterpartiet Haninge,Olofsson Lars-Johan Patrik,≤100,2
108492218918,IF Metall,IF Metall,≤100,9
103093016017760,Info News,These ads ran without a disclaimer,≤100,1
110826091711924,viev.deutschland,These ads ran without a disclaimer,≤100,2
105528162248316,viev.mobilyaa,These ads ran without a disclaimer,≤100,1
106424948513158,Riksorganisationen för fortbildning om Förintelsen,Riksorganisationen för fortbildning för förintelsen,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
106620807391911,Roche,These ads ran without a disclaimer,≤100,1
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,1
396576947382356,Aranet,These ads ran without a disclaimer,≤100,1
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100,1
111014922285371,Transparency International,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
106449882358683,Новости Дня.,These ads ran without a disclaimer,≤100,1
102036617851494,elina_brevnova,These ads ran without a disclaimer,≤100,3
115816835104562,Deutsche Bank,These ads ran without a disclaimer,≤100,1
100846489215390,Cactus Cat,These ads ran without a disclaimer,≤100,4
101978933230493,DHL,These ads ran without a disclaimer,≤100,1
