Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,5065,37
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,3967,19
100947022065093,Okresowa Koalicja,Okresowa Koalicja,2759,9
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2135,39
57544755889,Amnesty International Polska,Amnesty International Polska,1443,26
190826941005885,Visit European Parliament,These ads ran without a disclaimer,1412,1
178362315106,European Parliament,European Parliament,1388,11
228168274881,wysokieobcasy,wysokieobcasy,1297,27
107750507339408,Bart Staszewski,Fundacja Basta,925,2
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,880,162
339855706171439,Dobra Fabryka,Dobra Fabryka,775,9
199877710116314,Patryk Jaki,European Conservatives and Reformists (ECR) Party - Patryk Jaki MEP,709,6
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),528,6
178415208919146,Suwerenna Polska,Solidarna Polska,524,14
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,511,45
1227194230675141,Pratia,Pratia SA,496,16
513969188677442,Compassion Polska,Compassion Polska,492,10
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,447,5
490207317852864,Obserwatorium Polityki Miejskiej IRMiR,Instytut Rozwoju Miast i Regionów,430,3
195947557131612,Fundacja Avalon,Fundacja Avalon,403,10
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,394,12
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,386,3
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,385,24
385532321805330,Pomorskie,Pomorskie,371,9
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,369,3
1683534065241470,OKO.press,OKO.press,361,22
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,358,3
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,340,7
245931812144589,Towarzystwo Edukacji Antydyskryminacyjnej,Towarzystwo Edukacji Antydyskryminacyjnej,320,10
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,315,7
391098174296294,Super Express,se.pl,307,8
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,302,2
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,301,6
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,298,1
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,281,6
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,257,3
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,254,10
111275624780972,Erase Indifference,Erase Indifference,245,4
292514454554454,Cartrack Polska,Cartrack Polska,236,2
256314858405394,Paweł Olszewski,Paweł Olszewski,227,7
163488137165461,E.ON Polska,E.ON Polska,218,14
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,218,8
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,213,3
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,212,5
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,201,23
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,195,11
102577288350341,Super Biznes,se.pl,190,7
169913419732194,Michał Jaros,Michał Jaros,189,33
276860619087002,Sylwester Tułajew,Sylwester Tułajew,184,4
