Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,6327,46
115835521825983,UNHCR Canada,UNHCR Canada,4228,112
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2889,78
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,2631,20
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,2390,3
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,2327,49
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2232,74
6319213302,Heart & Stroke,Heart & Stroke,2025,47
104811292976689,SOS violence conjugale,SOS violence conjugale,2016,12
109045051805492,Made The Canadian Way,Canadian Energy Centre,1628,8
261752512263,Canadian Red Cross,Canadian Red Cross,1484,15
160136850711053,CUPE Ontario,CUPE Ontario,1442,4
2112106495731697,Wild First,Canadian Coastal Research Society,1333,26
163336718421,PSAC - AFPC,PSAC - AFPC,1256,42
130286616989573,CECI - Centre d'étude et de coopération internationale,CECI - Centre d'étude et de coopération internationale,1152,18
168617319831578,Nature Canada,Nature Canada,1142,1
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1134,6
24235835555,Kids Help Phone,Kids Help Phone,1009,70
633812813408377,Elections Canada,Elections Canada,815,24
107385241806,Plan International Canada,Plan International Canada,782,14
53321777320,Coeur + AVC,Coeur + AVC,775,34
163261390365324,Elementary Educators,Elementary Educators,748,20
139019864276,Oxfam Canada,Oxfam Canada,746,31
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,717,31
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,706,3
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,705,52
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,680,30
177681485609462,Radio-Canada,Radio-Canada,646,30
394745970602999,The Council of Canadians,The Council of Canadians,614,18
104308078247296,Science Up First,Science Up First,562,8
230448456985193,Elections Ontario,Elections Ontario,548,4
19750184960,Greenpeace Canada,Greenpeace Canada,548,184
625254780822339,CUPE Manitoba,CUPE MB,522,6
117109432079,CAMH Foundation,CAMH Foundation,521,42
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,516,12
1097840090260804,National Police Federation,National Police Federation,501,81
202220023130891,Bell Canada,Bell Canada,457,4
195608229977,BC NDP,BC NDP,451,12
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,444,35
180862678644381,Ontario NDP,Ontario NDP,420,26
203652059653094,Government of British Columbia,Government of British Columbia,395,3
114849617772737,Care2 Canada,Press Pause Collective,394,16
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,392,231
104853517861788,Surrey’s Say on Policing,National Police Federation,392,15
901776976544599,RBC Wealth Management,RBC Wealth Management,381,4
184257548280251,Alberta's NDP,Alberta's NDP,371,25
