Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
57544755889,Amnesty International Polska,Amnesty International Polska,3256,44
178362315106,European Parliament,European Parliament,3226,17
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1996,39
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,1721,28
102931488739,Platforma Obywatelska,Platforma Obywatelska,1596,9
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,1153,2
108675458379147,Liczy się energia,Liczy się energia,1046,2
1683534065241470,OKO.press,OKO.press,1042,41
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,955,11
513969188677442,Compassion Polska,Compassion Polska,887,19
228168274881,wysokieobcasy,wysokieobcasy,850,10
50063176484,TVN24,TVN,840,18
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,797,11
107898832590939,European Commission,European Commission,744,4
136884656519145,IOM Poland,International Organization for Migration,737,6
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,566,14
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,546,97
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,465,11
1227194230675141,Pratia,Pratia SA,393,10
203627442993022,Portal Oświatowy,Wiedza i Praktyka,380,6
32104614789,Greenpeace Polska,Greenpeace Polska,379,2
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,372,7
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,346,4
311766890555,Fundacja Batorego,Fundacja Batorego,345,24
173086948664,Infor.pl,Infor.pl,344,15
145040892212618,Ministerstwo Obrony Narodowej,Ministerstwo Obrony Narodowej,332,1
178415208919146,Solidarna Polska,Solidarna Polska,323,3
104921858016507,Dzień Dobry Podatki,Michał Wilk,314,10
142218132483199,Kasa Stefczyka,Kasa Stefczyka,309,7
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,303,5
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,287,6
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,284,1
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,280,3
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,270,31
391098174296294,Super Express,se.pl,270,6
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,253,22
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",243,15
475584852475176,Pozytron,Bartłomiej Jan Ginter,230,7
110058531445574,Janusz Cieszyński,Janusz Cieszyński,226,1
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,223,3
406758116099067,Fundacja Kasisi,Fundacja Kasisi,223,3
339855706171439,Dobra Fabryka,Dobra Fabryka,219,12
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),210,3
307132666893918,Fundacja Głosuj na Kobietę,Głosuj na Prawa Kobiet,206,12
385532321805330,Pomorskie,Pomorskie,206,2
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,199,3
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,197,10
256314858405394,Paweł Olszewski,Paweł Olszewski,191,4
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,188,14
111993840665768,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,Stowarzyszenie Ks. Piotra Skargi,187,4
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,184,84
149902472546,Wyborcza.pl Trójmiasto,Wyborcza.pl Trójmiasto,178,7
514735281965536,Demagog,Stowarzyszenie Demagog,174,9
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,174,11
199877710116314,Patryk Jaki,Patryk Jaki,168,2
133482470024453,Newsweek Polska,Newsweek Polska,160,4
131511477684330,Znak Horyzont,Społeczny Instytut Wydawniczy Znak sp. z o.o.,158,13
108006762199271,Renta Wdowia,Renta Wdowia,157,3
273827962690526,Otwarte Klatki,Otwarte Klatki,154,9
122436147816214,Skłodowscy.pl,Kancelaria Podatkowa Skłodowscy,153,14
490207317852864,Obserwatorium Polityki Miejskiej IRMiR,Instytut Rozwoju Miast i Regionów,149,2
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,147,8
170211486374731,Miasto Lublin,Urząd Miasta Lublin,143,1
305401181544,UNICEF Poland,UNICEF Polska,143,3
111536078074010,Strefa Logopedy,Wiedza i Praktyka,142,2
1863743663893316,Fundusz Obywatelski im. Henryka Wujca,Fundacja dla Polski,141,8
136390556431938,Pracownia na rzecz Wszystkich Istot,Pracownia na rzecz Wszystkich Istot,141,1
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,139,7
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,135,7
101231981264335,Arkadiusz Iwaniak Poseł na Sejm RP,Biuro Poselskie Arkadiusza Iwaniak,133,1
133482470024453,Newsweek Polska,These ads ran without a disclaimer,132,4
1546454742302867,Krzysztof Paszyk,Krzysztof Paszyk Polskie Stronnictwo Ludowe,127,2
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,126,2
230415296997772,bydgoszcz.pl,bydgoszcz.pl,125,2
101510036210805,Centrum Interwencji Kryzysowej w Łodzi,Centrum Promocji i Rozwoju Inicjatyw Obywatelskich OPUS,124,4
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,124,10
100818839196202,Karina Kozłowska,Karina Kozlowska,122,1
1044561172373086,Dom Samotnej Matki w Zielonej Górze,Dom Samotnej Matki w Zielonej Górze,122,1
69153026654,Jerzy Buzek,Jerzy Buzek,119,2
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,117,2
2652652818292489,DAGMA bezpieczeństwo it,DAGMA SP Z O O,116,4
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,113,21
971833706177522,Kraków dla Mieszkańców,Kraków dla Mieszkańców,112,4
1496359750659795,Michał Wójcik,Michał Wójcik,112,2
230754547069436,Michał Woś,Michał Woś Poseł na Sejm RP,112,2
1756392918011290,Poleco - Targi Ochrony Środowiska,Grupa MTP,107,2
103313195938496,Dolnośląskie Forum Gospodarcze,Dolnośląskie Forum Gospodarcze,104,3
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,103,7
1100158536843507,Andrzej Gut-Mostowy,Biuro Poselskie Andrzeja Guta-Mostowego,101,2
141049865933925,Katolicka Agencja Informacyjna / KAI,Katolicka Agencja Informacyjna,≤100,1
100302862419697,"Wielkopolska, tej",UMWW,≤100,11
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100,4
458946977560698,Paweł Szefernaker,Paweł Szefernaker,≤100,2
100626195871591,Mateusz Wagemann - Wicewojewoda Zachodniopomorski,Mateusz Wagemann,≤100,2
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100,9
142614625077,WWF Polska,WWF Polska,≤100,4
127619873953536,Stefczyk.info,Stefczyk.info,≤100,3
561109754080680,Związek Miast Polskich,Związek Miast Polskich,≤100,1
74863922834,Krytyka Polityczna,Krytyka Polityczna,≤100,4
104313762397672,PolitykaRolna.eu - Nowa Wspólna Polityka Rolna projekt Infocap PL,Plantpress Sp. z o. o.,≤100,1
521216701360487,MURATOR,MURATOR,≤100,5
182216700504,Wyborcza.pl Katowice,Gazeta Wyborcza,≤100,2
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,2
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100,17
1450396205268277,Łukasz Reszka - Starosta Świdnicki,Łukasz Piotr Reszka,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100,8
147933852589411,Budżet Obywatelski Ustka,Agata Sobiczewska,≤100,1
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100,5
109218848183780,Marek Woźniak,UMWW,≤100,2
170894632966683,Warszawski Instytut Bankowości,Sektorowa Rada ds. Kompetencji Sektora Finansowego,≤100,3
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100,5
521455024585216,Follow The Step,These ads ran without a disclaimer,≤100,1
101767875458256,Stowarzyszenie Rozwoju Lokalnego Zamojszczyzna,Stowarzyszenie Rozwoju Lokalnego Zamojszczyzna,≤100,2
100174855998824,"Беларускі полк ""Пагоня"" / Belarusian Regiment Pahonia","Беларускі полк ""Пагоня"" / Belarusian Regiment Pahonia",≤100,4
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100,1
