Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
65929129383,Røde Kors,Røde Kors,11226,56
101875098313543,Andel,Andel,11083,9
1595135787365287,Dansk Retursystem,Dansk Retursystem,6735,3
26458152911,SOS Børnebyerne,SOS Børnebyerne,5295,20
59143726810,Psykiatrifonden,Psykiatrifonden,5090,4
63691965101,UNICEF Danmark,UNICEF Danmark,4873,42
72672361910,Børns Vilkår,Børns Vilkår,4589,11
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,4118,18
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,3801,22
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3765,31
399210657232918,PlanBørnefonden,PlanBørnefonden,3575,12
116269191760882,DSB,DSB,3265,6
250994288337708,Sex og Samfund,Sex og Samfund,3224,12
55365680705,Greenpeace Danmark,Greenpeace Danmark,3094,64
12787473132,Berlingske,Berlingske,2272,23
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1957,22
67571270393,Red Barnet,Red Barnet,1941,6
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1832,15
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1598,1
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,1451,6
144965885963,Oxfam Danmark,Oxfam Danmark,1392,12
154415494575789,IDA,IDA,1327,3
41459763029,Socialdemokratiet,Socialdemokratiet,1168,12
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1143,52
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,1070,6
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,1059,6
167891603415958,Lederne,These ads ran without a disclaimer,1014,3
304554445813,Videncentret Bolius,Videncentret Bolius,993,12
87468072466,Copenhagen Pride,Copenhagen Pride,954,1
133707013355759,Danner,Danner,949,1
102154048301476,Lederstof.dk,Lederne,821,21
867877683280051,Weekendavisen,Weekendavisen,781,14
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,739,22
304554445813,Videncentret Bolius,Bolius,661,3
748887235210811,Obton Forvaltning A/S,Obton A/S,623,7
126543540781090,Ældre Sagen,Ældre Sagen,565,23
799753056713196,Lars Sandahl Sørensen,Dansk Industri - DI,533,1
36664432940,Amnesty International Danmark,Amnesty International Danmark,499,11
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,479,1
447217575331947,Martin Lidegaard,Martin Lidegaard,459,2
287306323369,Børnecancerfonden,Børnecancerfonden,440,2
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,438,21
246977185497434,Plastic Change,Plastic Change,434,15
