Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
101468615265397,Quiztest English,These ads ran without a disclaimer,137582,1
547821942058909,Pilipinas Today,WFPH,9876,69
1566478310240623,Francis Tolentino,Francis Tolentino PH,9037,27
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,7335,3
269175894020945,Pilipinas Today,WFPH,7253,38
2271543113085523,Pilipinas Today AM,WFPH,6664,44
109391368667613,"Doc Candice Q. Ansorge, MD",These ads ran without a disclaimer,3540,2
1922749344643532,The World Tonight,The World Tonight,3052,28
101090959546865,Carl Balita Review Center - Cbrc,Ruel Jr Holgado Nieva,2812,10
115419768085260,Lokal,Lokal,2684,2
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,2197,3
325780477966356,Geo 24/7,Energy Development Corporation,2068,13
585583411583810,ONE CAVITE,ONE CAVITE,2000,1
100170811672425,Pilipinas Today Kyusi,WFPH,1908,11
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",1525,1
838385792877738,Trending Pa-More,Trending Pa-More,1500,1
1571061213111533,GlobeICON,Globe Telecom,1492,1
100667769054642,Buildbetterph Supporters,Clutchmedia PH,1368,1
102532175283826,OK si Odie Tarriela,Ok Si Odie Tarriela,1287,8
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1243,2
110906614080083,Ang Realidad PH,Clutchmedia,1240,1
107768512296982,Century Tuna Saving Our Seas,Jessa Charvie Gomez Ganongan,1173,4
216741958412414,Avon Worldwide,These ads ran without a disclaimer,1157,4
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1116,18
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,1066,4
111619130608032,Local Government Unit of Magalang Pampanga,Marco Sevillano Rafer Lacson,1042,1
103751355997012,Optum Philippines,These ads ran without a disclaimer,1024,1
186667502068528,Larry De Costa,WFPH,1016,11
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1014,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,986,1
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,974,3
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,881,2
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,853,2
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,843,2
307380403398913,Magsasaka Partylist,Magsasaka Partylist,840,3
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",837,12
495629064258114,Lolita Karen Javier,Amor U. Nacional,813,1
248113532485940,Alexie B. Tutor,Marjorie Galagar Escuadro,730,3
104084935695718,Digital Pinoys,Digital Pinoys,718,1
223618785182273,Pilipinas,WFPH,705,7
112952897079549,Energy Development Corporation,Energy Development Corporation,660,5
109710341495997,Atty. Alex Abaton,Cosairi Abedin Maniri,646,2
1344097822347905,Surigao Digital News,Surigao Digital News,646,2
279292210553771,Protect the Verde Island Passage,"Center for Energy, Ecology, and Development",632,2
254225618540932,Love ng QC si Teacher,Polsure,624,2
100107185753805,Rep. Claudine Bautista,Rep. Claudine Bautista,606,4
1424468067858949,Vice Justin Gatuslao,Justin Dominic Silos Gatuslao,596,3
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,593,6
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,590,8
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,553,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,547,3
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,522,2
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,510,11
257830240980106,Ronnie Dadivas,Roxas City United,492,2
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,433,5
100524842436526,Malayang Pilipinas,The Message Booster Corp.,433,9
537843086665379,City Inquirer,City Inquirer,420,7
290009901573686,SK Federation of Pagbilao,Josie Irma Roqueza Luce,389,1
102169376224571,WagGas,Aryanne Shirene Tarun De Ocampo,355,1
226677414910322,Congresswoman Baby Aline Vargas Alfonso,Congresswoman Baby Aline Vargas Alfonso,351,3
103485942191411,Juan Bulletin,Polsure,347,1
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,345,2
373618003101418,Senior QCitizen,Polsure,342,1
176725369945441,Pilipinas Today,The World Tonight,338,5
