Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,216368,7
109886133732943,RESCUE - Sverige,RESCUE - Sverige,51346,11
608975645850217,Vattenfall,Vattenfall Sverige,28763,18
151159271594797,Systembolaget,Systembolaget,23674,5
111630258867610,Röda Korset,Röda Korset,18086,24
369582590803,Dagens ETC,ETC-tidningarna,17677,50
59324455950,UNICEF Sverige,UNICEF Sverige,17585,14
382243262003,Plan International Sverige,Plan International Sverige,15926,21
279974638809211,Oxfam Sverige,Oxfam Sverige,14316,6
95735961890,Greenpeace Sverige,Greenpeace Sverige,10503,191
1757191391203190,Proethos fond,Proethos AB,9743,4
114526821939129,Arla,Arla,9250,5
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),8908,30
161213770567846,Operation Smile Sverige,Operation Smile Sverige,8664,8
19746853632,Djurens Rätt,Djurens Rätt,8201,2
237146235237,Timbro,Tankesmedjan Timbro,5767,36
72659261793,Rädda Barnen,Rädda Barnen,5686,44
162985227114132,Skellefteå Kraft,Skellefteå Kraft,5465,4
101341883359561,Matsmart Sverige,Matsmart,4047,22
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,3513,18
42676805259,Diakonia,Diakonia,3425,22
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2969,61
506685746198996,DebattNytt,Bror Carl Jakobsson,2655,1
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,2452,9
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2288,34
186513678039755,Fortum,Fortum Sverige,2261,31
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2174,6
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",2092,2
106579105171694,ETC nyhetsmagasin,ETC Media AB,2086,4
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1577,8
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,1564,5
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1474,28
1633181116933852,SvD Junior,SvD Junior (SvD),1449,23
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1390,13
1534982756793690,Foodvisor,These ads ran without a disclaimer,1250,2
1419307421424959,Demokraterna,Demokraterna,1152,1
110813562940,Vision,Vision,1055,1
8040892957,Socialdemokraterna,Socialdemokraterna,1004,24
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,990,23
212604496324,Fackförbundet ST,Fackförbundet ST,971,62
314872662206,Ekonomifakta,Ekonomifakta,935,70
190362484322035,Komlitt förlag,Emma Holmström,783,14
103296115466644,Skattenytta,Kommissionen för Skattenytta,684,6
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,665,15
112225970344,Räddningsmissionen,Räddningsmissionen,659,25
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,654,27
1005361066218702,Norrtåg,Norrtåg,608,1
251829904829983,David Lega,David Lega - Kristdemokraterna,596,1
273053169937029,ClimateHero,ClimateHero,586,7
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,584,2
1531320107133721,Syre,Dagens O2 AB,578,4
166406746310,Resumé,Resumé,578,2
296423575695,Afrikagrupperna,Afrikagrupperna,576,11
111699453757094,Soft Towel Games,These ads ran without a disclaimer,568,3
153270724787,Amnesty International Sverige,Amnesty International Sverige,541,13
126567104406,Hyresgästföreningen,Hyresgästföreningen,538,30
113710601984970,Barnfonden,Barnfonden,537,5
328754490337,Vårdförbundet,Vårdförbundet,535,30
965458110149319,Byggindustrin,Byggindustrin,520,2
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,499,20
356032977210,Vi-skogen,Vi-skogen,499,6
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,486,2
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,478,5
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,470,8
653072158104424,Emma Wiesner,Emma Wiesner,445,1
175843834306,WaterAid Sverige,WaterAid Sverige,431,11
239855722130,Nyhetsmagasinet Fokus,Fokus,405,8
109969847586061,Morgon-Tidningen,AIP Media,396,1
887305194662637,Axess Magasin & TV,Axess Magasin & TV,373,3
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,369,1
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,362,18
126245644082634,Malmömoderaterna,Malmömoderaterna,347,3
120745044633792,Lunds universitet,Lunds universitet,327,1
539297539496434,Dagens Samhälle,Dagens Samhälle,323,1
312084019369,Dagens Medicin,Dagens Medicin,314,1
1089666701084947,Timbro förlag,Timbro Förlag,306,5
150453111655854,Folkbildningsrådet,Elin Sundling,296,2
163305633746125,Karneval förlag,Holviks,295,1
