Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
219541704832846,National Reading Movement,National Reading Movement,325,4
425106448078044,"Ministry of Law, Singapore","Ministry of Law, Singapore",217,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,185,2
176678252464215,OCBC Bank,OCBC Bank,179,1
1431290720462304,The Best of You - Julie's,Julie’s Manufacturing Sdn. Bhd.,101,7
349837171746401,Ministry of Trade & Industry,"Ministry of Trade and Industry, Singapore",≤100,3
115161084044,World Vision Singapore,World Vision Singapore,≤100,6
836689413097228,Our Grandfather Story,Our Grandfather Story,≤100,1
699812100045380,SG Enable,SG Enable,≤100,3
129011692114,The Straits Times,The Straits Times,≤100,5
1531909430459040,Schneider Electric,Schneider Electric,≤100,4
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,10
136982159795537,Institute of Policy Studies - IPS,Institute of Policy Studies,≤100,1
219808688070361,Ministry of Sustainability and the Environment,Ministry of Sustainability and the Environment,≤100,1
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,10
126996258015076,Global Ehsan Relief Singapore,Global Ehsan Relief Singapore,≤100,3
166565800052060,ConnexionSG,Nexus,≤100,1
123698491019029,Lombard Odier Group,These ads ran without a disclaimer,≤100,1
1468082613467781,Nee Soon Town Council,Nee Soon Town Council,≤100,6
343347583411734,歡樂大東家,These ads ran without a disclaimer,≤100,3
256953359544240,ExxonMobil Singapore,ExxonMobil,≤100,4
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
122093814564174,AIA,These ads ran without a disclaimer,≤100,1
2052922968263010,96.3好FM,Nur Ashiqin Binti Jaffar,≤100,1
110407418475258,中国驻新加坡使馆公使衔参赞王珞,中国驻新加坡使馆公使衔参赞王珞,≤100,1
105640164784251,Singapore United Party,Zhu Laicheng,≤100,1
493521970720604,Civil Aviation Authority of Singapore,These ads ran without a disclaimer,≤100,1
160823460655497,Lianhe Zaobao 联合早报,Lianhe Zaobao 联合早报,≤100,1
760185027711926,Scientific Feed,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,1
267046486680260,Dubai Electricity and Water Authority - DEWA,These ads ran without a disclaimer,≤100,1
102470965836621,Sustainability MDPI,These ads ran without a disclaimer,≤100,2
101749628198714,Promova,These ads ran without a disclaimer,≤100,2
105743361735500,New to Money Português,These ads ran without a disclaimer,≤100,1
107977331797625,My New Trends,These ads ran without a disclaimer,≤100,1
107323451863865,Millennial Geeks,These ads ran without a disclaimer,≤100,1
107863022280731,Lin-bmd-06,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
643057169228509,FT Channels,These ads ran without a disclaimer,≤100,1
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
151405678864363,全民Party,These ads ran without a disclaimer,≤100,2
2316804725260574,Readyer,These ads ran without a disclaimer,≤100,1
103959811845477,Blue Gazette,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,2
150793518281117,Covestro,These ads ran without a disclaimer,≤100,2
1179605638874368,The Social Tribune,These ads ran without a disclaimer,≤100,1
