Page ID,Page name,Disclaimer,Amount spent (SLL),Number of ads in Library
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,12323,2
106827194681183,Africa Equity Media,These ads ran without a disclaimer,700,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,600,2
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
813204118794210,Djobey Consulting Corporation,These ads ran without a disclaimer,≤100,1
102564889076330,"Christian Prayer Retreat Centre ""CPR Global Centre""",These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
110541065187745,Danny Nguyen,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,7
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
