Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),17365,26
125934997444897,SuperBrugsen,Coop,12859,4
26458152911,SOS Børnebyerne,SOS Børnebyerne,10667,37
220361474643059,Arla,Arla,6417,20
65929129383,Røde Kors,Røde Kors,5660,22
399210657232918,PlanBørnefonden,PlanBørnefonden,5035,23
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,4632,25
67571270393,Red Barnet,Red Barnet,4178,38
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,3601,3
116269191760882,DSB,DSB,3586,1
122577072476986,Amalo,Amalo,3039,18
867877683280051,Weekendavisen,Weekendavisen,2913,27
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,2904,42
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2838,35
59143726810,Psykiatrifonden,Psykiatrifonden,2458,7
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,2393,7
748887235210811,Obton Forvaltning A/S,Obton A/S,2330,22
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,2327,10
12787473132,Berlingske,Berlingske,2208,30
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,2117,4
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1445,36
55365680705,Greenpeace Danmark,Greenpeace Danmark,1359,44
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1230,10
106468772046278,Project Greensand,Project Greensand,1183,4
102154048301476,Lederstof.dk,Lederne,1171,2
250994288337708,Sex og Samfund,Sex og Samfund,1128,8
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1075,22
130388840342741,Danske Bank,Danske Bank,955,5
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,856,18
437410226312057,Københavns Kommune,Københavns Kommune,827,4
864373427248898,Dybbøl Banke Skansegården,Charles Ginnerskov,789,7
287306323369,Børnecancerfonden,Børnecancerfonden,787,2
1643818125897989,Fonden Novavi,Fonden Novavi,782,23
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,776,20
154415494575789,IDA,IDA,710,4
72672361910,Børns Vilkår,Børns Vilkår,652,12
109777417966097,Syddjurs LIV,SyddjursLIV,625,1
