Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
106136394376777,Idan Yakov,Rama Yarimi,12585,48
121179420924897,המשאל של ישראל,הביתה,10284,35
113172981678041,הביתה,הביתה,8600,40
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,7544,16
104743111658191,Ron Ben Shushan,רון בן שושן,2810,13
103907495935157,צו חירום,צו חירום,2621,28
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2498,3
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,1889,6
1073548259341247,לובי 99,לובי 99,1653,1
386571688100362,יהדות חילונית רבנים חילוניים,יהדות חילונית רבנים חילוניים,1576,28
203379449685023,לוחמים לשלום,לוחמים לשלום,1354,7
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,1231,2
325048350950892,רמי גרינברג,עיריית פתח תקוה,1090,37
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1077,5
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,894,4
103851895179872,אמהות לביאות,Nataly Milner,893,4
137449656335533,Amnesty International Israel,Amnesty International Israel,867,55
2241550506131359,שמואל בוקסר,שמואל בוקסר,819,6
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,798,37
1662907067255622,איגוד הגז הטבעי,Unik,755,6
310682515717507,ועד מקומי צור הדסה,ועד מקומי צור הדסה,725,1
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",669,11
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,663,17
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,659,5
604890186681585,מור ויצמן,Mor Weitzman,635,5
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,613,4
198917210119704,שלום עכשיו,שלום עכשיו,608,4
153664638161877,מתן דיל- Matan Dil,מתן דיל,592,2
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,רז קינסטליך - ראש עיריית ראשון לציון,572,1
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,571,43
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",561,14
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,551,1
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,536,4
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,527,6
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,511,1
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,483,6
113605434994253,דודו כהן לראשות עיריית טירת כרמל,כד למועצת העיר טירת הכרמל,477,4
105907482438233,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,שלומית שיחור רייכמן,473,5
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,469,50
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,469,4
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,465,1
128641160502301,גלובס - Globes,גלובס - Globes,456,2
172654247853282,Shenhav musanbar,Shenhav Musanbar,456,16
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,449,3
1099335593559205,כנס החירות FreedomCon,THE OBJECTIVIST FREEDOM CENTER LTD. (CC),440,9
116194014677604,עופר סלע. ממשיכים את התנופה ביואב,Ofer Sela,427,6
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,412,7
109970322392972,מפלגת הליכוד,מפלגת הליכוד,402,1
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,381,4
204780362875106,מקור ראשון,מקור ראשון,378,99
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,375,1
110666185245278,יעלה - מעלים את מגידו על המסלול,יעלה לוי,360,4
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,357,8
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,347,2
108988678714619,בית הציונות הדתית,בית הציונות הדתית,346,6
124894077550811,ישראל חופשית,ישראל חופשית,339,8
108787681841168,רישיון נשק בקליק,Michael Michel Levi,338,2
189543984502825,משה קונינסקי,משה קונינסקי,338,2
377161539406940,רפי סער,רפי סער,333,4
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,329,4
143563882388180,עיריית אשקלון,עיריית אשקלון,314,2
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,313,15
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,312,3
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,299,4
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,294,4
256546887847232,עיריית רמת גן,עיריית רמת גן,287,3
107513851985192,Osher Hodos,Osher Hodos,283,7
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,280,15
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,279,5
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,276,3
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",267,3
361464970647064,זהר בלום,זהר בלום,262,1
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,255,1
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,251,2
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,248,3
