Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,53290,4
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,36911,12
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,31388,15
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,28514,10
109004905332009,El corazón de la transformación,El corazón de la transformación,27603,174
108819392526809,Partido Acción Nacional,Partido Acción Nacional,26129,30
245495562137150,Mitofsky,Roy Campos,21834,138
923633637651202,Morena Sí,Morena Sí,17459,36
109312438635466,Cruzada Morenista,cruzadamorenista.com,15938,116
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,15256,19
112882117843391,Morena Estado de México,morenaedomex.si,14914,64
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,13342,40
100327629549678,Transformando con Claudia,Transformando con Claudia,11344,29
548030698711734,Arturo Ávila,These ads ran without a disclaimer,11173,1
100206439556436,Jalisco Jala con Claudia,Jalisco Jala con Claudia,11116,87
254852601222832,CEMEX México,CEMEX México,9494,49
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,9441,9
122404620204,Oxfam México,OXFAM MEXICO AC,8829,4
2254153318173594,Informate Campeche,Informa campeche,8806,1
104868202533100,Café y Noticias Mx,cafeynoticiasmx.com,8342,29
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,8044,4
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,7934,2
161020766408,Gobierno del Estado de Querétaro,Gobierno del Estado de Querétaro,7817,14
56713285274,Greenpeace México,Greenpeace México,7764,17
340786939279382,Secretaría de Educación de Guanajuato SEG,Secretaría de Educación de Guanajuato,7516,4
1540267016299241,Gobierno de Atizapán de Zaragoza,Gobierno de Atizapán de Zaragoza,7496,91
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,7192,6
449319475244963,Comité Directivo Estatal del PAN Chihuahua,Comité Directivo Estatal del PAN Chihuahua,6646,9
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,6591,8
285058928236909,Mauricio Vila,Mauricio Vila,6363,24
113573477135935,Servicio de Administración Tributaria del Estado de Guanajuato,Servicio de Administración Tributaria del Estado de Guanajuato,6297,5
104680124489636,Demoscopia Digital,Demoscopia Digital,6201,38
102084795217656,Cuatro T,Cuatro T Noticias,6007,4
107122090875492,Alejandro Gómez Cazarin,ALEJANDRO GÓMEZ CAZARIN,5901,1
455208497905538,Secretaría del Migrante y Enlace Internacional,Adsproject Media,5674,4
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,5522,32
101252239569220,Transformando Morelos,Transformando Morelos,5409,33
669306863144908,Alberto Esquer,Moisés González,5306,12
104800055232221,Electoralia,electoralia,5014,62
