Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,26870,4
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,22286,12
285058928236909,Mauricio Vila,Mauricio Vila,18234,24
292073374782474,Gobierno de Tlalnepantla de Baz,Municipio de Tlalnepantla,15089,8
449095701815347,Salvador Zamora,Salvador Zamora,14968,7
100557755099985,Convocatorias 2023,Convocatorias 2023,13211,38
106865972279596,Por amor a México,Por Amor A Mexico,12925,12
54779960819,United Nations,United Nations with Facebook Ad Credits,11399,9
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,9775,7
101404116150740,La Verdad Maya,La Verdad Maya,8871,6
104680124489636,Demoscopia Digital,Demoscopia Digital,8146,65
1545555582174942,TResearch,TResearch,8061,18
303184083041100,Gobierno del Estado de Yucatán,Gobierno del Estado de Yucatán,7745,22
110211745174793,Opinion Pública,Opinion Publica,7574,45
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,7528,14
105097171575007,La LOCAL Mx,La LOCAL Mx,6776,2
109634395756375,Save the Children México,Save the Children México,6439,12
264773293005,Marko Cortés,Partido Acción Nacional,6423,1
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,6189,1
142277375928938,Protección Civil Tlalnepantla,Municipio de Tlalnepantla,6128,9
117194212331544,Edoméx Te Informa,Edomex Te Informa,5832,7
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,5784,14
56713285274,Greenpeace México,Greenpeace México,5629,16
818596368168362,Sylvana Beltrones Sánchez,Sylvana Beltrones Sánchez,4485,27
105728245738079,Sigue López #conadánsí,Que Siga López,4361,11
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,4202,6
245685942538080,VOTA Querétaro,VOTA Querétaro,4066,14
106763384981876,La Prensa Mx,Maria Elena Reyes Garcia,3595,3
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,3518,44
102153179367143,Cultura Tlalnepantla,Municipio de Tlalnepantla,3384,3
148709191834718,Alcaldes de México,Alcaldes de México,3382,6
100299169219163,Dirección de Sustentabilidad Ambiental Tlalnepantla,Municipio de Tlalnepantla,3331,5
101204342089098,Diana Karina Barreras,Diana Karina Barreras,3298,11
203709812204,José Ramón Gómez Leal JR,Jose Ramon Gomez Leal,3138,8
421877377878288,Municipio de Querétaro,Municipio de Querétaro,3005,4
361036630742937,La Política Online MX,La Política Online MX,2988,6
109697971929647,Paraíso Morenista,paraisomorenista.com,2969,31
120544204635995,Gobierno de Baja California,Gobierno de Baja California,2921,4
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,2877,33
48966795116,Amnistía Internacional México,Amnistía Internacional México,2672,4
312685741710,H. Ayuntamiento de Puebla,Ayuntamiento de Puebla,2661,10
106794678874700,4TI,4TImpacto,2528,31
2011285802526787,El Soberano,El Soberano,2495,1
192680674189566,El Respetable,Bruno Agustin López Arguelles,2427,8
122404620204,Oxfam México,OXFAM MEXICO AC,2178,2
643513979193133,Unidos por Beatriz,Neuma,2155,6
1872765882942974,Imelda Sanmiguel,Imelda Sanmiguel,2049,14
349362031895959,Julián Zacarías Curi,Julián Zacarías Curi,2014,15
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,2000,4
110046841554967,Dirección de Desarrollo Urbano Tlalnepantla,Municipio de Tlalnepantla,1995,3
458859544909547,DICES,DICES,1989,22
103436538894727,Dirección Jurídica Tlalnepantla,Municipio de Tlalnepantla,1984,3
100192769223405,Dirección de Promoción Económica Tlalnepantla,Municipio de Tlalnepantla,1979,3
133478060111915,CEMEX Impacto Social,CEMEX Negocio Responsable,1949,22
377671629054421,Polemon,Polemon,1900,1
101683735119994,El Reportero,El Reportero,1878,8
101369119427544,La Cuestión Mx,La Cuestión Mx,1837,31
387796290649,GNP Seguros,GNP Seguros,1829,2
107545594505870,Perfekto,Perfekto,1825,7
106006482764390,Gobierno del Estado de Sinaloa,Gobierno del Estado de Sinaloa,1821,6
572887279531469,Román Alberto Cepeda,Román Alberto Cepeda,1764,5
110552178493339,TcoNoticias,TCO Noticias,1764,31
279469625434543,Paco Cienfuegos,Paco Cienfuegos,1761,31
105624182802445,NMás,NMás,1740,2
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,1725,1
449319475244963,Comité Directivo Estatal del PAN Chihuahua,Comité Directivo Estatal del PAN Chihuahua,1713,2
109752078573994,Transformando México,Transformando a México,1688,30
108323052052660,Noticias Nacionales,Noticias Nacionales,1662,26
107569015351640,Gestoría Social Para El Bienestar 7,Luis Felipe Benitez Gomez,1660,1
350508488860,Renán Barrera,Renán Barrera,1636,6
1861550397441449,Revista32,Revista32,1619,18
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,1571,1
186073704903313,México elige,México Elige,1540,18
206604539439888,Luis Nava,Luis Nava,1517,10
202456989183,Gobierno de Monterrey,Gobierno de Monterrey,1511,3
108471668438894,Revolucion San Luis,DEGI,1473,31
254852601222832,CEMEX México,CEMEX México,1434,12
102140472358766,Dirección de Obras Públicas Tlalnepantla,Municipio de Tlalnepantla,1343,2
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,1332,3
100357539208164,Dirección de Servicios Públicos Tlalnepantla,Municipio de Tlalnepantla,1330,2
110841274807666,Instituto Municipal de la Juventud,Municipio de Tlalnepantla,1324,2
110902534801030,Dirección de Movilidad Tlalnepantla,Municipio de Tlalnepantla,1323,2
1528235827246797,Yucatán al Momento,Yucatán Al Momento,1289,10
360811057341855,PAN Nuevo León,PAN Nuevo León,1262,1
236254476579304,Enrique Vargas Del V.,Enrique Vargas Del V.,1255,7
106230458464254,Marissa Magaña,Marissa Magaña,1235,4
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,1196,1
500239473449030,PES Michoacán,Partido Encuentro Solidario,1190,23
103451872329701,Salvemos Miles de Vidas México,Juan Antonio Loredo Velasco,1155,4
108742671346499,El MP Digital,Antonio Jair Diaz Calderon,1154,3
107652783975551,CS Medicina Estética,CS Medicina Estética,1119,1
338174139686776,Mauricio Kuri,Mauricio Kuri,1119,11
100242005506001,Medestetic México,Medestetic México,1119,1
112806673771498,Andrea Chávez,Andrea Chavez Treviño,1117,4
180425288675416,Manuel Rodríguez González,Manuel Rodríguez González,1115,5
369980863177123,Eder López,Partido Encuentro Solidario,1109,28
961310490582166,FeliFer Macías,Felipe Macías,1105,1
660181064597929,Sr. Político,srpolitico.com,1100,1
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,1094,2
