Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
106626487721376,Amazon Europe,Amazon Europe,4462,30
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,3541,18
7715002593,UNICEF UK,Unicef UK,3165,31
102639461303190,Fair Pay For All,Fair Pay For All,2835,77
186622728032,RSPB,RSPB,2351,145
311627208673,WWF UK,WWF UK,1951,45
9250349228,Greenpeace UK,Greenpeace UK,1911,12
569834799727730,National Grid UK,National Grid UK,1831,62
10677003998,Shelter,Shelter,1609,281
35671512696,World Animal Protection UK,World Animal Protection UK,1530,139
407834355957354,NatWest Business,NatWest Group plc,1281,8
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1267,4
7214031395,Oxfam Great Britain,Oxfam Great Britain,1182,121
45986010500,Barnardo's,Barnardo's,1145,12
7043497714,Christian Aid,Christian Aid,1113,29
177855115588808,The Week UK,The Week UK,1110,26
799576543492660,The Week Junior,The Week Junior,955,56
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,951,21
100771226087265,Susie's Tips,Susie's Tips,916,7
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,912,28
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),884,154
121936349543,World Vision UK,World Vision UK,861,55
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,853,22
104255571968810,Save My Vape,Save My Vape,846,22
175338329150218,Help For Heroes,Help for Heroes,825,45
7527864602,WaterAid UK,WaterAid UK,744,54
13047522725,Crimestoppers,Crimestoppers,743,74
117476785190,Save the Children UK,Save the Children UK,710,30
212038972186253,Transport for London,Transport for London,623,5
104768005247443,Say No To WHO,Say no to WHO,600,3
453624597990055,The Separated Child Foundation,The Separated Child Foundation,578,14
109602554296513,Your Funded Energy Solution,Your Funded Energy Solution,568,14
139695000173,Good Energy UK,Good Energy,517,102
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,503,12
