Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
75665129515,Go Negosyo,Go Negosyo,19373,7
109322002065194,EKIS,EKIS,10590,40
547821942058909,Pilipinas Today,WFPH,6942,41
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,5302,2
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,4714,2
1922749344643532,The World Tonight,The World Tonight,3991,29
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,3664,28
1566478310240623,Francis Tolentino,Francis Tolentino PH,3477,19
223618785182273,Pilipinas,WFPH,3252,16
105929115643626,Caroline Tanchay,Caroline Tanchay,2583,7
269175894020945,Pilipinas Today,WFPH,2462,11
109571544118045,Comentaryong HAVEY,PBJ Mediaworks,2424,2
390884307668604,"Jose Mari ""Joey"" G. Peláez","Jose Mari ""Joey"" G. Peláez",2342,6
118263363420286,Pilipinas Today Ilocos,WFPH,2189,16
495629064258114,Lolita Karen Javier,Lolita Karen Javier,1795,3
265779500134955,SM Supermalls,SM Supermalls,1647,8
100170811672425,Pilipinas Today Kyusi,WFPH,1636,8
701517253228758,DOSTv,DOSTv,1625,6
105909455838674,Panatag,DAKILA Philippine Collective for Modern Heroism,1560,1
102550901310332,Pilipinas Visayas,WFPH,1333,14
121843141182573,Ayala Corporation,Ayala Corporation,1270,1
176725369945441,Pilipinas Today,The World Tonight,1232,10
558694637671776,Congressman  Pantaleon Alvarez,Congressman  Pantaleon Alvarez,1147,2
100562967966954,Filipinas Radyo AM,WFPH,1074,11
103751355997012,Optum Philippines,Optum Philippines,999,1
228700014146287,Filipinas Bisaya,Filipinas Bisaya,986,10
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,953,1
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,910,2
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,882,6
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,874,2
