Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
113969008665734,Ministère de la Santé et des Services sociaux (MSSS),Ministère de la Santé et Services sociaux,6599,36
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,5898,40
1817729271829272,Secrétariat à la condition féminine,Secrétariat à la condition féminine,5575,13
16761458703,University of British Columbia,The University of British Columbia,5437,85
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,4122,43
203652059653094,Government of British Columbia,Government of British Columbia,3510,5
163336718421,PSAC - AFPC,PSAC - AFPC,3426,58
632493333805962,Environment and Climate Change,Environment and Climate Change Canada,2904,15
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2674,124
109045051805492,Made The Canadian Way,Canadian Energy Centre,2542,20
544846182381424,United Conservative Caucus,United Conservative Caucus,2456,21
104811292976689,SOS violence conjugale,SOS violence conjugale,2408,21
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,2322,16
154462904588700,Enbridge Gas,Enbridge Gas,2276,88
972617702814352,Économie Québec,Économie Québec,1799,6
102828041144081,Here For Students,Ontario Secondary School Teachers' Federation (OSSTF),1711,9
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,1584,13
115835521825983,UNHCR Canada,UNHCR Canada,1531,61
104386908631938,Pathways Alliance,Pathways Alliance,1493,7
139019864276,Oxfam Canada,Oxfam Canada,1372,26
405377872902754,Canada Action,Canada Action,1338,48
230448456985193,Elections Ontario,Elections Ontario,1333,4
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,1315,14
1422057448099551,Spirits Canada,Spirits Canada,1202,8
107385241806,Plan International Canada,Plan International Canada,923,92
108635379686,CNIB,CNIB,919,34
447980405253906,Public Service Alliance of Canada - Prairie Region,Public Service Alliance of Canada - Prairie Region,849,11
370233926766473,Environnement et Changement climatique,Environnement et Changement climatique Canada,815,15
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,762,8
177741812241442,SCFP-Québec,le SCFP,759,23
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,734,2
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,724,12
394745970602999,The Council of Canadians,The Council of Canadians,694,26
168617319831578,Nature Canada,Nature Canada,675,6
1097840090260804,National Police Federation,National Police Federation,668,109
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,629,80
105168452865235,Bell Aliant,Bell,603,1
105833301076507,CUPE Local 38,CUPE Local 38,594,8
177004795666755,Manitoba Government,Manitoba Government,584,29
134147499998111,Ministère de la Sécurité publique du Québec,Ministère de la Sécurité publique,583,6
117926081552324,Équiterre,Équiterre,575,15
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,568,62
171258630277,Commission des droits de la personne et des droits de la jeunesse,Commission des droits de la personne et des droits de la jeunesse,557,1
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,553,125
33730130515,Metro Vancouver,Metro Vancouver,539,8
182645321760265,Ville de Montréal,Ville de Montréal,535,3
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,524,140
136772905237,Historica Canada,Historica Canada,515,2
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,509,12
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,491,55
106917558391358,Alliance Nouvelles voies,Pathways Alliance,483,4
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,455,29
113305766875943,SIDE-Sommet international de l'écocitoyenneté,SIDE-Sommet international de l'écocitoyenneté,445,84
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,439,2
26394435211,Canadian Cancer Society,Canadian Cancer Society,428,1
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,407,12
184257548280251,Alberta's NDP,Alberta's NDP,406,50
35715544220,Stand.earth,Stand.earth,397,22
114849617772737,Care2 Canada,Press Pause Collective,392,13
111675047254771,OroweatOrganic,These ads ran without a disclaimer,389,22
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,381,27
901776976544599,RBC Wealth Management,RBC Wealth Management,368,2
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,361,26
159713615718,WWF-Canada,WWF-Canada,341,35
19750184960,Greenpeace Canada,Greenpeace Canada,338,198
106432095003415,Our Nova Scotia RCMP,National Police Federation,336,25
200828269970776,PEI PC Party,Progressive Conservative Association of PEI,332,32
633812813408377,Elections Canada,Elections Canada,329,12
586362242026180,Radio-Canada OHdio,Radio-Canada,328,21
195227957225519,Dairy Farmers of Canada,Dairy Farmers of Canada,325,20
177681485609462,Radio-Canada,Radio-Canada,321,3
101655285390205,Roulons électrique,Roulons électrique,319,7
200217723858499,"Tony Wakeham, MHA, Stephenville-Port au Port","Tony Wakeham, MHA for Stephenville - Port au Port",317,12
123235041462,The Fraser Institute,Fraser Institute,309,18
31912359596,University of Saskatchewan,University of Saskatchewan,309,47
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),302,10
7522587804,Green Party of Ontario,Green Party of Ontario,294,5
692490067551493,Arpan Khanna,the Arpan Khanna Campaign,283,2
108587420188,United Way Greater Toronto,United Way Greater Toronto,279,71
104853517861788,Surrey’s Say on Policing,National Police Federation,272,10
129240983771044,Tennis Canada,Tennis Canada,271,2
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,268,8
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,259,27
152467601467262,BMO Groupe financier,BMO Financial Group,253,4
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,250,10
67197771286,Elections BC,Elections BC,247,1
180862678644381,Ontario NDP,Ontario NDP,243,9
5794733873,David Suzuki Foundation,David Suzuki Foundation,239,5
281999881613,World Vision Canada,World Vision Canada,235,4
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,231,178
211536155525838,ICI Estrie,ICI Estrie,230,35
465410500144023,Government of Saskatchewan,These ads ran without a disclaimer,218,1
104710252162685,GoRecycle,These ads ran without a disclaimer,212,1
256967407720183,LEO,Léger,207,28
