Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
26458152911,SOS Børnebyerne,SOS Børnebyerne,11753,37
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),8330,29
220361474643059,Arla,Arla,5888,20
72672361910,Børns Vilkår,Børns Vilkår,5680,29
67571270393,Red Barnet,Red Barnet,4607,46
399210657232918,PlanBørnefonden,PlanBørnefonden,4073,24
63691965101,UNICEF Danmark,UNICEF Danmark,3980,10
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,3906,17
125934997444897,SuperBrugsen,Coop,3860,2
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,3589,3
122577072476986,Amalo,Amalo,3450,18
65929129383,Røde Kors,Røde Kors,3143,19
867877683280051,Weekendavisen,Weekendavisen,3126,23
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3064,36
116269191760882,DSB,DSB,2537,4
748887235210811,Obton Forvaltning A/S,Obton A/S,2520,22
12787473132,Berlingske,Berlingske,2382,24
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,2293,7
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,2139,4
55365680705,Greenpeace Danmark,Greenpeace Danmark,2041,48
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1538,36
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1521,39
106468772046278,Project Greensand,Project Greensand,1457,7
287306323369,Børnecancerfonden,Børnecancerfonden,1445,5
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1314,9
102154048301476,Lederstof.dk,Lederne,1247,2
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1183,23
250994288337708,Sex og Samfund,Sex og Samfund,1144,8
130388840342741,Danske Bank,Danske Bank,981,5
864373427248898,Dybbøl Banke Skansegården,Charles Ginnerskov,922,7
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,895,18
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,821,22
1643818125897989,Fonden Novavi,Fonden Novavi,817,23
175901923124109,København LIV,København LIV,810,2
1297274843616409,Arbejdsgiverforeningen GLS-A,These ads ran without a disclaimer,782,3
154415494575789,IDA,IDA,735,4
173328802715590,Region Midtjylland,Region Midtjylland,701,2
121570596369,CARE Danmark,CARE i Danmark,669,23
437410226312057,Københavns Kommune,Københavns Kommune,654,3
246977185497434,Plastic Change,Plastic Change,611,16
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,568,3
304554445813,Videncentret Bolius,Videncentret Bolius,541,13
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,528,25
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,518,1
2047554945456852,Climaider,Climaider,506,4
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,506,5
19176473894,IMS (International Media Support),IMS (International Media Support),496,16
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,468,13
109450894144575,Kontrast,Kontrast.dk Aps,464,18
144098125661833,Nordea Invest,Nordea Invest,453,3
36664432940,Amnesty International Danmark,Amnesty Danmark,408,22
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,407,5
334571029981175,DM og MA studerende,DM,406,4
1688214178159008,BARONS,BARONS,363,4
102374815695721,Nordic Talks,Nordic Council of Ministers,344,1
105511328705392,HØRT,Børns Vilkår,325,2
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,314,1
1405355586351630,Carlsbergfondet,Carlsbergfondet,313,5
