Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,13264,14
555503991321280,Geraldine Roman,Sulong Pilipinas,8523,4
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",5415,4
1566478310240623,Francis Tolentino,Francis Tolentino PH,5375,19
109322002065194,EKIS,EKIS,5360,4
325780477966356,Geo 24/7,Energy Development Corporation,4490,7
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,3524,2
547821942058909,Pilipinas Today,WFPH,3441,43
112952897079549,Energy Development Corporation,Energy Development Corporation,3063,11
269175894020945,Pilipinas Today,WFPH,3008,33
495629064258114,Lolita Karen Javier,Amor U. Nacional,2750,4
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2719,2
701517253228758,DOSTv,DOSTv,2566,5
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,2101,14
1714745698802895,Celso Lobregat,Celso Lorenza Lobregat Iii,2000,1
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,1566,5
154386154617,WWF-Philippines,WWF-Philippines,1538,3
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1478,3
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,1458,2
307380403398913,Magsasaka Partylist,Magsasaka Partylist,1457,6
100170811672425,Pilipinas Today Kyusi,WFPH,1454,18
100770729339080,Cong. Wilbert T. Lee,Cong. Wilbert T. Lee,1437,6
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,1327,8
1922749344643532,The World Tonight,The World Tonight,1242,17
107768512296982,Century Tuna Saving Our Seas,Jessa Charvie Gomez Ganongan,1152,4
438159769566830,EDC BINHI,EDC BINHI,1054,1
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,1025,1
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1015,1
156752721080952,Sonny Angara,Sonny Angara,1013,8
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,987,1
2271543113085523,Pilipinas Today AM,WFPH,985,15
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,947,3
476553329103668,Alex Advincula,Alex Advincula,928,1
186667502068528,Larry De Costa,WFPH,912,10
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,808,28
1581188235521874,Vice Mayor Atty. Sherwin N. Tugna,Vice Mayor Atty. Sherwin N. Tugna,767,1
